id,max,mean,count,sum,std,median,unique,percentile_95,percentile_90,percentile_85
1,0.7214717864990234,0.5190871083612673,5780,3000.323486328125,0.0903760398182228,0.5356972813606262,5761,0.6412937730550766,0.6209405839443207,0.6066866248846053
2,0.6391029357910156,0.2989501108493881,5781,1728.2305908203125,0.20444052155274708,0.3689689040184021,4101,0.5477278232574463,0.5203701257705688,0.4971056878566742
3,0.6829785704612732,0.3059046556742994,5781,1768.434814453125,0.2129034777980891,0.3841509521007538,4029,0.554344654083252,0.5273600816726685,0.5107026100158691
4,0.7319662570953369,0.40877743192948884,5781,2363.142333984375,0.1689436392578016,0.45061060786247253,5147,0.5966416001319885,0.572728157043457,0.5550249218940735
5,0.7135969996452332,0.5205669366783429,5781,3009.3974609375,0.06507048303965816,0.5264025330543518,5774,0.6190727949142456,0.6000102162361145,0.5869126319885254
10,0.6605011820793152,0.3644679144908969,5781,2106.989013671875,0.2018425038594956,0.4335431754589081,4585,0.5798577070236206,0.5589461922645569,0.5436050891876221
9,0.7178726196289062,0.4122025116917171,5780,2382.530517578125,0.18113990760900758,0.46888959407806396,5058,0.6030087232589721,0.5823146939277649,0.5674113541841507
8,0.7962378263473511,0.5561563557478161,5781,3215.139892578125,0.14396201099641898,0.5897464752197266,5557,0.7050368189811707,0.6830287575721741,0.6671091318130493
7,0.7843090891838074,0.3423668390654726,5782,1979.5650634765625,0.22906823775345794,0.40577980875968933,4204,0.6262105733156204,0.5920468866825104,0.5658656269311905
6,0.6606879830360413,0.231573590851226,5781,1338.7269287109375,0.22572648526161523,0.2972065508365631,3103,0.5599811673164368,0.5267418622970581,0.4968222975730896
11,0.6625425815582275,0.4474274985539915,5781,2586.578369140625,0.11002067668161537,0.4622237980365753,5579,0.5759560465812683,0.5557408332824707,0.5394542813301086
12,0.6742523908615112,0.37333991976680075,5781,2158.278076171875,0.18202686416675454,0.42047974467277527,4887,0.5870264768600464,0.5602896213531494,0.5376889705657959
13,0.6615368127822876,0.3059256236418332,5781,1768.5560302734375,0.21330133628739698,0.38018798828125,4033,0.5616968274116516,0.5321715474128723,0.509538471698761
14,0.710976779460907,0.4946473255807666,5779,2858.56689453125,0.08693667537684872,0.5023067593574524,5721,0.6112209320068359,0.5905550837516784,0.5750818133354187
15,0.6758368611335754,0.46291824921604674,5780,2675.66748046875,0.13830960383441054,0.49183034896850586,5446,0.608364075422287,0.5900696277618408,0.5754492759704589
26,0.7603669762611389,0.5400214097096091,5781,3121.86376953125,0.09384839046228206,0.5505520701408386,5757,0.6707477569580078,0.6490334868431091,0.6339826583862305
28,0.7252833843231201,0.44760855426834545,5778,2586.2822265625,0.14825016582538292,0.4724440574645996,5413,0.6211619555950165,0.5958454549312592,0.5775577068328858
29,0.7433863878250122,0.5266738632798978,5778,3043.12158203125,0.08349153761599791,0.5375232696533203,5777,0.6464456737041473,0.6268149971961975,0.612260690331459
30,0.6676613092422485,0.4539474284135613,5783,2625.177978515625,0.10280520015696576,0.468036949634552,5666,0.5805403232574463,0.5624222040176392,0.5501817345619202
25,0.7312931418418884,0.5432492457059624,5782,3141.067138671875,0.05919961637897494,0.5478302240371704,5775,0.6346312761306763,0.6172245860099792,0.6031082570552826
24,0.6859729886054993,0.4563279256670559,5781,2638.03173828125,0.08887381950354889,0.45961612462997437,5759,0.5910869836807251,0.5662238597869873,0.5510695576667786
23,0.6992047429084778,0.3632677335640138,5780,2099.6875,0.1873906343982976,0.41653403639793396,4724,0.5715472579002381,0.5446973264217377,0.5250824838876724
22,0.7139533162117004,0.4905018355116586,5779,2834.610107421875,0.09791679504248817,0.4992680847644806,5694,0.6183518886566162,0.5980225920677185,0.5808999896049499
21,0.8029516339302063,0.5328261201656861,5779,3079.2021484375,0.11625663501503661,0.5514453053474426,5713,0.6874116063117981,0.6629421710968018,0.6449938833713532
16,0.7183667421340942,0.393108208259469,5782,2272.95166015625,0.1813112086273015,0.42658179998397827,4961,0.6060528606176376,0.5774530291557313,0.5551952838897705
17,0.7712441086769104,0.5194916368005102,5781,3003.18115234375,0.09225243508417544,0.5280632972717285,5777,0.6588155627250671,0.6339545249938965,0.6168861985206604
18,0.7423802614212036,0.5336588288145768,5778,3083.480712890625,0.08019328196010596,0.5482341051101685,5774,0.6498621582984924,0.628948962688446,0.6151891887187958
19,0.7435342073440552,0.504588830017301,5780,2916.5234375,0.10661792678084497,0.5209189653396606,5766,0.6560535311698914,0.6321143805980682,0.6149143695831298
20,0.7154014706611633,0.5523247561213013,5779,3191.884765625,0.06952830253800649,0.5609634518623352,5770,0.6489835321903229,0.6326826214790344,0.620629072189331
27,0.7294374704360962,0.4815543264862409,5778,2782.4208984375,0.10898499028013899,0.5003175735473633,5694,0.6191891729831696,0.5987016916275024,0.5843341529369355
41,0.7105131149291992,0.4424986314608564,5780,2557.64208984375,0.16670081780912305,0.4754704535007477,5276,0.6324797213077545,0.6102243006229401,0.5919955015182494
42,0.7471205592155457,0.5544190382058544,5782,3205.65087890625,0.08344897429766905,0.5618289709091187,5778,0.6760151416063309,0.657616525888443,0.644829699397087
43,0.7476502656936646,0.5432545875962537,5779,3139.46826171875,0.07661605896051148,0.5500644445419312,5773,0.6593743741512299,0.6371664047241211,0.6236520826816558
44,0.6958348751068115,0.47306658706361393,5779,2733.851806640625,0.08908171567548256,0.479999840259552,5729,0.6014840185642243,0.5767712712287902,0.5597832918167115
45,0.7637672424316406,0.5032615127312814,5783,2910.361328125,0.12934819752365523,0.5275706648826599,5599,0.6530860006809235,0.6292322039604187,0.6178191065788269
