id,max,7Mar_NDVI,count,sum,std,median,unique,percentile_95,percentile_90,percentile_85
1,0.894607306,0.758662027,6023,4569.421387,0.074753241,0.774323702,6018,0.850798756,0.839195526,0.83025592
2,0.893061459,0.743016329,6022,4474.444336,0.095872275,0.766426563,6017,0.846848777,0.834677583,0.824577531
3,0.911820889,0.77985505,6022,4696.287109,0.067129461,0.793941379,6017,0.867101496,0.854303902,0.843988383
4,0.887071729,0.724752186,6021,4363.73291,0.093390222,0.741665423,6017,0.841492176,0.829014897,0.816675186
5,0.904393375,0.813706671,6020,4898.51416,0.064801465,0.824902534,6004,0.875574404,0.867152214,0.860312617
10,0.889056504,0.713860783,6023,4299.583496,0.091207751,0.727533937,6015,0.83413645,0.816487038,0.804226691
9,0.889574409,0.780358412,6022,4699.318359,0.05351818,0.788149238,6016,0.85319764,0.842236936,0.833889455
8,0.924923241,0.812112505,6022,4890.541504,0.050190188,0.817380786,6015,0.883120027,0.871675223,0.863624555
7,0.895780683,0.793228578,6023,4777.615723,0.054622625,0.80225718,6014,0.862864596,0.852544272,0.845482433
6,0.900131464,0.799418084,6022,4814.095703,0.059474187,0.814251065,6016,0.861007431,0.85381676,0.847919494
11,0.8737064,0.71319801,6022,4294.878418,0.077808683,0.722216904,6019,0.822628939,0.806216854,0.79468939
12,0.901862979,0.757624388,6022,4562.414063,0.078229599,0.777847528,6020,0.849083975,0.835229903,0.82599836
13,0.886215568,0.773941676,6021,4659.902832,0.066413886,0.787586331,6015,0.853552759,0.842940986,0.834780633
14,0.895035326,0.790371285,6023,4760.40625,0.048866836,0.797198117,6018,0.855240601,0.845422328,0.838179874
15,0.879001796,0.763848311,6022,4599.894531,0.059307187,0.774722219,6018,0.842928717,0.830513453,0.822420293
26,0.910792768,0.786917014,6021,4738.027344,0.061286714,0.796262562,6015,0.868615329,0.855997324,0.847029686
28,0.863599896,0.651116115,6023,3921.672363,0.119533587,0.675995231,5988,0.79580211,0.779121959,0.765475166
29,0.863206506,0.715875287,6022,4311.000977,0.101812678,0.744024575,6009,0.827020833,0.814851552,0.805189776
30,0.888970137,0.788579651,6022,4748.82666,0.059245033,0.801148415,6014,0.855888361,0.84743551,0.84085435
25,0.89283812,0.717644191,6022,4321.65332,0.096990982,0.735480428,6018,0.834793383,0.819546592,0.806478074
24,0.855897129,0.654572916,6023,3942.492676,0.106238235,0.66384536,6015,0.800961441,0.78301338,0.768556225
23,0.834849775,0.657420327,6024,3960.300049,0.101491337,0.677641094,6022,0.787435386,0.771372771,0.759148985
22,0.852336347,0.715728608,6022,4310.117676,0.071633533,0.727888346,6021,0.807698837,0.797062182,0.789064589
21,0.902273774,0.751019536,6022,4522.639648,0.066605482,0.764867663,6018,0.838055637,0.824939466,0.814288378
16,0.884002686,0.705110553,6023,4246.880859,0.095540067,0.721331596,6017,0.828183979,0.811186624,0.797012752
17,0.890476644,0.767829401,6022,4623.868652,0.063266034,0.776680946,6015,0.851384965,0.838618761,0.828586686
18,0.891543269,0.772090408,6021,4648.756348,0.065911044,0.784513652,6016,0.852437496,0.840901136,0.832618833
19,0.91024822,0.825251827,6022,4969.666504,0.031055486,0.827894807,6011,0.872403544,0.86235792,0.855561334
20,0.9106583,0.811334758,6022,4885.85791,0.039124804,0.814539313,6018,0.869053307,0.858130473,0.850760219
27,0.867631435,0.681522082,6022,4104.125977,0.115350977,0.711610854,6001,0.818221995,0.801200646,0.788973752
41,0.905667484,0.77647164,6021,4675.135742,0.05740169,0.787172318,6017,0.85072732,0.839221716,0.831568837
42,0.889114082,0.808546398,6022,4869.066406,0.04262701,0.815852523,6016,0.861324567,0.8522493,0.846135423
43,0.932809114,0.837732594,6022,5044.825684,0.035875971,0.839119315,6012,0.89637154,0.883354342,0.87460537
44,0.905871868,0.786788016,6023,4738.824219,0.053086132,0.796151817,6018,0.855716681,0.844598508,0.836905605
45,0.932563603,0.836039827,6022,5034.631836,0.045523585,0.841861963,6015,0.897422561,0.887665987,0.879685664
40,0.91313225,0.812626955,6023,4894.452148,0.042573765,0.81967473,6020,0.869162464,0.86109935,0.854620874
39,0.919184148,0.821421147,6022,4946.598145,0.039032682,0.825844944,6017,0.878166372,0.867370641,0.860077563
38,0.908868194,0.832906702,6022,5015.76416,0.030786289,0.83537364,6013,0.878035563,0.870329028,0.864928117
37,0.926595509,0.836820574,6022,5039.333496,0.042513188,0.842851937,6012,0.89535197,0.885362285,0.878813753
36,0.906336069,0.784330152,6023,4724.020508,0.05688911,0.795802414,6016,0.854369444,0.845078695,0.838197553
31,0.911332011,0.787777093,6022,4743.993652,0.068310394,0.802743912,6014,0.87470786,0.861147857,0.852437943
32,0.937367141,0.864580604,6022,5206.504395,0.032829511,0.866180182,6016,0.915365359,0.906695211,0.900054318
33,0.909705758,0.781858203,6022,4708.350098,0.059894819,0.792012691,6017,0.859989354,0.848256183,0.839377227
34,0.92465955,0.842840412,6022,5075.584961,0.032025614,0.843901396,6011,0.895774281,0.882272249,0.874303713
35,0.928865075,0.817693928,6022,4924.152832,0.045243896,0.824758887,6015,0.877369693,0.868135744,0.861373979
