wkt_geom,id,mean
"MultiPolygon (((100.17366321389027917 15.27652803623047362, 100.17370511695048663 15.27652781666083293, 100.17370489075318574 15.27648714071233194, 100.17366298770103583 15.27648736028136156, 100.17366321389027917 15.27652803623047362)))",1017,0.672959771
"MultiPolygon (((100.17366298770103583 15.27648736028136156, 100.17370489075318574 15.27648714071233194, 100.17370466455653855 15.27644646476368528, 100.17366276151246041 15.27644668433210562, 100.17366298770103583 15.27648736028136156)))",1018,0.625865145
"MultiPolygon (((100.17366276151246041 15.27644668433210562, 100.17370466455653855 15.27644646476368528, 100.17370443836057348 15.27640578881488409, 100.1736625353245671 15.2764060083826827, 100.17366276151246041 15.27644668433210562)))",1019,0.437293092
"MultiPolygon (((100.1736625353245671 15.2764060083826827, 100.17370443836057348 15.27640578881488409, 100.17370421216529053 15.27636511286593368, 100.17366230913735592 15.27636533243312478, 100.1736625353245671 15.2764060083826827)))",1020,0.276253523
"MultiPolygon (((100.17366230913735592 15.27636533243312478, 100.17370421216529053 15.27636511286593368, 100.17370398597067549 15.27632443691683051, 100.17366208295081265 15.27632465648341054, 100.17366230913735592 15.27636533243312478)))",1021,0.191678957
"MultiPolygon (((100.17370873619930194 15.27717863181630875, 100.17375063938798974 15.27717841222904305, 100.17375041317180262 15.27713773628356542, 100.17370850999117238 15.27713795587022361, 100.17370873619930194 15.27717863181630875)))",1110,0.390885548
"MultiPolygon (((100.17370850999117238 15.27713795587022361, 100.17375041317180262 15.27713773628356542, 100.17375018695628341 15.27709706033794035, 100.17370828378373915 15.27709727992398925, 100.17370850999117238 15.27713795587022361)))",1111,0.693230724
"MultiPolygon (((100.17370828378373915 15.27709727992398925, 100.17375018695628341 15.27709706033794035, 100.17374996074146054 15.27705638439216429, 100.17370805757697383 15.27705660397759857, 100.17370828378373915 15.27709727992398925)))",1112,0.684532592
"MultiPolygon (((100.17370805757697383 15.27705660397759857, 100.17374996074146054 15.27705638439216429, 100.17374973452729137 15.27701570844623546, 100.17370783137089063 15.27701592803105868, 100.17370805757697383 15.27705660397759857)))",1113,0.785714022
"MultiPolygon (((100.17370783137089063 15.27701592803105868, 100.17374973452729137 15.27701570844623546, 100.17374950831381852 15.27697503250016275, 100.17370760516547534 15.27697525208436602, 100.17370783137089063 15.27701592803105868)))",1114,0.784684341
"MultiPolygon (((100.17370760516547534 15.27697525208436602, 100.17374950831381852 15.27697503250016275, 100.17374928210099938 15.27693435655393195, 100.17370737896074218 15.2769345761375277, 100.17370760516547534 15.27697525208436602)))",1115,0.747199103
"MultiPolygon (((100.17370737896074218 15.2769345761375277, 100.17374928210099938 15.27693435655393195, 100.17374905588886236 15.27689368060755015, 100.17370715275667692 15.27689390019053839, 100.17370737896074218 15.2769345761375277)))",1116,0.817439233
"MultiPolygon (((100.17370715275667692 15.27689390019053839, 100.17374905588886236 15.27689368060755015, 100.17374882967740746 15.27685300466102625, 100.17370692655329378 15.27685322424339809, 100.17370715275667692 15.27689390019053839)))",1117,0.94102981
"MultiPolygon (((100.17370692655329378 15.27685322424339809, 100.17374882967740746 15.27685300466102625, 100.17374860346663468 15.27681232871434602, 100.17370670035057856 15.27681254829610502, 100.17370692655329378 15.27685322424339809)))",1118,0.843165411
"MultiPolygon (((100.17370670035057856 15.27681254829610502, 100.17374860346663468 15.27681232871434602, 100.17374837725650139 15.2767716527675077, 100.17370647414854545 15.27677187234865741, 100.17370670035057856 15.27681254829610502)))",1119,0.824433757
"MultiPolygon (((100.17370647414854545 15.27677187234865741, 100.17374837725650139 15.2767716527675077, 100.17374815104707864 15.27673097682053438, 100.17370624794718026 15.27673119640106592, 100.17370647414854545 15.27677187234865741)))",1120,0.779808583
"MultiPolygon (((100.17370624794718026 15.27673119640106592, 100.17374815104707864 15.27673097682053438, 100.17374792483830959 15.27669030087339941, 100.17370602174648297 15.27669052045331988, 100.17370624794718026 15.27673119640106592)))",1121,0.750054574
"MultiPolygon (((100.17370602174648297 15.27669052045331988, 100.17374792483830959 15.27669030087339941, 100.17374769863023687 15.27664962492611345, 100.17370579554648202 15.27664984450542107, 100.17370602174648297 15.27669052045331988)))",1122,0.898702063
"MultiPolygon (((100.17370579554648202 15.27664984450542107, 100.17374769863023687 15.27664962492611345, 100.17374747242283206 15.27660894897867649, 100.17370556934714898 15.27660916855737483, 100.17370579554648202 15.27664984450542107)))",1123,0.855629103
"MultiPolygon (((100.17370556934714898 15.27660916855737483, 100.17374747242283206 15.27660894897867649, 100.17374724621609516 15.2765682730310921, 100.17370534314846964 15.27656849260918115, 100.17370556934714898 15.27660916855737483)))",1124,0.773883887
"MultiPolygon (((100.17370534314846964 15.27656849260918115, 100.17374724621609516 15.2765682730310921, 100.17374702001004039 15.27652759708336028, 100.17370511695048663 15.27652781666083293, 100.17370534314846964 15.27656849260918115)))",1125,0.86591179
"MultiPolygon (((100.17370511695048663 15.27652781666083293, 100.17374702001004039 15.27652759708336028, 100.17374679380465352 15.27648692113546858, 100.17370489075318574 15.27648714071233194, 100.17370511695048663 15.27652781666083293)))",1126,0.78809605
"MultiPolygon (((100.17370489075318574 15.27648714071233194, 100.17374679380465352 15.27648692113546858, 100.17374656759994878 15.27644624518743655, 100.17370466455653855 15.27644646476368528, 100.17370489075318574 15.27648714071233194)))",1127,0.759054508
"MultiPolygon (((100.17370466455653855 15.27644646476368528, 100.17374656759994878 15.27644624518743655, 100.17374634139591194 15.27640556923924642, 100.17370443836057348 15.27640578881488409, 100.17370466455653855 15.27644646476368528)))",1128,0.755892681
"MultiPolygon (((100.17370443836057348 15.27640578881488409, 100.17374634139591194 15.27640556923924642, 100.17374611519255723 15.2763648932909053, 100.17370421216529053 15.27636511286593368, 100.17370443836057348 15.27640578881488409)))",1129,0.773765963
"MultiPolygon (((100.17370421216529053 15.27636511286593368, 100.17374611519255723 15.2763648932909053, 100.17374588898987042 15.27632421734241319, 100.17370398597067549 15.27632443691683051, 100.17370421216529053 15.27636511286593368)))",1130,0.73541015
"MultiPolygon (((100.17370398597067549 15.27632443691683051, 100.17374588898987042 15.27632421734241319, 100.17374566278786574 15.2762835413937772, 100.17370375977674257 15.27628376096757812, 100.17370398597067549 15.27632443691683051)))",1131,0.535866882
"MultiPolygon (((100.17370375977674257 15.27628376096757812, 100.17374566278786574 15.2762835413937772, 100.17374543658654318 15.27624286544498489, 100.17370353358349178 15.27624308501817474, 100.17370375977674257 15.27628376096757812)))",1132,0.023555363
"MultiPolygon (((100.17375086560484476 15.27721908817436436, 100.1737927688009222 15.27721886857864675, 100.17379254257599541 15.2771781926339365, 100.17375063938798974 15.27717841222904305, 100.17375086560484476 15.27721908817436436)))",1218,0.782165577
"MultiPolygon (((100.17375063938798974 15.27717841222904305, 100.17379254257599541 15.2771781926339365, 100.17379231635173653 15.27713751668907172, 100.17375041317180262 15.27713773628356542, 100.17375063938798974 15.27717841222904305)))",1219,0.557357803
"MultiPolygon (((100.17375041317180262 15.27713773628356542, 100.17379231635173653 15.27713751668907172, 100.17379209012814556 15.27709684074406127, 100.17375018695628341 15.27709706033794035, 100.17375041317180262 15.27713773628356542)))",1220,0.805951655
"MultiPolygon (((100.17375018695628341 15.27709706033794035, 100.17379209012814556 15.27709684074406127, 100.17379186390525092 15.27705616479889628, 100.17374996074146054 15.27705638439216429, 100.17375018695628341 15.27709706033794035)))",1221,0.808037101
"MultiPolygon (((100.17374996074146054 15.27705638439216429, 100.17379186390525092 15.27705616479889628, 100.17379163768300998 15.27701548885358029, 100.17374973452729137 15.27701570844623546, 100.17374996074146054 15.27705638439216429)))",1222,0.813900087
"MultiPolygon (((100.17374973452729137 15.27701570844623546, 100.17379163768300998 15.27701548885358029, 100.17379141146145116 15.27697481290811865, 100.17374950831381852 15.27697503250016275, 100.17374973452729137 15.27701570844623546)))",1223,0.709327014
"MultiPolygon (((100.17374950831381852 15.27697503250016275, 100.17379141146145116 15.27697481290811865, 100.17379118524058867 15.27693413696249713, 100.17374928210099938 15.27693435655393195, 100.17374950831381852 15.27697503250016275)))",1224,0.669237792
"MultiPolygon (((100.17374928210099938 15.27693435655393195, 100.17379118524058867 15.27693413696249713, 100.17379095902037989 15.27689346101673351, 100.17374905588886236 15.27689368060755015, 100.17374928210099938 15.27693435655393195)))",1225,0.732452207
"MultiPolygon (((100.17374905588886236 15.27689368060755015, 100.17379095902037989 15.27689346101673351, 100.17379073280083901 15.27685278507081357, 100.17374882967740746 15.27685300466102625, 100.17374905588886236 15.27689368060755015)))",1226,0.86226272
"MultiPolygon (((100.17374882967740746 15.27685300466102625, 100.17379073280083901 15.27685278507081357, 100.17379050658199446 15.27681210912474796, 100.17374860346663468 15.27681232871434602, 100.17374882967740746 15.27685300466102625)))",1227,0.827723448
"MultiPolygon (((100.17374860346663468 15.27681232871434602, 100.17379050658199446 15.27681210912474796, 100.17379028036381783 15.27677143317852604, 100.17374837725650139 15.2767716527675077, 100.17374860346663468 15.27681232871434602)))",1228,0.814322328
"MultiPolygon (((100.17374837725650139 15.2767716527675077, 100.17379028036381783 15.27677143317852604, 100.1737900541463091 15.27673075723215845, 100.17374815104707864 15.27673097682053438, 100.17374837725650139 15.2767716527675077)))",1229,0.757256734
"MultiPolygon (((100.17374815104707864 15.27673097682053438, 100.1737900541463091 15.27673075723215845, 100.17378982792946829 15.27669008128563988, 100.17374792483830959 15.27669030087339941, 100.17374815104707864 15.27673097682053438)))",1230,0.840245449
"MultiPolygon (((100.17374792483830959 15.27669030087339941, 100.17378982792946829 15.27669008128563988, 100.1737896017133238 15.27664940533896321, 100.17374769863023687 15.27664962492611345, 100.17374792483830959 15.27669030087339941)))",1231,0.910217075
"MultiPolygon (((100.17374769863023687 15.27664962492611345, 100.1737896017133238 15.27664940533896321, 100.17378937549783302 15.27660872939214443, 100.17374747242283206 15.27660894897867649, 100.17374769863023687 15.27664962492611345)))",1232,0.83316525
"MultiPolygon (((100.17374747242283206 15.27660894897867649, 100.17378937549783302 15.27660872939214443, 100.17378914928303857 15.27656805344517466, 100.17374724621609516 15.2765682730310921, 100.17374747242283206 15.27660894897867649)))",1233,0.760046958
"MultiPolygon (((100.17374724621609516 15.2765682730310921, 100.17378914928303857 15.27656805344517466, 100.17378892306891203 15.27652737749805212, 100.17374702001004039 15.27652759708336028, 100.17374724621609516 15.2765682730310921)))",1234,0.752472536
"MultiPolygon (((100.17374702001004039 15.27652759708336028, 100.17378892306891203 15.27652737749805212, 100.1737886968554534 15.27648670155077149, 100.17374679380465352 15.27648692113546858, 100.17374702001004039 15.27652759708336028)))",1235,0.754824726
"MultiPolygon (((100.17374679380465352 15.27648692113546858, 100.1737886968554534 15.27648670155077149, 100.17378847064267688 15.27644602560335052, 100.17374656759994878 15.27644624518743655, 100.17374679380465352 15.27648692113546858)))",1236,0.761623757
"MultiPolygon (((100.17374656759994878 15.27644624518743655, 100.17378847064267688 15.27644602560335052, 100.17378824443056828 15.27640534965577324, 100.17374634139591194 15.27640556923924642, 100.17374656759994878 15.27644624518743655)))",1237,0.8531843
"MultiPolygon (((100.17374634139591194 15.27640556923924642, 100.17378824443056828 15.27640534965577324, 100.1737880182191418 15.27636467370804674, 100.17374611519255723 15.2763648932909053, 100.17374634139591194 15.27640556923924642)))",1238,0.875838704
"MultiPolygon (((100.17374611519255723 15.2763648932909053, 100.1737880182191418 15.27636467370804674, 100.17378779200839745 15.27632399776017103, 100.17374588898987042 15.27632421734241319, 100.17374611519255723 15.2763648932909053)))",1239,0.888787105
"MultiPolygon (((100.17374588898987042 15.27632421734241319, 100.17378779200839745 15.27632399776017103, 100.173787565798321 15.27628332181214255, 100.17374566278786574 15.2762835413937772, 100.17374588898987042 15.27632421734241319)))",1240,0.831090797
"MultiPolygon (((100.17374566278786574 15.2762835413937772, 100.173787565798321 15.27628332181214255, 100.17378733958891246 15.27624264586396485, 100.17374543658654318 15.27624286544498489, 100.17374566278786574 15.2762835413937772)))",1241,0.123278528
"MultiPolygon (((100.17374543658654318 15.27624286544498489, 100.17378733958891246 15.27624264586396485, 100.17378711338018604 15.27620196991563439, 100.17374521038588853 15.27620218949604691, 100.17374543658654318 15.27624286544498489)))",1242,0.225631636
"MultiPolygon (((100.17374521038588853 15.27620218949604691, 100.17378711338018604 15.27620196991563439, 100.17378688717212754 15.27616129396715472, 100.17374498418590179 15.27616151354695262, 100.17374521038588853 15.27620218949604691)))",1243,0.301523458
"MultiPolygon (((100.1737927688009222 15.27721886857864675, 100.17383467199633174 15.27721864897509541, 100.17383444576331897 15.27717797303099445, 100.17379254257599541 15.2771781926339365, 100.1737927688009222 15.27721886857864675)))",1327,0.413991954
"MultiPolygon (((100.17379254257599541 15.2771781926339365, 100.17383444576331897 15.27717797303099445, 100.17383421953100253 15.27713729708674606, 100.17379231635173653 15.27713751668907172, 100.17379254257599541 15.2771781926339365)))",1328,0.704114159
"MultiPolygon (((100.17379231635173653 15.27713751668907172, 100.17383421953100253 15.27713729708674606, 100.1738339932993398 15.2770966211423449, 100.17379209012814556 15.27709684074406127, 100.17379231635173653 15.27713751668907172)))",1329,0.790192674
"MultiPolygon (((100.17379209012814556 15.27709684074406127, 100.1738339932993398 15.2770966211423449, 100.17383376706837339 15.27705594519779098, 100.17379186390525092 15.27705616479889628, 100.17379209012814556 15.27709684074406127)))",1330,0.836550018
"MultiPolygon (((100.17379186390525092 15.27705616479889628, 100.17383376706837339 15.27705594519779098, 100.17383354083806069 15.27701526925308961, 100.17379163768300998 15.27701548885358029, 100.17379186390525092 15.27705616479889628)))",1331,0.875147142
"MultiPolygon (((100.17379163768300998 15.27701548885358029, 100.17383354083806069 15.27701526925308961, 100.17383331460844431 15.27697459330823548, 100.17379141146145116 15.27697481290811865, 100.17379163768300998 15.27701548885358029)))",1332,0.816790519
"MultiPolygon (((100.17379141146145116 15.27697481290811865, 100.17383331460844431 15.27697459330823548, 100.17383308837949585 15.27693391736323036, 100.17379118524058867 15.27693413696249713, 100.17379141146145116 15.27697481290811865)))",1333,0.719569927
"MultiPolygon (((100.17379118524058867 15.27693413696249713, 100.17383308837949585 15.27693391736323036, 100.17383286215121529 15.27689324141807781, 100.17379095902037989 15.27689346101673351, 100.17379118524058867 15.27693413696249713)))",1334,0.665529109
"MultiPolygon (((100.17379095902037989 15.27689346101673351, 100.17383286215121529 15.27689324141807781, 100.17383263592361686 15.27685256547277426, 100.17379073280083901 15.27685278507081357, 100.17379095902037989 15.27689346101673351)))",1335,0.832043768
"MultiPolygon (((100.17379073280083901 15.27685278507081357, 100.17383263592361686 15.27685256547277426, 100.17383240969667213 15.27681188952731617, 100.17379050658199446 15.27681210912474796, 100.17379073280083901 15.27685278507081357)))",1336,0.819229517
"MultiPolygon (((100.17379050658199446 15.27681210912474796, 100.17383240969667213 15.27681188952731617, 100.17383218347043794 15.27677121358170531, 100.17379028036381783 15.27677143317852604, 100.17379050658199446 15.27681210912474796)))",1337,0.778196878
"MultiPolygon (((100.17379028036381783 15.27677143317852604, 100.17383218347043794 15.27677121358170531, 100.17383195724485745 15.27673053763595057, 100.1737900541463091 15.27673075723215845, 100.17379028036381783 15.27677143317852604)))",1338,0.70166858
"MultiPolygon (((100.1737900541463091 15.27673075723215845, 100.17383195724485745 15.27673053763595057, 100.17383173101995908 15.27668986169004306, 100.17378982792946829 15.27669008128563988, 100.1737900541463091 15.27673075723215845)))",1339,0.843850642
"MultiPolygon (((100.17378982792946829 15.27669008128563988, 100.17383173101995908 15.27668986169004306, 100.17383150479572862 15.27664918574398101, 100.1737896017133238 15.27664940533896321, 100.17378982792946829 15.27669008128563988)))",1340,0.860985702
"MultiPolygon (((100.1737896017133238 15.27664940533896321, 100.17383150479572862 15.27664918574398101, 100.17383127857218028 15.27660850979777152, 100.17378937549783302 15.27660872939214443, 100.1737896017133238 15.27664940533896321)))",1341,0.687206421
