Seed,Cigr_CD,Cire_CD,EVI2_CD,NDRE_CD,NDVI_CD,Cigr_CV,Cire_CV,EVI2_CV,NDRE_CV,NDVI_CV,CHM,Maize_high,N,P,K,pH,SoilTemp,SoilHumi,EC,Water feed Per Area (m3/dunam),Uv radiation,Evapotranspiration,Daily rain,Rain rate,Humidity,Wind speed,Temperature
4.3,1.260460063,0.273323296,0.753812829,0.118556945,0.417184323,0.823770623,0.178629778,0.49265255,0.077482604,0.272649804,0.653547579,1.38,0,1,2,6.5,39.6,19.8,12,1.96,5.5,0.66,0,0,70,3,31.8
5.76,1.461621231,0.328558116,0.876958628,0.13924441,0.472704394,1.035056152,0.23267047,0.621023699,0.098606794,0.334748552,0.70815621,1.24,0,0,1,6,40,24,7,1.96,6.7,0.66,0,0,69,6,32.3
7.86,1.821708942,0.453337123,1.095938608,0.181497132,0.561558804,1.301460784,0.323871983,0.782957742,0.129664731,0.401187448,0.714417519,1.61,6,8,17,6.65,41,23,90,9.4,8.6,1.98,0,0,59,3,35.5
5.16,1.396025347,0.295355674,0.853721171,0.127170581,0.463257743,0.864206759,0.182839352,0.52849442,0.078724699,0.286778799,0.619048043,2.19,9,13,27,6.3,39.5,22,137,9.4,8.6,1.98,0,0,60,4,35.2
4.99,1.297430903,0.287732963,0.799368375,0.123742463,0.437166538,0.787366247,0.174615251,0.485109207,0.07509505,0.265301355,0.606865649,0.92,0,0,0,6.5,41.7,13.6,0,7.51,7.9,1.27,0,0,62,6,34.7
7.36,1.769446745,0.418045905,1.101794031,0.171371285,0.5685044,1.78011084,0.420565382,1.108434318,0.172404104,0.57193066,1.006026796,1.1,0,0,0,6.6,42,15,0,7.51,8.5,1.27,0,0,63,1,34.7
10.3,2.366381676,0.604430933,1.401731476,0.230655491,0.682161171,2.535097774,0.647525092,1.501670834,0.247100553,0.730797269,1.071297078,1.76,15,21,46,6.3,40,21,262,9.4,7,1.98,0,0,58,1,36.1
6.54,1.618292182,0.370959521,1.001251617,0.155048477,0.52759908,1.43384969,0.32867995,0.887135423,0.137377053,0.467466744,0.886026458,1.58,12,17,35,6.5,41,25,181,9.4,8.5,1.98,0,0,59,6,35.7
5.3,1.554699244,0.364275108,0.935183083,0.151038073,0.494828311,1.027727262,0.240802497,0.618198763,0.09984307,0.327104131,0.661045708,1.86,0,1,2,6.3,38.4,24.5,14,9.4,8.2,2.67,0,0,53,1,37.1
14.49,3.649920408,0.926410605,1.68326495,0.31513266,0.777235754,5.324611173,1.351475021,2.455596385,0.459724787,1.133854364,1.458829393,1.62,1,1,2,6.4,40,26.5,15,9.4,6.8,1.98,0,0,53,6,36.1
13.92,3.508755647,0.88659066,1.618917155,0.303617145,0.754916119,5.625834939,1.42153322,2.595723844,0.486810743,1.210410158,1.603370398,2,0,0,0,6.5,42,12.4,0,7.51,7.9,1.27,0,0,64,6,34.6
14.25,3.48126731,0.904557083,1.653816281,0.310322904,0.768060404,5.291689962,1.374969288,2.513878491,0.471705401,1.16748792,1.520047009,1.26,0,0,0,6.6,40,13.6,0,7.51,8.3,1.27,0,0,63,9,34.9
14.9,3.586948996,0.962516453,1.642591561,0.323298375,0.76447505,5.916308883,1.587573352,2.709288327,0.533247908,1.260924127,1.649398664,1.58,12,17,35,6.5,41,25,181,9.4,8.5,1.98,0,0,59,6,35.7
15.5,3.677964962,0.971036519,1.667700255,0.325290625,0.772288254,5.615006758,1.482443871,2.546013434,0.496608607,1.179022587,1.526661296,1.38,0,1,2,7,40,16.8,11,1.96,4.4,0.2,0,0,74,9,31.2
14.28,3.497362841,0.913641896,1.621881245,0.310836909,0.756060479,4.945662989,1.291992028,2.293521836,0.439558223,1.069154245,1.414112065,1.58,12,17,35,6.5,41,25,181,9.4,8.5,1.98,0,0,59,6,35.7
9.82,2.3464695,0.578704005,1.365289913,0.221018048,0.668024017,4.489084174,1.107131795,2.611967188,0.422834654,1.278011942,1.913122746,1.76,15,21,46,6.3,40,21,262,9.4,7,1.98,0,0,58,1,36.1
9.06,2.188603553,0.526916917,1.312122715,0.205793807,0.648965777,3.255285116,0.783725675,1.951625062,0.306093589,0.965258707,1.487379983,1.45,0,0,0,6.3,38.7,18.6,0,1.96,7.1,0.66,0,0,70,3,32.6
9.34,2.231427194,0.542210251,1.352921298,0.211313053,0.66419844,3.131485555,0.760913721,1.898629502,0.296547328,0.932106513,1.403355469,1.72,1,1,3,6.6,37,25,15,1.96,4.6,0.66,0,0,73,11,31.1
9.87,2.311880256,0.579027833,1.371215183,0.221986255,0.670597767,3.291614416,0.824409637,1.952312042,0.316060122,0.954785297,1.423782398,1.38,0,1,2,7,40,16.8,11,1.96,4.4,0.2,0,0,74,9,31.2
10.1,1.93370876,0.468236566,1.214119983,0.187153321,0.610999547,1.796826978,0.435091422,1.128175859,0.173905266,0.567748614,0.929212824,1.57,0,0,1,6.4,39,16.9,7,1.96,5.3,0.66,0,0,73,8,31.5
8,1.88613674,0.45993064,1.192910544,0.184348762,0.603699016,2.132232369,0.519940563,1.348556773,0.208401856,0.682467265,1.130476027,1.56,0,0,0,6.6,38,15,0,7.51,8.2,1.27,0,0,62,8,34.8
11.07,2.670518983,0.666888351,1.453051965,0.246126974,0.699550337,3.97482097,0.992601745,2.162733707,0.366337278,1.041216096,1.488407682,1.45,0,0,0,6.3,38.7,18.6,0,1.96,7.1,0.66,0,0,70,3,32.6
10.95,2.643606777,0.653110612,1.504322618,0.243788059,0.71820044,4.540285547,1.121690525,2.583612017,0.41869593,1.233479619,1.717458734,2,3,5,10,6.7,38,25.3,57,9.4,8.4,1.98,0,0,55,6,36
12.05,2.885500875,0.731918335,1.524268826,0.265892923,0.725190278,5.330054501,1.351988714,2.81560681,0.491153471,1.339560746,1.847185197,1.26,0,0,0,6.6,40,13.6,0,7.51,8.3,1.27,0,0,63,9,34.9
10.93,2.504071576,0.649394607,1.468875003,0.243425863,0.706389143,4.848964907,1.257508647,2.844376899,0.471377686,1.367874705,1.936432231,1.13,2,3,7,6.4,39.2,15.9,37,1.96,5.8,0.66,0,0,70,9,32.1
9,3.01094075,0.769330945,1.538427762,0.274696576,0.729530641,5.644210449,1.442162473,2.883886057,0.514937162,1.367554133,1.874567093,1.42,0,1,2,6.4,38.1,26.4,10,1.96,7,0.66,0,0,68,3,32.9
11.26,2.620718656,0.673250434,1.48959788,0.250091797,0.713509383,5.362865455,1.377695193,3.048214656,0.511771324,1.460078446,2.046333911,1.42,0,1,2,6.4,38.1,26.4,10,1.96,7,0.66,0,0,68,3,32.9
7.07,1.713990217,0.399536901,1.096196956,0.165656557,0.567490877,1.796192776,0.418698595,1.148770299,0.173601406,0.594707603,1.04795976,1.56,0,0,0,6.6,38,15,0,7.51,8.2,1.27,0,0,62,8,34.8
7.11,1.720505117,0.402580353,1.064737479,0.166436662,0.555373734,1.83393172,0.429121002,1.134931723,0.177409221,0.591987491,1.065926339,1.1,1,2,4,6.2,39,25,23,9.4,7,2.67,0,0,55,1,36.6
7.3,1.808739962,0.416994851,1.124192589,0.170294933,0.576334597,1.999389435,0.460948017,1.242687634,0.188244799,0.637082902,1.105404578,1.42,0,0,0,6.4,39,17.5,0,1.96,6.9,0.66,0,0,69,6,32.4
6.51,1.583773958,0.370913249,0.977496675,0.154382436,0.515572223,1.51763854,0.35542461,0.936678255,0.147935716,0.494042898,0.958241883,2,0,1,2,6.6,41.4,12.4,13,9.4,8.5,1.98,0,0,60,1,35.1
5.1,1.467027314,0.324987464,0.938041476,0.13899672,0.503090127,1.71396451,0.37969094,1.095937194,0.162393326,0.587772712,1.16832488,2,3,5,10,6.7,38,25.3,57,9.4,8.4,1.98,0,0,55,6,36
6.07,1.528174658,0.343175083,0.950277723,0.145553566,0.508566506,1.524884836,0.342436303,0.948231985,0.145240221,0.507471675,0.997847221,2,0,1,2,6.6,41.4,12.4,13,9.4,8.5,1.98,0,0,60,1,35.1
8.55,2.053670507,0.491788562,1.283298427,0.19536623,0.638541001,2.277597376,0.545411903,1.423225937,0.216668453,0.708165845,1.109037389,1.22,2,3,6,6.4,38.9,6.6,34,1.96,4.9,0.66,0,0,73,8,31.2
11.79,2.814327354,0.711774574,1.548931666,0.260648357,0.733273353,3.680839829,0.930925181,2.025837315,0.340900234,0.959043289,1.307893278,2.13,0,0,0,6.5,40.8,14,0,7.51,4.8,1.98,0,0,59,16,35.3
7.31,1.811681505,0.415056172,1.146664156,0.170468865,0.586864801,2.271647529,0.520434373,1.437789583,0.213749036,0.735863325,1.25388901,1.76,15,21,46,6.3,40,21,262,9.4,7,1.98,0,0,58,1,36.1
9.29,2.233576302,0.547583465,1.310507331,0.210370283,0.643597067,2.53443668,0.621342381,1.487031289,0.238706939,0.730288915,1.134698947,0.92,0,0,0,6.5,41.7,13.6,0,7.51,7.9,1.27,0,0,62,6,34.7
4.2,1.84085566,0.410649957,1.150159576,0.168854171,0.587804641,1.934826196,0.43161249,1.208872008,0.177473705,0.617810425,1.051047205,2,3,5,10,6.7,38,25.3,57,9.4,8.4,1.98,0,0,55,6,36
9.45,2.319125874,0.553486052,1.378384975,0.213657442,0.671335477,2.320130618,0.553725846,1.37898215,0.213750007,0.671626328,1.000433243,1.87,1,1,3,6.6,38,24.6,19,9.4,7.8,2.67,0,0,51,3,36.9
7.35,1.784481135,0.418338771,1.126158492,0.171351892,0.578282857,1.260698811,0.295547642,0.795607555,0.121056548,0.408544813,0.706479204,1.42,0,1,2,6.4,38.1,26.4,10,1.96,7,0.66,0,0,68,3,32.9
7.96,1.974681593,0.457639792,1.190335387,0.183653421,0.601402257,1.558060762,0.361086367,0.939196915,0.144905989,0.474517644,0.78901873,2.3,27,38,77,6.5,38,21,389,9.4,8.1,2.67,0,0,54,1,37
11.03,2.72511078,0.661514694,1.50919573,0.24539737,0.718767582,2.267119193,0.550338236,1.255555051,0.204155035,0.597969005,0.831936525,0.94,0,0,0,6.7,39.6,14,0,7.51,5.4,1.98,0,0,61,3,35.2
13.36,3.331909048,0.835258753,1.626630816,0.292273107,0.758519454,4.603351511,1.153989976,2.247346286,0.403803294,1.047967284,1.381595789,1.23,2,4,8,6.38,39.6,23,46,9.4,4.8,1.98,0,0,57,1,35.9
5,1.818620044,0.426724348,1.119125378,0.173904501,0.575062689,1.495147953,0.350824262,0.920070151,0.142972668,0.472778141,0.82213322,1.42,0,0,0,6.4,39,17.5,0,1.96,6.9,0.66,0,0,69,6,32.4
8.73,2.164685359,0.509170358,1.250447859,0.199008969,0.622301055,2.14910139,0.505504747,1.241445654,0.197576267,0.617820996,0.992800816,2,0,1,2,6.6,41.4,12.4,13,9.4,8.5,1.98,0,0,60,1,35.1
10.55,2.4093946,0.62548192,1.385416605,0.235693366,0.676095825,2.459029376,0.638367171,1.413956904,0.240548772,0.690023749,1.020600518,1.35,0,1,2,6.6,39.5,19.8,10,1.96,5.3,0.66,0,0,73,8,31.5
9.61,2.229240626,0.561305551,1.33221396,0.216782715,0.656432366,2.257989596,0.568544319,1.349394599,0.219578411,0.664897919,1.012896306,2,0,0,0,6.5,42,12.4,0,7.51,7.9,1.27,0,0,64,6,34.6
8.81,1.979184497,0.513601281,1.178963658,0.200612943,0.598144748,1.976772524,0.512975371,1.177526891,0.200368462,0.597415807,0.99878133,1.01,0,0,0,6.8,39.2,14.8,0,7.51,8.2,1.98,0,0,61,0,35.1
9.59,2.23242008,0.568687277,1.281093653,0.216484335,0.634948644,2.700480312,0.687921063,1.549694082,0.261873511,0.768075116,1.209664944,1.38,1,1,3,6.4,38.9,19.4,15,1.96,4.5,0.66,0,0,74,6,31.2
12.09,2.819893976,0.740167599,1.483845259,0.266728623,0.710374179,4.153540564,1.09022402,2.185618156,0.392875819,1.046340037,1.472942103,1.1,1,2,4,6.2,39,25,23,9.4,7,2.67,0,0,55,1,36.6
11,2.543902905,0.660103037,1.420351545,0.244886959,0.688057387,3.430271672,0.890101876,1.915242779,0.330212603,0.927796323,1.348428694,1.87,1,1,3,6.6,38,24.6,19,9.4,7.8,2.67,0,0,51,3,36.9
8.17,1.944100975,0.467562987,1.2177553,0.187723081,0.612745221,1.616711276,0.388824636,1.012683369,0.156110215,0.509557951,0.831598408,1.73,0,0,0,6.6,38,24,0,1.96,5.3,0.66,0,0,73,8,31.5
7.69,1.94515906,0.440244242,1.139898576,0.178190466,0.582235491,2.398542442,0.542857662,1.405589481,0.219723623,0.717944649,1.233082935,1.01,0,0,0,6.8,39.2,14.8,0,7.51,8.2,1.98,0,0,61,0,35.1
7.84,1.7972644,0.444358917,1.205168957,0.181150074,0.610734964,1.376909006,0.340429485,0.923296534,0.138781566,0.467892466,0.76611377,1.01,0,0,0,6.8,39.2,14.8,0,7.51,8.2,1.98,0,0,61,0,35.1
4,1.625843395,0.389414609,1.045931214,0.161425099,0.546405524,1.65708547,0.396897569,1.066029744,0.164527031,0.556905209,1.019215919,1.86,0,1,2,6.3,38.4,24.5,14,9.4,8.2,2.67,0,0,53,1,37.1
7.63,1.800363449,0.43300023,1.180230289,0.176932885,0.600441572,1.290719876,0.310427322,0.846132871,0.12684705,0.430469677,0.71692184,1.86,0,1,2,6.3,38.4,24.5,14,9.4,8.2,2.67,0,0,53,1,37.1
7.14,1.743441197,0.404949462,1.105677009,0.16700614,0.569941024,1.560861932,0.362541737,0.989886642,0.149516673,0.510254805,0.8952765,1.34,0,0,0,6.6,41,13.5,0,7.51,8.1,1.27,0,0,65,11,34.2
7.03,1.804649455,0.398547552,1.16345057,0.164817748,0.592700466,1.437520387,0.317468985,0.92676387,0.13128803,0.472124379,0.796564886,2.13,0,0,0,6.5,40.8,14,0,7.51,4.8,1.98,0,0,59,16,35.3
8.14,2.040345391,0.466970454,1.283256166,0.187116358,0.638738339,1.79331467,0.410432944,1.127888503,0.16446162,0.561404377,0.878927008,1.2,0,0,0,6.2,39.3,20.7,0,1.96,6.3,0.66,0,0,71,3,31.9
7.46,1.926490097,0.423237769,1.240001277,0.173551795,0.623013279,1.666719318,0.366167761,1.072797668,0.150149814,0.539005245,0.865158518,1.01,0,0,0,6.8,39.2,14.8,0,7.51,8.2,1.98,0,0,61,0,35.1
8.09,2.016776004,0.465696908,1.219934627,0.186166408,0.614410739,1.725721743,0.398489112,1.043877807,0.159299504,0.525741068,0.855683398,1.85,0,0,0,6.7,41,13,0,7.51,8.1,1.27,0,0,62,6,34.7
3.3,1.861397855,0.40756892,1.194525906,0.168112441,0.605794509,1.026039792,0.224660155,0.658446613,0.092666946,0.333926071,0.551220036,2,3,5,10,6.7,38,25.3,57,9.4,8.4,1.98,0,0,55,6,36
9.1,2.301956338,0.527401143,1.362087783,0.206446444,0.667855864,1.689920874,0.387177717,0.999941024,0.151557243,0.490288867,0.734123774,2.19,9,13,27,6.3,39.5,22,137,9.4,8.6,1.98,0,0,60,4,35.2
7.17,1.698029917,0.418145282,0.990813534,0.167656528,0.517674063,2.372328782,0.584193528,1.384272115,0.234234039,0.723245843,1.397106587,1.38,0,1,2,7,40,16.8,11,1.96,4.4,0.2,0,0,74,9,31.2
9.09,2.23922901,0.551804737,1.188182777,0.206321328,0.590132042,2.59836572,0.640305438,1.378748392,0.239411987,0.684779833,1.160384091,1.26,0,0,0,6.6,40,13.6,0,7.51,8.3,1.27,0,0,63,9,34.9
9.87,2.449389286,0.580037723,1.345488969,0.222001772,0.660362395,3.310798057,0.784027177,1.818674675,0.300076039,0.892600677,1.351683081,1.42,0,0,0,6.4,39,17.5,0,1.96,6.9,0.66,0,0,69,6,32.4
7.09,1.782210241,0.404341689,1.093860812,0.16597674,0.565527354,2.719717898,0.61704018,1.669271537,0.253286565,0.86301539,1.526036511,1.07,2,2,5,6.5,39,26.5,30,9.4,8.1,2.67,0,0,55,0,36.2
9.6,2.62884714,0.642856515,1.426519748,0.239032619,0.687867268,4.267649869,1.043608234,2.315800992,0.388043682,1.116678339,1.623392172,1.72,1,1,3,6.6,37,25,15,1.96,4.6,0.66,0,0,73,11,31.1
5.3,1.416773364,0.309244772,0.803497577,0.129972698,0.435948305,1.424948476,0.311029186,0.808133945,0.130722671,0.438463828,1.005770233,2,3,5,10,6.7,38,25.3,57,9.4,8.4,1.98,0,0,55,6,36
7.65,1.796305495,0.44692321,1.054818885,0.177365092,0.540730855,2.362334956,0.587752097,1.387200302,0.233254175,0.711119242,1.315107571,1.73,0,0,0,6.6,38,24,0,1.96,5.3,0.66,0,0,73,8,31.5
7.2,1.662051447,0.417054136,1.015894262,0.168232926,0.525136047,1.177405405,0.295443197,0.719664483,0.119177031,0.372008954,0.708404909,1.38,0,1,2,6.5,39.6,19.8,12,1.96,5.5,0.66,0,0,70,3,31.8
4.7,1.236219357,0.280292345,0.831096582,0.117810427,0.435494262,0.728679446,0.165216043,0.489883121,0.069442398,0.256698551,0.589441867,1.26,0,0,0,6.6,40,13.6,0,7.51,8.3,1.27,0,0,63,9,34.9
5.53,1.430825219,0.324808573,0.940143126,0.134576514,0.486780266,0.884093072,0.200696077,0.580905349,0.083153527,0.300776821,0.617890333,1.13,2,3,7,6.4,39.2,15.9,37,1.96,5.8,0.66,0,0,70,9,32.1
5.14,1.341312131,0.29601807,0.900431038,0.12674389,0.475687252,0.779558861,0.172043109,0.523322632,0.073662439,0.276465264,0.58119124,1.76,15,21,46,6.3,40,21,262,9.4,7,1.98,0,0,58,1,36.1
7.5,1.821756453,0.432558081,1.13004988,0.174277381,0.572730894,1.22456226,0.290760217,0.759605617,0.11714711,0.384982656,0.672187689,2.19,9,13,27,6.3,39.5,22,137,9.4,8.6,1.98,0,0,60,4,35.2
4.28,1.187869116,0.256178247,0.783708545,0.109347822,0.414421959,0.694375064,0.149750325,0.458120902,0.063919838,0.24225251,0.584555196,1.1,1,2,4,6.2,39,25,23,9.4,7,2.67,0,0,55,1,36.6
7.2,1.273374382,0.279226851,0.836010505,0.117602934,0.437271724,0.507269013,0.111234474,0.333038131,0.046849006,0.174194172,0.398365964,1.86,0,1,2,6.3,38.4,24.5,14,9.4,8.2,2.67,0,0,53,1,37.1
5.63,1.484234597,0.321477869,0.987616902,0.136681775,0.515935467,0.949486972,0.20565418,0.631793238,0.087437367,0.330051601,0.63971489,1.1,0,0,0,6.6,42,15,0,7.51,8.5,1.27,0,0,63,1,34.7
4.76,1.310775371,0.276522358,0.875942132,0.11901105,0.463769501,0.775521861,0.163604793,0.51825224,0.070413034,0.274389795,0.59165123,1.42,0,1,2,6.4,38.1,26.4,10,1.96,7,0.66,0,0,68,3,32.9
7.92,1.980426515,0.462863572,1.186018569,0.182695113,0.595200555,2.416232765,0.564719832,1.447009976,0.222898408,0.726178463,1.220056763,2,0,1,2,6.6,41.4,12.4,13,9.4,8.5,1.98,0,0,60,1,35.1
8.7,2.131029587,0.516406388,1.226775141,0.198413905,0.60874989,2.22068299,0.538131844,1.27838614,0.20676127,0.63436028,1.042070464,2,0,1,2,6.6,41.4,12.4,13,9.4,8.5,1.98,0,0,60,1,35.1
6.13,1.580444728,0.350060752,1.045213179,0.146754565,0.539461053,1.453949437,0.322042666,0.961556634,0.135008655,0.496283787,0.919962218,1.1,0,0,0,6.6,42,15,0,7.51,8.5,1.27,0,0,63,1,34.7
7.06,1.761984272,0.41166729,1.087666913,0.165374786,0.550915577,1.267055071,0.296032794,0.782148796,0.118922152,0.3961672,0.719106913,1.07,2,2,5,6.5,39,26.5,30,9.4,8.1,2.67,0,0,55,0,36.2
10.54,2.438128687,0.627315661,1.359802021,0.23562062,0.664014056,2.721231289,0.700156236,1.517695036,0.26297964,0.741115854,1.116114708,1.24,0,0,1,6,40,24,7,1.96,6.7,0.66,0,0,69,6,32.3
5.82,1.488898303,0.336688582,0.955783886,0.140405947,0.498224516,0.369773876,0.083617962,0.237372768,0.034870381,0.123736061,0.248354018,2,3,5,10,6.7,38,25.3,57,9.4,8.4,1.98,0,0,55,6,36
8.4,1.553445731,0.35122525,1.031084763,0.146269268,0.533216396,1.368934121,0.309508224,0.908616945,0.128896033,0.469883243,0.881224297,1.38,1,1,3,6.4,38.9,19.4,15,1.96,4.5,0.66,0,0,74,6,31.2
5.27,1.389113713,0.30891476,0.952999746,0.129463974,0.491525142,0.378408457,0.084151468,0.259606654,0.03526728,0.133896361,0.272409993,1.72,1,1,3,6.6,37,25,15,1.96,4.6,0.66,0,0,73,11,31.1
7.75,1.864617864,0.449082103,1.167181224,0.179383741,0.589570795,2.184819742,0.526200818,1.367615656,0.21018845,0.690814959,1.171725202,1.76,15,21,46,6.3,40,21,262,9.4,7,1.98,0,0,58,1,36.1
5.97,1.51771207,0.349047348,0.978772537,0.143424542,0.503751548,0.733727269,0.168744495,0.473180727,0.06933759,0.243535157,0.483442995,1.5,0,1,2,6.7,40.4,15.8,10,7.51,7.6,1.27,0,0,67,0,33.6
5.93,1.5202016,0.341203336,0.978760127,0.142700722,0.509544572,0.825510444,0.185282608,0.53149313,0.077490339,0.276696437,0.543026954,1.38,1,1,3,6.4,38.9,19.4,15,1.96,4.5,0.66,0,0,74,6,31.2
6.4,1.620644857,0.369497248,1.017009959,0.152064375,0.522560139,0.607026578,0.138398397,0.380929895,0.05695703,0.19572943,0.374558668,1.38,1,1,3,6.4,38.9,19.4,15,1.96,4.5,0.66,0,0,74,6,31.2
12.71,3.130045937,0.786602839,1.564150225,0.279140021,0.737484543,4.996205732,1.255582088,2.496709785,0.445565657,1.177179049,1.596208437,1.01,0,0,0,6.8,39.2,14.8,0,7.51,8.2,1.98,0,0,61,0,35.1
8.65,2.13551502,0.514266091,1.185670329,0.197369733,0.592669017,1.78101632,0.428897148,0.988847274,0.164606061,0.49428507,0.833998499,0.92,0,0,0,6.5,41.7,13.6,0,7.51,7.9,1.27,0,0,62,6,34.7
14.2,2.393719699,0.601253683,1.376573709,0.229273424,0.6723937,2.820469218,0.708444479,1.621987643,0.270148019,0.792267254,1.178278818,1.76,15,21,46,6.3,40,21,262,9.4,7,1.98,0,0,58,1,36.1
7.51,1.842740779,0.438598521,1.092356114,0.174543163,0.553616426,0.718414775,0.170992937,0.42586824,0.068047763,0.215834058,0.389862092,2,0,1,2,6.6,41.4,12.4,13,9.4,8.5,1.98,0,0,60,1,35.1
6.14,1.534094022,0.357586191,0.975867432,0.146857129,0.504427257,0.772557551,0.180077562,0.491439079,0.073956082,0.254025556,0.503592049,2.19,9,13,27,6.3,39.5,22,137,9.4,8.6,1.98,0,0,60,4,35.2
6.83,1.71631794,0.390701962,1.093233679,0.16088531,0.561216991,1.147707994,0.26126381,0.731049302,0.107584587,0.375287825,0.668703605,1.38,0,1,2,7,40,16.8,11,1.96,4.4,0.2,0,0,74,9,31.2
7.53,1.7728418,0.435359746,1.139604258,0.17488897,0.577690942,2.261138964,0.555271703,1.45348761,0.223058969,0.736805449,1.275431888,2.08,1,2,4,6.5,41,17.5,24,7.51,8,1.27,0,0,63,0,34.1
8.57,2.014148198,0.493622196,1.26108501,0.195907251,0.628438784,1.296235298,0.317677972,0.811590182,0.126079051,0.40444121,0.643565006,1.38,1,1,3,6.4,38.9,19.4,15,1.96,4.5,0.66,0,0,74,6,31.2
9.2,1.634609297,0.385885662,1.045948978,0.157268288,0.537102108,1.637073729,0.386467446,1.047525911,0.157505394,0.537911875,1.001507658,1.86,0,1,2,6.3,38.4,24.5,14,9.4,8.2,2.67,0,0,53,1,37.1
8.53,2.029726231,0.492829154,1.245518341,0.194975021,0.621986979,1.551145565,0.376627027,0.951842776,0.149002676,0.475331269,0.764214179,1.56,0,0,0,6.6,38,15,0,7.51,8.2,1.27,0,0,62,8,34.8
10.65,2.460781913,0.638267283,1.326095489,0.237725833,0.652188146,1.879852208,0.487588175,1.013037166,0.181604648,0.498222667,0.76392475,2,0,1,2,6.6,41.4,12.4,13,9.4,8.5,1.98,0,0,60,1,35.1
13.88,3.168341317,0.877129258,1.559720877,0.302701861,0.736962885,5.467776919,1.513709109,2.691694157,0.522388873,1.271816465,1.725753753,1.73,0,0,0,6.6,38,24,0,1.96,5.3,0.66,0,0,73,8,31.5
6.3,1.605380808,0.357569615,0.987390664,0.150033221,0.519821125,1.107286484,0.24662809,0.681037378,0.103483085,0.358538549,0.689734472,2,0,1,2,6.6,41.4,12.4,13,9.4,8.5,1.98,0,0,60,1,35.1
6.47,1.593918476,0.366734996,1.012128484,0.15349383,0.530211348,0.985983641,0.226858972,0.626093582,0.094949903,0.327983974,0.618591011,1.22,2,3,6,6.4,38.9,6.6,34,1.96,4.9,0.66,0,0,73,8,31.2
7.7,2.004274702,0.484409069,1.133115902,0.189520732,0.575551417,1.409469353,0.340651776,0.796842936,0.133276972,0.404745957,0.703231624,1.2,0,0,0,6.2,39.3,20.7,0,1.96,6.3,0.66,0,0,71,3,31.9
7.51,1.761450686,0.431234062,1.085783189,0.174435586,0.558813638,1.220494054,0.298798378,0.752329847,0.12086492,0.387197171,0.692891412,1.5,0,1,2,6.7,40.4,15.8,10,7.51,7.6,1.27,0,0,67,0,33.6
6.55,1.511670066,0.376891881,0.937143975,0.155214503,0.491828793,0.925575669,0.230765934,0.573800912,0.095035795,0.301140291,0.612286827,1.83,1,1,3,6.7,40,25.8,16,9.4,7.2,1.98,0,0,56,12,36.1
6.16,1.526609995,0.362552313,0.93371268,0.147341481,0.484882631,0.855341285,0.203133716,0.523148025,0.082553666,0.271673927,0.560288016,1.1,0,0,0,6.6,42,15,0,7.51,8.5,1.27,0,0,63,1,34.7
6.19,1.573636569,0.359178113,0.937736129,0.147874939,0.492202415,0.993088208,0.226669585,0.591785111,0.093320695,0.310618362,0.631078501,1.57,0,0,1,6.4,39,16.9,7,1.96,5.3,0.66,0,0,73,8,31.5
4.82,1.298561838,0.285134643,0.806420165,0.120303366,0.428801923,0.806356373,0.177057519,0.500755544,0.074703709,0.266269309,0.620961089,1.61,6,8,17,6.65,41,23,90,9.4,8.6,1.98,0,0,59,3,35.5
7.3,1.572551116,0.38000453,0.937340358,0.154312457,0.488286829,1.048854531,0.253454065,0.625183927,0.102922772,0.325675806,0.666976431,1.73,0,0,0,6.6,38,24,0,1.96,5.3,0.66,0,0,73,8,31.5
4.86,1.259331952,0.28823508,0.815125553,0.121130514,0.430420149,0.720534071,0.164915371,0.466378806,0.069305525,0.246267381,0.572155792,2,0,0,0,6.5,42,12.4,0,7.51,7.9,1.27,0,0,64,6,34.6
6.35,1.62487793,0.370515567,1.012770814,0.151039017,0.521964843,1.937317165,0.441760058,1.20751119,0.180081516,0.622330719,1.192284743,1.2,0,0,0,6.2,39.3,20.7,0,1.96,6.3,0.66,0,0,71,3,31.9
6.44,1.626670446,0.374859863,1.013044852,0.152965534,0.522500785,2.190201045,0.504723293,1.363995945,0.20595768,0.703511746,1.34643194,1.3,0,0,0,6.5,38.4,10.3,0,7.51,7.4,1.27,0,0,67,0,33.2
9.71,2.267846454,0.577513112,1.29070816,0.21881577,0.636897072,3.942191734,1.003889576,2.243634718,0.380366898,1.107116564,1.738297461,2.19,9,13,27,6.3,39.5,22,137,9.4,8.6,1.98,0,0,60,4,35.2
7.69,1.831982949,0.444993679,1.139161943,0.178036162,0.579068896,3.002737216,0.729373099,1.867159279,0.291812656,0.949130955,1.639063954,1.13,2,3,7,6.4,39.2,15.9,37,1.96,5.8,0.66,0,0,70,9,32.1
5.31,1.375239555,0.308476533,0.883667921,0.130103935,0.468041497,1.681477809,0.377168067,1.080443035,0.159075471,0.572264946,1.222679934,1.73,0,0,0,6.6,38,24,0,1.96,5.3,0.66,0,0,73,8,31.5
7.4,1.499862261,0.343266422,0.912644504,0.140930746,0.477537698,2.298891722,0.526136537,1.398842381,0.216009518,0.731938851,1.532735227,1.3,0,0,0,6.5,38.4,10.3,0,7.51,7.4,1.27,0,0,67,0,33.2
