iter	RMSE
272	0.7066521242
273	0.7062761513
274	0.7045231635
275	0.7028311328
276	0.7024674877
277	0.700556038
278	0.6988819416
279	0.6972475739
280	0.695631797
281	0.6951615892
282	0.6935335279
283	0.6932018643
284	0.6911849263
285	0.6895905971
286	0.6892236543
287	0.6886341989
288	0.6870626871
289	0.6855001622
290	0.6835675292
291	0.6828530035
292	0.6813364322
293	0.6794340239
294	0.6792594181
295	0.6791076601
296	0.6776514579
297	0.6761823863
298	0.6743560496
299	0.6737680952
300	0.6729854631
301	0.6712729658
302	0.6708424824
303	0.6705273406
304	0.6701897595
305	0.6683910985
306	0.666994458
307	0.6662847826
308	0.6657169788
309	0.6654320712
310	0.6640511913
311	0.6626892348
312	0.6609756022
313	0.6608276521
314	0.6602485799
315	0.6588943261
316	0.6572100915
317	0.6555586026
318	0.6551271028
319	0.6548756422
320	0.6535724149
321	0.6519512443
322	0.6511590198
323	0.6503840245
324	0.6500577191
325	0.6487966298
326	0.6481012708
327	0.6475545789
328	0.6467974343
329	0.64614061
330	0.6448918276
331	0.6436603653
332	0.6424535628
333	0.6412558944
334	0.6408823136
335	0.6393565709
336	0.6390355103
337	0.6387561438
338	0.6383103761
339	0.6378984965
340	0.6376242845
341	0.6369504582
342	0.6362724303
343	0.635100413
344	0.6343842287
345	0.6336163597
346	0.6329232168
347	0.6325639777
348	0.6313959424
349	0.6299023495
350	0.6296310119
351	0.6289911863
352	0.6275177725
353	0.6271838813
354	0.62606854
355	0.6249662915
356	0.6243206453
357	0.6232327828
358	0.6228992002
359	0.6225409797
360	0.6220451393
361	0.6215637363
362	0.6212962777
363	0.6202225423
364	0.6191614434
365	0.6181152835
366	0.6170767881
367	0.616757407
368	0.616121459
369	0.6158074639
370	0.61518107
371	0.6144997465
372	0.6143607867
373	0.6135814036
374	0.6122134468
375	0.6112037107
376	0.6102082563
377	0.6099405016
378	0.6091695326
379	0.6084115883
380	0.6076652927
381	0.6069901412
382	0.6056565032
383	0.6050110356
384	0.6036950691
385	0.6023995736
386	0.6020811834
387	0.6014730334
388	0.6009929275
389	0.6000273792
390	0.5992854028
391	0.5986845508
392	0.5980435865
393	0.5967731346
394	0.5958467744
395	0.5955274341
396	0.594949795
397	0.5945347538
398	0.5932899093
399	0.5925394807
400	0.5916266714
401	0.5904110501
402	0.5895315603
403	0.5892001336
404	0.5885707811
405	0.5882517813
406	0.5873830423
407	0.5865267938
408	0.5862252291
409	0.585380873
410	0.5849976687
411	0.5841649888
412	0.583587861
413	0.5829751995
414	0.5818266168
415	0.5808632146
416	0.5805694712
417	0.5799788923
418	0.5794275409
419	0.5791060732
420	0.577984714
421	0.5774380424
422	0.5770509396
423	0.5762928035
424	0.575963766
425	0.5756632859
426	0.5746353279
427	0.5743532348
428	0.5733409094
429	0.5727664055
430	0.571682962
431	0.5712318888
432	0.5704809499
433	0.5700364502
434	0.5697013221
435	0.5687138738
436	0.5679722985
437	0.5674314906
438	0.5671056227
439	0.5665324876
440	0.5662938024
441	0.5655167944
442	0.5647871737
443	0.5640687721
444	0.5635134051
445	0.5628026896
446	0.5625460617
447	0.5621062873
448	0.5612009851
449	0.5606435645
450	0.5601306879
451	0.559806977
452	0.5595169464
453	0.5589842543
454	0.5586657146
455	0.558227301
456	0.557258068
457	0.5563037703
458	0.5560354985
459	0.5552821272
460	0.5548601883
461	0.5542622907
462	0.5535185042
463	0.5526555195
464	0.5519445975
465	0.5514464874
466	0.5507186257
467	0.5500009172
468	0.5496874088
469	0.5487839369
470	0.5480865853
471	0.5475931207
472	0.5474630375
473	0.5467700665
474	0.5465422823
475	0.5460573673
476	0.545638626
477	0.5453285364
478	0.5448486336
479	0.5447208133
480	0.5443080551
481	0.54418261
482	0.5438770892
483	0.5433970123
484	0.5426899489
485	0.5417416999
486	0.5409198824
487	0.5405098518
488	0.5400351944
489	0.5393437272
490	0.5391289876
491	0.5382055129
492	0.5379016341
493	0.5369362112
494	0.5365282156
495	0.5358426912
496	0.5352794514
497	0.5348841505
498	0.5346748761
499	0.5340020235
500	0.5335001082
501	0.53327222
502	0.5329755631
503	0.5326839042
504	0.5320056125
505	0.531058928
506	0.5305775902
507	0.5303739425
508	0.5299192363
509	0.5297191392
510	0.529523508
511	0.5292351644
512	0.5290195563
513	0.5287359069
514	0.5280718076
515	0.5277924389
516	0.5271222114
517	0.5264591006
518	0.5258061002
519	0.5256156816
520	0.5250571396
521	0.524679612
522	0.5244715701
523	0.5239831411
524	0.5238007451
525	0.5231558297
526	0.522884007
527	0.5226159414
528	0.5223528347
529	0.5221727268
530	0.5212780449
531	0.5207369226
532	0.520559062
533	0.5200692733
534	0.5195937724
535	0.5193374449
536	0.5182869735
537	0.5178239109
538	0.5173686906
539	0.5171152959
540	0.5165870939
541	0.5155558261
542	0.5153787564
543	0.5147343342
544	0.5144870619
545	0.5136226294
546	0.5133796733
547	0.5127437292
548	0.5125580453
549	0.51207405
550	0.5118346399
551	0.5109768874
552	0.5104993245
553	0.5102630424
554	0.5098380357
555	0.5093736088
556	0.5088613981
557	0.5086877376
558	0.5080515248
559	0.5078697503
560	0.5077011809
561	0.5068695483
562	0.5064620098
563	0.5062743326
564	0.50610028
565	0.5054639709
566	0.505009375
567	0.5043885394
568	0.5037621846
569	0.5036316784
570	0.5034001299
571	0.5028438623
572	0.5023371179
573	0.5019599047
574	0.5014604745
575	0.5006476999
576	0.5002410708
577	0.499615347
578	0.4993928623
579	0.4987784978
580	0.4982874641
581	0.4980704839
582	0.4976228971
583	0.4972262449
584	0.4967912001
585	0.4961891285
586	0.4956391085
587	0.4955136961
588	0.494915919
589	0.4947025188
590	0.4943158313
591	0.4941051789
592	0.493516223
593	0.4933427196
594	0.4930346089
595	0.4924533903
596	0.4918809993
597	0.491673595
598	0.4915017201
599	0.4910742541
600	0.4902629322
601	0.489963139
602	0.489804029
603	0.4895988524
604	0.489033609
605	0.4883315018
606	0.488163864
607	0.4878077539
608	0.4875114651
609	0.4872143624
610	0.4867903195
611	0.4865304628
612	0.4860695535
613	0.4855336404
614	0.485164063
615	0.4847092325
616	0.4842971435
617	0.4839369179
618	0.4836513578
619	0.4834896914
620	0.4832506954
621	0.4828427167
622	0.482482798
623	0.4822837782
624	0.4817162487
625	0.4809175582
626	0.4801304474
627	0.4799711068
628	0.4793008002
629	0.4789438524
630	0.478670084
631	0.4780112511
632	0.4778134282
633	0.4772515461
634	0.4766978018
635	0.4762567213
636	0.4757137307
637	0.475176654
638	0.4746460987
639	0.4743821402
640	0.4738569781
641	0.4734585902
642	0.4731807623
643	0.4728923875
644	0.4727027953
645	0.4723099205
646	0.4721232062
647	0.4718538871
648	0.4715566589
649	0.4712963868
650	0.4706838811
651	0.4699133207
652	0.4697553359
653	0.4694982397
654	0.4689025242
655	0.4685048077
656	0.467917377
657	0.4677613006
658	0.4675071914
659	0.4669915966
660	0.4666989864
661	0.4664387101
662	0.4660936108
663	0.4659743409
664	0.4658201685
665	0.4654394125
666	0.4649324389
667	0.464592157
668	0.4640091959
669	0.4637611861
670	0.4632347809
671	0.4628987755
672	0.4625659312
673	0.4620450129
674	0.4618514983
675	0.4614441294
676	0.4608665484
677	0.4603555424
678	0.4599740669
679	0.4594691969
680	0.4593194577
681	0.4590366265
682	0.4587081088
683	0.4581322899
684	0.4574051372
685	0.457257195
686	0.4569326907
687	0.4566841033
688	0.4561837806
689	0.4556938646
690	0.4555038414
691	0.4550183318
692	0.4545360122
693	0.4542911043
694	0.4539643881
695	0.4534244425
696	0.4531292573
697	0.452986078
698	0.4525125955
699	0.4521841519
700	0.4514621606
701	0.4511444938
702	0.450589437
703	0.4500583535
704	0.4495869619
705	0.4494545321
706	0.4490532876
707	0.4487344663
708	0.4485503791
709	0.4482301391
710	0.4479190589
711	0.4472865195
712	0.4471497401
713	0.4468339548
714	0.446338734
715	0.4461566371
716	0.4458028291
717	0.4454961838
718	0.445029192
719	0.4444753789
720	0.4442332115
721	0.4439307361
722	0.4436239948
723	0.4431605135
724	0.4428918135
725	0.4426486247
726	0.4421937767
727	0.442059533
728	0.4413568622
729	0.4411757615
730	0.4410432872
731	0.4405526088
732	0.4401024984
733	0.4398066422
734	0.4391158096
735	0.4388201807
736	0.4383731615
737	0.4380766717
738	0.4379471295
739	0.437410116
740	0.4372344347
741	0.4365596993
742	0.436275879
743	0.4358335446
744	0.4355546389
745	0.4351211508
746	0.4343956109
747	0.4341557762
748	0.4334467607
749	0.4331521556
750	0.4327230781
751	0.432594067
752	0.4321693921
753	0.4319320781
754	0.4317914048
755	0.4313772349
756	0.4310850784
757	0.4306986055
758	0.4304113771
759	0.4296814251
760	0.4292999431
761	0.4288852097
762	0.4287477721
763	0.4283388985
764	0.42793589
765	0.4276462608
766	0.4269808704
767	0.4268390312
768	0.4261850423
769	0.4260598032
770	0.4254033364
771	0.4251729558
772	0.4249471918
773	0.4246597109
774	0.4245359659
775	0.4242580756
776	0.4241056082
777	0.4237040619
778	0.4233112615
779	0.4229239568
780	0.4226496823
781	0.4223274078
782	0.4220443552
783	0.4217268552
784	0.4214411654
785	0.4211653015
786	0.4209028425
787	0.4201808817
788	0.4199496017
789	0.4192332434
790	0.4190050797
791	0.4188866304
792	0.4187700643
793	0.4181403776
794	0.417442024
795	0.4171765623
796	0.4167885142
797	0.4164804901
798	0.4163053737
799	0.4159277034
800	0.4152259116
801	0.4149552039
802	0.4144287059
803	0.414049366
804	0.413911668
805	0.4133923196
806	0.4130178513
807	0.4129028968
808	0.4127756934
809	0.4125521451
810	0.4123210769
811	0.4119553015
812	0.411269713
813	0.4110416015
814	0.4103386585
815	0.4100705219
816	0.4099600112
817	0.4096994043
818	0.4094776005
819	0.4091092795
820	0.4088907061
821	0.4085302118
822	0.4082353456
823	0.4075384269
824	0.4068922074
825	0.4062202806
826	0.4059596888
827	0.4052743955
828	0.4050548462
829	0.4047517106
830	0.4045350703
831	0.4044138766
832	0.404200476
833	0.4036476703
834	0.4031596102
835	0.4024895739
836	0.4022342735
837	0.4015805596
838	0.4014467961
839	0.40114427
840	0.4009324944
841	0.4007172481
842	0.4005093254
843	0.3998763593
844	0.3992070236
845	0.3990016012
846	0.3987075429
847	0.3983437823
848	0.3980528544
849	0.3978809071
850	0.3976780404
851	0.3970515096
852	0.3967599707
853	0.3966507908
854	0.3962955224
855	0.3960555896
856	0.3956942146
857	0.3954130504
858	0.3951337151
859	0.3944967986
860	0.3938270806
861	0.3932111114
862	0.3925911954
863	0.3919889553
864	0.3913865378
865	0.3911565519
866	0.3909447292
867	0.3908186959
868	0.3906180304
869	0.3900571044
870	0.389478446
871	0.3892125446
872	0.3887227273
873	0.3884456984
874	0.3882450335
875	0.3878906862
876	0.387694793
877	0.3875236487
878	0.387293741
879	0.3866282292
880	0.3860506153
881	0.3854024607
882	0.3848210058
883	0.384469497
884	0.3838292945
885	0.3834704279
886	0.3833696673
887	0.3831630685
888	0.3829199003
889	0.3822872506
890	0.3821019418
891	0.381837028
892	0.3812642746
893	0.3811646578
894	0.380590558
895	0.3799683109
896	0.3794398102
897	0.3792467877
898	0.3789067927
899	0.3785511264
900	0.3780023051
901	0.3777345755
902	0.3771972001
903	0.376573464
904	0.3760381896
905	0.3758446186
906	0.3752407098
907	0.3751335303
908	0.3748513434
909	0.3746252117
910	0.3744028595
911	0.3741996204
912	0.3740088487
913	0.3737257953
914	0.3735065095
915	0.373158726
916	0.3729965045
917	0.3723937799
918	0.3721291841
919	0.3717958939
920	0.3712295777
921	0.3710420547
922	0.3704464845
923	0.3698587928
924	0.369325645
925	0.3691104421
926	0.3688510776
927	0.3687435399
928	0.3682504293
929	0.3680517278
930	0.3679456322
931	0.3678180736
932	0.3676035223
933	0.3670282015
934	0.366816858
935	0.3664872149
936	0.3662995068
937	0.3661822111
938	0.3659010928
939	0.3658083247
940	0.3656195081
941	0.3653671281
942	0.364804335
943	0.3646293411
944	0.364380343
945	0.3642570165
946	0.3637023553
947	0.3633793986
948	0.3628883218
949	0.3627223017
950	0.3624726952
951	0.3619250387
952	0.3613582936
953	0.3608007559
954	0.3605744969
955	0.3603875706
956	0.3601480228
957	0.3600530167
958	0.3597258622
959	0.3595612006
960	0.3590890051
961	0.358907604
962	0.3588051342
963	0.3584109483
964	0.3582268352
965	0.3579887013
966	0.357507045
967	0.3573402633
968	0.3571636533
969	0.3568412293
970	0.3566807087
971	0.3565879631
972	0.3563971516
973	0.3558494416
974	0.3555317657
975	0.3552700639
976	0.355157283
977	0.3549009866
978	0.354707713
979	0.3544541364
980	0.3539287641
981	0.3538422289
982	0.3535217738
983	0.3532125174
984	0.352906761
985	0.3523652553
986	0.3518323752
987	0.3515278072
988	0.3514018097
989	0.3511804581
990	0.3506568083
991	0.3504691884
992	0.3502173792
993	0.3500153286
994	0.349534018
995	0.3491216325
996	0.348945214
997	0.3484253458
998	0.3480191368
999	0.3475626282
