Scenario,Machine_Learing_Algorithms,Train_MAE,Test_MAE,Train_MSE,Test_MSE,Train_RMSE,Test_RMSE,Train_R2,Test_R2
CIgr_CV,Gradient_Boosting ,0.325708225,2.557401567,0.139420009,7.511615559,0.373389889,2.740732668,0.985625157,0.266142974
CIgr_CV,Huber ,1.955397641,2.489324638,5.357711644,7.761804452,2.314673118,2.786001517,0.447595317,0.241700446
CIgr_CV,KNN,1.931111111,2.742222222,5.2314,9.562311111,2.287225393,3.092298678,0.460618628,0.065797612
CIgr_CV,Lasso,2.100697415,2.761628988,6.341923485,9.487129941,2.51831759,3.080118495,0.346118555,0.073142534
CIgr_CV,Linear ,1.964453992,2.521966558,5.341923485,7.916849232,2.311260151,2.813689612,0.449223149,0.226553145
CIgr_CV,M-estimators,1.955397641,2.489324638,5.357711644,7.761804452,2.314673118,2.786001517,0.447595317,0.241700446
CIgr_CV,Passive_Aggressive ,2.037946369,2.683559762,5.827205412,8.86688464,2.413960524,2.977731459,0.399188352,0.133738203
CIgr_CV,RF ,0.993416667,2.525333333,1.43447975,7.071100667,1.197697687,2.659154126,0.852098548,0.309179648
CIgr_CV,Ridge,1.967946406,2.535486982,5.345106075,7.984824799,2.311948545,2.825743229,0.448895009,0.219912183
CIgr_CV,SVR,2.005076894,2.64824926,6.125598733,8.571713925,2.474994694,2.927748952,0.36842263,0.162575289
CIgr_CV,XGBoost,0.005523148,2.622394032,4.15E-05,8.162856247,0.00644071,2.857071271,0.999995723,0.20251917
CIre_CV,CatBoost,0.506753794,2.27310116,0.341310322,9.393659405,0.5842177,3.064907732,0.964809338,0.082274259
CIre_CV,Decision_Tree ,0,2.644444444,0,11.73555556,0,3.425719714,1,-0.146520323
CIre_CV,ElasticNet,2.077100422,2.761456393,6.241026495,9.512552817,2.498204654,3.084242665,0.356521498,0.070658813
CIre_CV,Gradient_Boosting ,0.413274307,2.378778654,0.216322804,10.5629146,0.465105154,3.250063784,0.977696125,-0.031957644
CIre_CV,Huber ,1.89198685,2.472909676,5.172557499,7.645191653,2.274325724,2.76499397,0.46668556,0.253093084
CIre_CV,KNN,1.849444444,2.697777778,4.418677778,9.200977778,2.102065122,3.033311355,0.544414022,0.101098541
CIre_CV,Lasso,2.065787218,2.750861879,6.150627356,9.426015098,2.480045837,3.070181607,0.365842064,0.079113228
CIre_CV,Linear ,1.905856399,2.511285078,5.150627356,7.834004117,2.269499362,2.798929102,0.468946658,0.234646806
CIre_CV,M-estimators,1.89198685,2.472909676,5.172557499,7.645191653,2.274325724,2.76499397,0.46668556,0.253093084
CIre_CV,Passive_Aggressive ,2.626943996,2.40154373,11.88470437,8.306025294,3.447419959,2.882017573,-0.225367618,0.188532084
CIre_CV,RF ,0.963777778,2.165888889,1.351736667,6.875411667,1.162642106,2.622100621,0.86062974,0.328297739
CIre_CV,Ridge,1.910202623,2.52509419,5.15394968,7.906786446,2.270231195,2.81190086,0.468604111,0.227536242
CIre_CV,SVR,1.985009556,2.614028736,6.006603193,8.404469289,2.450837243,2.899046272,0.380691617,0.178914471
CIre_CV,XGBoost,0.007352289,2.638640457,7.01E-05,11.70362324,0.008374273,3.421055866,0.999992769,-0.143400654
EVI2_CV,CatBoost,0.453097398,2.899930042,0.29169555,10.79677599,0.540088465,3.285844792,0.969924849,-0.054805036
EVI2_CV,Decision_Tree ,0,3.055555556,0,12.48555556,0,3.533490563,1,-0.219792546
EVI2_CV,ElasticNet,2.136645552,2.759188505,6.624501279,9.543741325,2.573810653,3.089294632,0.316983486,0.067611811
EVI2_CV,Gradient_Boosting ,0.328451805,2.985054047,0.156299358,11.47344228,0.395347136,3.387247006,0.983884818,-0.120912827
EVI2_CV,Huber ,2.015762781,2.484281499,5.619937282,7.879106483,2.37064069,2.806974614,0.420558649,0.230240471
EVI2_CV,KNN,1.892222222,2.726666667,5.025555556,9.458,2.24177509,3.075386155,0.481842135,0.075988421
EVI2_CV,Lasso,2.135050303,2.757271717,6.609656568,9.528720075,2.570925236,3.086862497,0.318514044,0.069079332
EVI2_CV,Linear ,2.02738628,2.498071577,5.609656568,7.952232196,2.368471357,2.819970247,0.421618638,0.22309636
EVI2_CV,M-estimators,2.015762781,2.484281499,5.619937282,7.879106483,2.37064069,2.806974614,0.420558649,0.230240471
EVI2_CV,Passive_Aggressive ,2.524898722,2.619424203,10.18768243,11.14379239,3.191814912,3.338231926,-0.05039686,-0.088707254
EVI2_CV,RF ,1.092444444,2.564555556,1.752719333,8.219110778,1.323903068,2.866899157,0.819286585,0.197023311
EVI2_CV,Ridge,2.029649113,2.51223781,5.61264359,8.015068552,2.369101853,2.83108964,0.421310662,0.216957481
EVI2_CV,SVR,1.984155471,2.651872068,6.170194751,8.751185876,2.483987671,2.958240334,0.363824576,0.145041544
EVI2_CV,XGBoost,0.004602211,3.052872499,3.17E-05,12.464072,0.005634578,3.530449264,0.999996727,-0.217693683
NDRE_CV,CatBoost,0.45353159,2.216872249,0.265319972,6.150243687,0.515092198,2.479968485,0.972644292,0.399143965
NDRE_CV,Decision_Tree ,0,2.255555556,0,6.418888889,0,2.533552622,1,0.372898323
NDRE_CV,ElasticNet,2.100722037,2.756222775,6.388772327,9.488760493,2.52760209,3.080383173,0.341288224,0.072983235
NDRE_CV,Gradient_Boosting ,0.362380929,2.264155288,0.169883776,6.468490838,0.412169596,2.543322795,0.982484202,0.368052397
NDRE_CV,Huber ,1.944124727,2.462012548,5.344618554,7.616751669,2.311843108,2.759846313,0.448945275,0.255871565
NDRE_CV,KNN,1.957777778,2.646666667,5.138088889,8.993555556,2.266735293,2.998925734,0.470239432,0.121362924
NDRE_CV,Lasso,2.093446696,2.748628654,6.327299078,9.427452636,2.515412308,3.070415711,0.347626398,0.078972786
NDRE_CV,Linear ,1.956853925,2.49781745,5.327299078,7.791936103,2.308094252,2.791403966,0.450730992,0.238756695
NDRE_CV,M-estimators,1.944124727,2.462012548,5.344618554,7.616751669,2.311843108,2.759846313,0.448945275,0.255871565
NDRE_CV,Passive_Aggressive ,3.1084467,2.924261659,14.58845551,15.06031286,3.819483671,3.880761892,-0.504136781,-0.471336801
NDRE_CV,RF ,0.947861111,2.362,1.363863306,6.761342,1.167845583,2.600258064,0.859379428,0.339441923
NDRE_CV,Ridge,1.961023039,2.511990552,5.33049235,7.864211769,2.308785904,2.804320197,0.450401751,0.23169563
NDRE_CV,SVR,1.987102799,2.622658513,6.032698351,8.444844177,2.456155197,2.906001407,0.378001087,0.174969994
NDRE_CV,XGBoost,0.004248639,2.254468589,2.41E-05,6.41288734,0.004913057,2.532367931,0.999997511,0.373484653
NDVI_CV,CatBoost,0.600981695,2.13280645,0.476976246,7.601363592,0.690634669,2.757057053,0.950821558,0.257374923
NDVI_CV,Decision_Tree ,0,2.266666667,0,8.382222222,0,2.895206767,1,0.181087927
NDVI_CV,ElasticNet,2.166783361,2.769324886,6.834916458,9.628921674,2.614367315,3.103050382,0.295288714,0.059290007
NDVI_CV,Gradient_Boosting ,0.439380908,2.128982268,0.246252107,7.600131319,0.496237954,2.756833568,0.974610277,0.257495312
NDVI_CV,Huber ,2.063493621,2.516426228,5.88910093,8.027697958,2.426746985,2.833319247,0.39280664,0.215723635
NDVI_CV,KNN,2.058333333,2.686666667,5.8403,9.663955556,2.416671264,3.108690328,0.39783824,0.055867326
NDVI_CV,Lasso,2.169453194,2.772901651,6.862235477,9.65740458,2.61958689,3.107636494,0.292471998,0.056507332
NDVI_CV,Linear ,2.078371466,2.512850784,5.862235477,8.041927139,2.421205377,2.83582918,0.395576592,0.214333496
NDVI_CV,M-estimators,2.063493621,2.516426228,5.88910093,8.027697958,2.426746985,2.833319247,0.39280664,0.215723635
NDVI_CV,Passive_Aggressive ,2.28075064,3.033122725,7.621774431,11.88319542,2.760756134,3.4472011,0.214160043,-0.160944192
NDVI_CV,RF ,1.15525,2.147888889,1.70280225,6.898355222,1.304914652,2.626472011,0.824433266,0.326056238
NDVI_CV,Ridge,2.079256322,2.52661758,5.865037999,8.104298695,2.421784053,2.846804998,0.395287639,0.208240026
NDVI_CV,SVR,1.999885351,2.760704185,6.553199496,9.387625814,2.559921775,3.063923272,0.324335027,0.082863719
NDVI_CV,XGBoost,0.005042273,2.264582687,3.62E-05,8.367204682,0.00601591,2.892612086,0.999996269,0.182555085
CIgr_CV_16Env,CatBoost,0.018265616,2.17921123,0.000489475,7.078530129,0.022124086,2.660550719,0.999949533,0.308453817
CIgr_CV_16Env,Decision_Tree ,0,2.566666667,0,9.854444444,0,3.139178944,1,0.037257267
CIgr_CV_16Env,ElasticNet,2.064009087,2.687393864,6.102122698,9.080519967,2.470247497,3.013390112,0.370843117,0.112866823
CIgr_CV_16Env,Gradient_Boosting ,0.042128686,1.890618477,0.002432664,6.393027005,0.049322048,2.528443593,0.999749181,0.375424934
CIgr_CV_16Env,Huber ,1.058514271,5.044022252,2.373814288,34.90552934,1.540718757,5.90809016,0.755248842,-2.410140968
CIgr_CV_16Env,KNN,2.093333333,2.995555556,6.706133333,11.11555556,2.589620307,3.333999933,0.308566846,-0.085948619
CIgr_CV_16Env,Lasso,2.100697415,2.761628988,6.341923485,9.487129941,2.51831759,3.080118495,0.346118555,0.073142534
CIgr_CV_16Env,Linear ,1.04773263,3.84735572,1.877512756,19.99467024,1.370223615,4.47154003,0.80641981,-0.953405246
CIgr_CV_16Env,M-estimators,1.058514271,5.044022252,2.373814288,34.90552934,1.540718757,5.90809016,0.755248842,-2.410140968
CIgr_CV_16Env,Passive_Aggressive ,1.843263654,2.201449174,5.955139246,6.739683886,2.440315399,2.596090115,0.385997786,0.34155784
CIgr_CV_16Env,RF ,0.850583333,1.794666667,1.087615972,5.461954,1.042888284,2.337082369,0.887861797,0.466387319
CIgr_CV_16Env,Ridge,1.49370829,2.578587094,3.209383643,8.746121281,1.79147527,2.957384196,0.669097803,0.145536336
CIgr_CV_16Env,SVR,1.83672329,2.774637486,6.134697554,9.185206618,2.476832161,3.03071058,0.3674845,0.102639325
CIgr_CV_16Env,XGBoost,0.000511375,1.727222294,4.43E-07,3.834906999,0.000665818,1.958291858,0.999999954,0.625343786
CIre_CV_16Env,CatBoost,0.010808669,2.049980487,0.000163198,6.205778335,0.012774911,2.491139967,0.999983173,0.393718436
CIre_CV_16Env,Decision_Tree ,0,2.311111111,0,8.233333333,0,2.869378562,1,0.19563382
CIre_CV_16Env,ElasticNet,2.031364089,2.676008345,5.924064101,9.022225902,2.433940036,3.003702033,0.389201777,0.118561937
CIre_CV_16Env,Gradient_Boosting ,0.028775477,1.7242686,0.00131743,6.241316434,0.036296422,2.498262683,0.999864167,0.390246495
CIre_CV_16Env,Huber ,1.013173349,4.978181894,2.240641546,33.80051339,1.496877265,5.813820895,0.768979563,-2.302185002
CIre_CV_16Env,KNN,2.106111111,2.884444444,6.707655556,10.14666667,2.589914198,3.185383284,0.308409898,0.008708238
CIre_CV_16Env,Lasso,2.065787218,2.750861879,6.150627356,9.426015098,2.480045837,3.070181607,0.365842064,0.079113228
CIre_CV_16Env,Linear ,1.014649896,3.784701938,1.757878899,19.29531549,1.325850255,4.392643337,0.81875461,-0.885080876
CIre_CV_16Env,M-estimators,1.013173349,4.978181894,2.240641546,33.80051339,1.496877265,5.813820895,0.768979563,-2.302185002
CIre_CV_16Env,Passive_Aggressive ,3.248072032,3.977450634,16.84779427,19.09976753,4.104606469,4.37032808,-0.737084986,-0.865976565
CIre_CV_16Env,RF ,0.833388889,1.821,0.970792111,5.530347444,0.985287832,2.351669076,0.899906874,0.459705533
CIre_CV_16Env,Ridge,1.436287765,2.55353272,3.032010334,8.474546755,1.741266876,2.911107479,0.687385806,0.172068162
CIre_CV_16Env,SVR,1.837187793,2.774508495,6.097887525,9.199283834,2.469390112,3.033032119,0.371279783,0.101264033
CIre_CV_16Env,XGBoost,0.00049681,1.58576409,4.52E-07,3.074005563,0.000671949,1.753284222,0.999999953,0.699681039
EVI2_CV_16Env,CatBoost,0.01468543,2.241314358,0.000294963,7.318450528,0.017174482,2.705263486,0.999969588,0.285014482
EVI2_CV_16Env,Decision_Tree ,0,3.522222222,0,19.17888889,0,4.379370833,1,-0.873706429
EVI2_CV_16Env,ElasticNet,2.104371332,2.700112172,6.412266767,9.207291632,2.5322454,3.03435193,0.338865839,0.1004817
EVI2_CV_16Env,Gradient_Boosting ,0.051334266,1.955908907,0.004015611,6.116865446,0.063368845,2.47322976,0.999585972,0.402404895
EVI2_CV_16Env,Huber ,1.100821374,5.344153919,2.573016085,38.58451837,1.604062369,6.211643774,0.734710222,-2.769564574
EVI2_CV_16Env,KNN,2.156666667,2.995555556,6.997466667,11.11555556,2.645272513,3.333999933,0.278529041,-0.085948619
EVI2_CV_16Env,Lasso,2.135050303,2.757271717,6.609656568,9.528720075,2.570925236,3.086862497,0.318514044,0.069079332
EVI2_CV_16Env,Linear ,1.069804154,4.016910898,2.009674854,21.85562443,1.417630013,4.674999939,0.79279329,-1.135213579
EVI2_CV_16Env,M-estimators,1.100821374,5.344153919,2.573016085,38.58451837,1.604062369,6.211643774,0.734710222,-2.769564574
EVI2_CV_16Env,Passive_Aggressive ,1.883467148,4.021028851,6.550558013,19.55053281,2.559405793,4.421598445,0.324607376,-0.910014663
EVI2_CV_16Env,RF ,0.90925,1.958777778,1.142358139,6.146665444,1.068811554,2.479246951,0.882217628,0.399493546
EVI2_CV_16Env,Ridge,1.557492756,2.64445805,3.448814737,9.43855805,1.857098473,3.072223633,0.644411357,0.077887828
EVI2_CV_16Env,SVR,1.838567016,2.777645459,6.207519606,9.208895463,2.491489435,3.034616197,0.359976212,0.100325012
EVI2_CV_16Env,XGBoost,0.000529839,1.523589701,4.82E-07,4.201099074,0.000694004,2.049658282,0.99999995,0.589568176
NDRE_CV_16Env,CatBoost,0.015235229,2.097405817,0.000339558,6.584907836,0.018427104,2.566107526,0.99996499,0.356678887
NDRE_CV_16Env,Decision_Tree ,0,2.544444444,0,10.50111111,0,3.240541793,1,-0.025919672
NDRE_CV_16Env,ElasticNet,2.060806952,2.680506339,6.117279188,9.056692313,2.473313403,3.009433886,0.369280414,0.115194696
NDRE_CV_16Env,Gradient_Boosting ,0.040233608,1.807369786,0.002243609,5.981059746,0.047366751,2.445620524,0.999768674,0.41567261
NDRE_CV_16Env,Huber ,1.045181343,5.131545687,2.415846592,37.25237945,1.55429939,6.103472737,0.750915118,-2.639419534
NDRE_CV_16Env,KNN,2.156666667,2.884444444,6.997466667,10.14666667,2.645272513,3.185383284,0.278529041,0.008708238
NDRE_CV_16Env,Lasso,2.093446696,2.748628654,6.327299078,9.427452636,2.515412308,3.070415711,0.347626398,0.078972786
NDRE_CV_16Env,Linear ,1.036323367,3.83189445,1.851020591,19.91027737,1.360522176,4.462093384,0.809151274,-0.945160375
NDRE_CV_16Env,M-estimators,1.045181343,5.131545687,2.415846592,37.25237945,1.55429939,6.103472737,0.750915118,-2.639419534
NDRE_CV_16Env,Passive_Aggressive ,1.805219643,3.069942266,5.291943068,10.59530314,2.300422367,3.255042725,0.454376359,-0.035121884
NDRE_CV_16Env,RF ,0.852722222,2.040444444,0.957544556,6.306177111,0.978542056,2.511210288,0.901272757,0.383909847
NDRE_CV_16Env,Ridge,1.487749391,2.57133799,3.196149526,8.718155993,1.787777818,2.952652366,0.670462301,0.148268441
NDRE_CV_16Env,SVR,1.839162629,2.777677277,6.146189342,9.205244151,2.479150932,3.034014527,0.366299644,0.100681732
NDRE_CV_16Env,XGBoost,0.000506228,1.990223551,4.48E-07,4.788789753,0.000669267,2.188330357,0.999999954,0.532152973
NDVI_CV_16Env,CatBoost,0.018372064,2.176091065,0.000493496,6.975800978,0.02221478,2.641174167,0.999949118,0.318490075
NDVI_CV_16Env,Decision_Tree ,0,3.966666667,0,21.30111111,0,4.615312678,1,-1.081039682
NDVI_CV_16Env,ElasticNet,2.13706696,2.717654395,6.636395149,9.321258381,2.576120174,3.053073596,0.315757173,0.089347571
NDVI_CV_16Env,Gradient_Boosting ,0.053336686,2.403429975,0.004127372,8.49428322,0.064244627,2.914495363,0.999574449,0.170139982
NDVI_CV_16Env,Huber ,1.14293015,5.550875422,2.805221968,42.44309687,1.674879688,6.514836673,0.710768728,-3.146533406
NDVI_CV_16Env,KNN,2.171111111,2.995555556,7.052933333,11.11555556,2.655735931,3.333999933,0.272810173,-0.085948619
NDVI_CV_16Env,Lasso,2.169453194,2.772901651,6.862235477,9.65740458,2.61958689,3.107636494,0.292471998,0.056507332
NDVI_CV_16Env,Linear ,1.111048138,4.047662642,2.160976321,22.19524363,1.470025959,4.711182827,0.777193414,-1.168393118
NDVI_CV_16Env,M-estimators,1.14293015,5.550875422,2.805221968,42.44309687,1.674879688,6.514836673,0.710768728,-3.146533406
NDVI_CV_16Env,Passive_Aggressive ,1.916444276,3.612670367,5.898882806,15.97976164,2.428761579,3.997469404,0.391798084,-0.561163542
NDVI_CV_16Env,RF ,0.965055556,1.734666667,1.355973111,4.979230444,1.164462585,2.231418931,0.860192943,0.513547623
NDVI_CV_16Env,Ridge,1.597248152,2.685677394,3.626934603,9.696006814,1.90445126,3.113841167,0.626046381,0.052736037
NDVI_CV_16Env,SVR,1.850621489,2.796152964,6.286662533,9.304006124,2.507321785,3.050246896,0.351816213,0.091033053
NDVI_CV_16Env,XGBoost,0.000430536,1.4879872,3.43E-07,4.853450787,0.000585523,2.203054876,0.999999965,0.52583583
CIgr_CV_6FE,CatBoost,0.032747008,1.68577611,0.001511643,4.243135322,0.038879852,2.059887211,0.999844143,0.585461391
CIgr_CV_6FE,Decision_Tree ,0,2.255555556,0,8.494444444,0,2.914523022,1,0.170124231
CIgr_CV_6FE,ElasticNet,2.07651445,2.649052772,6.184605746,8.953152623,2.486886758,2.992181917,0.362338736,0.125310141
CIgr_CV_6FE,Gradient_Boosting ,0.059199904,1.618461877,0.005380078,4.288201637,0.073349018,2.070797343,0.999445289,0.581058578
CIgr_CV_6FE,Huber ,1.564382708,1.479400623,4.009022381,4.670780066,2.002254325,2.161198757,0.586651376,0.543682083
CIgr_CV_6FE,KNN,2.188888889,2.711111111,7.268644444,8.882666667,2.696042367,2.980380289,0.250569366,0.132196357
CIgr_CV_6FE,Lasso,2.100697415,2.761628988,6.341923485,9.487129941,2.51831759,3.080118495,0.346118555,0.073142534
CIgr_CV_6FE,Linear ,1.622154858,1.557407382,3.854261047,4.707789171,1.963227202,2.169744033,0.60260798,0.54006643
CIgr_CV_6FE,M-estimators,1.564382708,1.479400623,4.009022381,4.670780066,2.002254325,2.161198757,0.586651376,0.543682083
CIgr_CV_6FE,Passive_Aggressive ,2.364127171,3.149704949,8.319208475,13.59107029,2.884303811,3.68660688,0.142251389,-0.327797242
CIgr_CV_6FE,RF ,0.860388889,1.705333333,1.049657833,4.815251333,1.024528103,2.194368094,0.891775455,0.529567775
CIgr_CV_6FE,Ridge,1.678389101,1.929011703,4.051814947,5.733291929,2.012912056,2.394429354,0.582239265,0.439878608
CIgr_CV_6FE,SVR,1.79033233,2.699678071,6.481468075,8.961673217,2.545872753,2.993605388,0.331730866,0.12447771
CIgr_CV_6FE,XGBoost,0.000541759,1.451804596,5.54E-07,2.887035781,0.000744622,1.699127947,0.999999943,0.717947294
CIre_CV_6FE,CatBoost,0.019162355,1.488427463,0.000523395,3.199972391,0.02287783,1.788846665,0.999946036,0.687374546
CIre_CV_6FE,Decision_Tree ,0,1.988888889,0,7.205555556,0,2.68431659,1,0.296043903
CIre_CV_6FE,ElasticNet,2.044551884,2.636031504,6.013283321,8.894187367,2.45219969,2.982312419,0.380002865,0.131070828
CIre_CV_6FE,Gradient_Boosting ,0.080478792,1.236204304,0.009545961,3.113825634,0.097703436,1.764603535,0.999015768,0.695790765
CIre_CV_6FE,Huber ,1.481812093,1.445467843,3.888881114,4.519289528,1.972024623,2.125862067,0.599038492,0.558482147
CIre_CV_6FE,KNN,2.177777778,2.677777778,7.2496,8.793466667,2.692508124,2.965377997,0.252532936,0.140910867
CIre_CV_6FE,Lasso,2.065787218,2.750861879,6.150627356,9.426015098,2.480045837,3.070181607,0.365842064,0.079113228
CIre_CV_6FE,Linear ,1.558573443,1.535716296,3.668664708,4.548854932,1.915375866,2.132804476,0.621743815,0.555593717
CIre_CV_6FE,M-estimators,1.481812093,1.445467843,3.888881114,4.519289528,1.972024623,2.125862067,0.599038492,0.558482147
CIre_CV_6FE,Passive_Aggressive ,2.298545889,3.857882257,10.10150895,19.53856873,3.17828711,4.420245325,-0.041511978,-0.908845817
CIre_CV_6FE,RF ,0.786277778,1.490444444,0.908319389,3.960794667,0.953057915,1.990174532,0.906348098,0.613045027
CIre_CV_6FE,Ridge,1.611053646,1.905847087,3.855644605,5.575177858,1.963579539,2.361181454,0.602465329,0.455325767
CIre_CV_6FE,SVR,1.780002677,2.701814861,6.362104535,8.951735095,2.522321259,2.991945035,0.344037796,0.125448628
CIre_CV_6FE,XGBoost,0.000725622,1.005876615,9.45E-07,1.50886651,0.000972353,1.228359276,0.999999903,0.852589329
EVI2_CV_6FE,CatBoost,0.034655799,1.706069686,0.001771429,4.175954237,0.042088343,2.043515167,0.999817358,0.592024734
EVI2_CV_6FE,Decision_Tree ,0,2.1,0,7.83,0,2.798213716,1,0.235037993
EVI2_CV_6FE,ElasticNet,2.114163007,2.66898113,6.473564503,9.094595962,2.544320047,3.015724782,0.332545761,0.11149165
EVI2_CV_6FE,Gradient_Boosting ,0.075349553,1.453140874,0.008433304,3.446942322,0.091833024,1.85659428,0.999130488,0.663246499
EVI2_CV_6FE,Huber ,1.644047126,1.598896548,4.263153443,4.873846027,2.064740527,2.207678878,0.560449296,0.52384329
EVI2_CV_6FE,KNN,2.141666667,2.68,7.061033333,8.786844444,2.657260494,2.964261197,0.271975026,0.141557834
EVI2_CV_6FE,Lasso,2.135050303,2.757271717,6.609656568,9.528720075,2.570925236,3.086862497,0.318514044,0.069079332
EVI2_CV_6FE,Linear ,1.709857422,1.657739903,4.167960288,5.013033727,2.041558299,2.238980511,0.570264147,0.510245167
EVI2_CV_6FE,M-estimators,1.644047126,1.598896548,4.263153443,4.873846027,2.064740527,2.207678878,0.560449296,0.52384329
EVI2_CV_6FE,Passive_Aggressive ,2.124858467,1.507914263,7.37045165,6.464176966,2.714857575,2.542474575,0.240072576,0.368473846
EVI2_CV_6FE,RF ,0.821277778,1.489,0.962508222,3.755809222,0.981075034,1.937991027,0.900760981,0.633071346
EVI2_CV_6FE,Ridge,1.767319025,1.994870941,4.361798836,6.107088374,2.088492001,2.47125239,0.550278502,0.403360079
EVI2_CV_6FE,SVR,1.781934255,2.69774167,6.533694636,8.98634785,2.556109277,2.997723778,0.326346068,0.12206709
EVI2_CV_6FE,XGBoost,0.000521749,1.301467705,5.97E-07,2.389419434,0.000772844,1.545774704,0.999999938,0.766562569
NDRE_CV_6FE,CatBoost,0.023165871,1.659961088,0.000826388,3.999234596,0.028746968,1.99980864,0.999914796,0.609289588
NDRE_CV_6FE,Decision_Tree ,0,2.122222222,0,8.334444444,0,2.88694379,1,0.185755639
NDRE_CV_6FE,ElasticNet,2.07239851,2.644539277,6.193362683,8.935746209,2.488646757,2.989271853,0.361435856,0.127010683
NDRE_CV_6FE,Gradient_Boosting ,0.060308691,1.631716057,0.005450187,4.608256188,0.073825385,2.14668493,0.999438061,0.549790434
NDRE_CV_6FE,Huber ,1.558753613,1.459696667,4.012755565,4.524019726,2.003186353,2.126974313,0.586266467,0.558020024
NDRE_CV_6FE,KNN,2.191111111,2.711111111,7.270333333,8.882666667,2.696355565,2.980380289,0.250395234,0.132196357
NDRE_CV_6FE,Lasso,2.093446696,2.748628654,6.327299078,9.427452636,2.515412308,3.070415711,0.347626398,0.078972786
NDRE_CV_6FE,Linear ,1.618264301,1.547091967,3.863462234,4.590890167,1.965569188,2.142636266,0.601659295,0.55148703
NDRE_CV_6FE,M-estimators,1.558753613,1.459696667,4.012755565,4.524019726,2.003186353,2.126974313,0.586266467,0.558020024
NDRE_CV_6FE,Passive_Aggressive ,2.426374847,3.28481008,9.185342156,14.64774876,3.03073294,3.827237745,0.052949027,-0.431030816
NDRE_CV_6FE,RF ,0.8315,1.519888889,1.0232755,4.183693222,1.011570808,2.045407838,0.894495595,0.591268664
NDRE_CV_6FE,Ridge,1.680225018,1.917743503,4.062047754,5.656151179,2.015452245,2.378266423,0.581184216,0.447414973
NDRE_CV_6FE,SVR,1.783239105,2.725538847,6.427939305,9.073517143,2.535338105,3.012227937,0.337249928,0.113550973
NDRE_CV_6FE,XGBoost,0.000543332,1.35875348,5.46E-07,2.467840313,0.00073893,1.570936126,0.999999944,0.758901139
NDVI_CV_6FE,CatBoost,0.029368066,1.684661138,0.001262978,4.769011172,0.035538404,2.183806578,0.999869781,0.534085267
NDVI_CV_6FE,Decision_Tree ,0,1.355555556,0,2.253333333,0,1.5011107,1,0.779857677
NDVI_CV_6FE,ElasticNet,2.146936167,2.69049335,6.704165213,9.234431365,2.589240277,3.038820719,0.308769768,0.097830249
NDVI_CV_6FE,Gradient_Boosting ,0.098665894,1.595870038,0.013407381,4.293747754,0.115790244,2.072136037,0.998617637,0.580516743
NDVI_CV_6FE,Huber ,1.697896814,1.672717058,4.546063116,5.053908657,2.132149881,2.248090002,0.531280009,0.506251838
NDVI_CV_6FE,KNN,2.141666667,2.711111111,7.061033333,8.882666667,2.657260494,2.980380289,0.271975026,0.132196357
NDVI_CV_6FE,Lasso,2.169453194,2.772901651,6.862235477,9.65740458,2.61958689,3.107636494,0.292471998,0.056507332
NDVI_CV_6FE,Linear ,1.767620247,1.681356092,4.420082623,5.098369779,2.102399254,2.257956992,0.544269176,0.501908151
NDVI_CV_6FE,M-estimators,1.697896814,1.672717058,4.546063116,5.053908657,2.132149881,2.248090002,0.531280009,0.506251838
NDVI_CV_6FE,Passive_Aggressive ,2.682321435,2.34390298,9.523587613,8.707852788,3.086031045,2.950907113,0.018074367,0.149275026
NDVI_CV_6FE,RF ,0.911666667,1.553666667,1.199386389,4.705207,1.095165005,2.169148911,0.876337753,0.540318699
NDVI_CV_6FE,Ridge,1.823923311,2.040790268,4.622958361,6.28896705,2.150106593,2.5077813,0.523351756,0.385591206
NDVI_CV_6FE,SVR,1.800969603,2.735146849,6.641119968,9.180289809,2.577037052,3.029899307,0.315270023,0.103119679
NDVI_CV_6FE,XGBoost,0.000596074,1.326520803,6.09E-07,3.044677786,0.000780192,1.744900509,0.999999937,0.702546254
