id,max,mean,count,sum,std,median,unique,percentile_95,percentile_90,percentile_85
1,0.0,0.0,6301,0.0,0.0,0.0,1,0.0,0.0,0.0
2,1.0276598930358887,0.03328730858414396,6303,209.80990600585938,0.15195865514157855,0.0,300,0.0,0.0,0.0
3,0.0,0.0,6302,0.0,0.0,0.0,1,0.0,0.0,0.0
4,0.7051721811294556,0.012276435613518688,6301,77.35382080078125,0.08198293466893232,0.0,140,0.0,0.0,0.0
5,0.6154661178588867,0.0043056821565861094,6302,27.134408950805664,0.04820378413147714,0.0,51,0.0,0.0,0.0
10,0.667910635471344,0.009527011175720185,6301,60.02969741821289,0.07196033076013444,0.0,110,0.0,0.0,0.0
9,0.5925552845001221,0.0015334868120867198,6302,9.664033889770508,0.02869776725474265,0.0,19,0.0,0.0,0.0
8,0.556537926197052,0.0010828817482884583,6301,6.823237895965576,0.023826642186556165,0.0,14,0.0,0.0,0.0
7,0.7786087989807129,0.040948071808180934,6302,258.05474853515625,0.14716171522917557,0.0,457,0.5350235223770141,0.0,0.0
6,0.9855687022209167,0.021625432844050003,6302,136.28347778320312,0.1141847786723429,0.0,225,0.0,0.0,0.0
11,0.6915358304977417,0.016615436107766873,6301,104.69386291503906,0.09418876920738892,0.0,192,0.0,0.0,0.0
12,0.5637447834014893,0.0016535350470822153,6301,10.418924331665039,0.029317389441718602,0.0,21,0.0,0.0,0.0
13,0.6476384401321411,0.001901981963409051,6301,11.98438835144043,0.03219686375596681,0.0,23,0.0,0.0,0.0
14,0.5987032651901245,0.0022065023868126712,6301,13.90317153930664,0.03431289775407758,0.0,27,0.0,0.0,0.0
15,0.5320580005645752,0.00033026877876389467,6303,2.081684112548828,0.013107638567115257,0.0,5,0.0,0.0,0.0
26,0.6807602047920227,0.020117071763707205,6302,126.77778625488281,0.10337160549006776,0.0,231,0.0,0.0,0.0
28,0.584018349647522,0.0038715563513520633,6302,24.398548126220703,0.0451836246806414,0.0,47,0.0,0.0,0.0
29,0.7387263774871826,0.035004194786873215,6302,220.596435546875,0.13741171487133594,0.0,389,0.5175648629665375,0.0,0.0
30,0.0,0.0,6301,0.0,0.0,0.0,1,0.0,0.0,0.0
25,0.749669075012207,0.06542301132558244,6299,412.09954833984375,0.18470003381767028,0.0,710,0.5727746605873106,0.5143423914909363,0.0
24,0.5657123923301697,0.0017529729433341163,6302,11.047235488891602,0.030331922484641807,0.0,22,0.0,0.0,0.0
23,-0.0,0.0,6301,0.0,0.0,0.0,1,0.0,0.0,0.0
22,0.0,0.0,6301,0.0,0.0,0.0,1,0.0,0.0,0.0
21,0.555624783039093,0.0004209765022953364,6302,2.65299391746521,0.014953208211691394,0.0,6,0.0,0.0,0.0
16,0.6553336381912231,0.0017654270595974391,6300,11.122190475463867,0.031363205144457354,0.0,21,0.0,0.0,0.0
17,0.62967848777771,0.004128336263285558,6302,26.016775131225586,0.04718565126722578,0.0,49,0.0,0.0,0.0
18,0.6451075673103333,0.005700348975430667,6302,35.92359924316406,0.05549779928302762,0.0,67,0.0,0.0,0.0
19,0.7611755132675171,0.0035617759363191994,6302,22.446311950683594,0.04543078125718432,0.0,40,0.0,0.0,0.0
20,0.0,0.0,6302,0.0,0.0,0.0,1,0.0,0.0,0.0
27,0.6062139272689819,0.0022131143874770933,6301,13.944833755493164,0.0351049346629471,0.0,26,0.0,0.0,0.0
41,0.7129912972450256,0.0394100104437934,6300,248.28306579589844,0.14519825598701383,0.0,436,0.5368315398693083,0.0,0.0
42,0.5831117630004883,0.004641342647415062,6301,29.245100021362305,0.04950184380961402,0.0,56,0.0,0.0,0.0
43,0.0,0.0,6302,0.0,0.0,0.0,1,0.0,0.0,0.0
44,0.0,0.0,6302,0.0,0.0,0.0,1,0.0,0.0,0.0
45,0.0,0.0,6302,0.0,0.0,0.0,1,0.0,0.0,0.0
40,0.0,0.0,6300,0.0,0.0,0.0,1,0.0,0.0,0.0
39,0.0,0.0,6302,0.0,0.0,0.0,1,0.0,0.0,0.0
38,0.0,0.0,6302,0.0,0.0,0.0,1,0.0,0.0,0.0
37,0.0,0.0,6300,0.0,0.0,0.0,1,0.0,0.0,0.0
36,0.0,0.0,6301,0.0,0.0,0.0,1,0.0,0.0,0.0
31,0.0,0.0,6301,0.0,0.0,0.0,1,0.0,0.0,0.0
32,0.5794565677642822,0.0016852967211724236,6302,10.620739936828613,0.02989776159153091,0.0,21,0.0,0.0,0.0
33,0.0,0.0,6300,0.0,0.0,0.0,1,0.0,0.0,0.0
34,0.0,0.0,6301,0.0,0.0,0.0,1,0.0,0.0,0.0
35,0.0,0.0,6302,0.0,0.0,0.0,1,0.0,0.0,0.0
