id,max,mean,count,sum,std,median,unique,percentile_95,percentile_90,percentile_85
1,0.7808095812797546,0.49690087501589253,5899,2931.21826171875,0.14870252145360408,0.5327968001365662,5780,0.6787028312683104,0.653886353969574,0.6361158013343811
2,0.7514660954475403,0.42454945897676244,5901,2505.266357421875,0.2027605868954748,0.47183021903038025,5314,0.6600780487060547,0.6423998475074768,0.6283214688301086
3,0.7646442651748657,0.5125778782929595,5898,3023.184326171875,0.11055811562501772,0.5365756750106812,5883,0.6533913522958755,0.6338275134563446,0.6204003304243088
4,0.7510262727737427,0.43944766379639044,5901,2593.1806640625,0.16528760537870388,0.4692988693714142,5687,0.6528958678245544,0.6301902532577515,0.6085000038146973
5,0.7468882203102112,0.5390816206931259,5899,3180.04248046875,0.10051087743843506,0.5663309693336487,5894,0.6542860627174377,0.6373854398727417,0.6251689851284027
10,0.8181065917015076,0.4357230470074602,5898,2569.89453125,0.17762034000733942,0.4707580506801605,5483,0.6556569695472717,0.6294726014137269,0.6088493496179581
9,0.843748927116394,0.5182167389433263,5900,3057.478759765625,0.14332432074894416,0.5546820163726807,5881,0.6950407296419143,0.6710006892681122,0.6550341159105301
8,0.7512549161911011,0.5014882686684183,5899,2958.279296875,0.14557351736556512,0.5369763374328613,5822,0.6744857132434844,0.6513046622276306,0.6340046048164367
7,0.7526317238807678,0.5618769034692797,5900,3315.07373046875,0.08121179846740548,0.5753878355026245,5898,0.6732629328966141,0.6554088234901428,0.6408002495765686
6,0.8706011772155762,0.5211481901725928,5899,3074.253173828125,0.14431414058414369,0.5422011017799377,5897,0.7171254575252531,0.6846823811531066,0.6609638035297394
11,0.7278028130531311,0.41323720618695964,5899,2437.686279296875,0.17553023283312705,0.4416833817958832,5408,0.6391603231430054,0.6110733032226563,0.5918470978736877
12,0.7289003729820251,0.4942095339914604,5899,2915.342041015625,0.10927600803172716,0.5115219354629517,5898,0.6481356322765349,0.6250621438026428,0.6064411520957947
13,0.75007563829422,0.4343977831468294,5898,2562.078125,0.17114880539106064,0.4671689569950104,5553,0.6550565838813781,0.629511159658432,0.6061737686395645
14,0.7413861155509949,0.41209331965042373,5900,2431.3505859375,0.15464953187432,0.42992907762527466,5693,0.626465991139412,0.5965269804000854,0.5726421296596527
15,0.7378022074699402,0.4373587294756356,5900,2580.41650390625,0.12911931653169004,0.4284343719482422,5773,0.6348101288080216,0.60654793381691,0.5814479380846023
26,0.7385028004646301,0.45449514151467973,5901,2681.975830078125,0.12331957881825785,0.47718745470046997,5815,0.6153300404548645,0.5909980535507202,0.5741274356842041
28,0.8282296061515808,0.4857859995470631,5899,2865.651611328125,0.1548318710251629,0.5173245668411255,5791,0.6885555326938627,0.6637923717498779,0.6442239224910736
29,0.7312233448028564,0.5042796220646829,5898,2974.2412109375,0.11746146835079359,0.5293347835540771,5867,0.6555524408817291,0.6370159268379212,0.6230883330106735
