iter	RMSE
131	0.5498878147
132	0.5482973432
133	0.5474235666
134	0.5454239095
135	0.5441280537
136	0.5425427035
137	0.5399439338
138	0.5386173422
139	0.5375523668
140	0.5360840752
141	0.534601676
142	0.5324371167
143	0.5311802732
144	0.5293108016
145	0.5279894953
146	0.5262030562
147	0.524668149
148	0.5230581789
149	0.5219640828
150	0.5199777061
151	0.5177750393
152	0.5155182467
153	0.5136803345
154	0.5113480463
155	0.510094478
156	0.5090982311
157	0.5076139997
158	0.5056880928
159	0.5043212419
160	0.5027601372
161	0.5014176575
162	0.500217415
163	0.4989943616
164	0.4980678634
165	0.4967458551
166	0.4959501344
167	0.4949097195
168	0.4930918874
169	0.4918089712
170	0.4907292696
171	0.4898353858
172	0.4888252754
173	0.4866715038
174	0.4856669802
175	0.4848225917
176	0.4839925363
177	0.4826009945
178	0.4811908888
179	0.479879103
180	0.4780924595
181	0.4759076538
182	0.4753044892
183	0.4747129934
184	0.4722289117
185	0.469615094
186	0.4684563587
187	0.4666852617
188	0.4656819245
189	0.4648290537
190	0.4625913449
191	0.4604620232
192	0.4588141211
193	0.4575684111
194	0.4564011353
195	0.4552556408
196	0.4544446463
197	0.4535090122
198	0.4521947048
199	0.4508889148
200	0.4479828175
201	0.4459831924
202	0.4447831171
203	0.442741631
204	0.4408273998
205	0.4402407609
206	0.4393091727
207	0.4382178498
208	0.437535543
209	0.436451201
210	0.4351011949
211	0.4335471826
212	0.4322074719
213	0.4297503036
214	0.428525042
215	0.4273217031
216	0.4264416408
217	0.4258027014
218	0.424824014
219	0.4237049457
220	0.4228060343
221	0.4210607243
222	0.4195740005
223	0.418388632
224	0.4169345119
225	0.4152002256
226	0.4119606393
227	0.4113368551
228	0.4100918553
229	0.4088428593
230	0.4078688402
231	0.4071215366
232	0.4053337699
233	0.4042252434
234	0.4027040344
235	0.4017370388
236	0.4009685085
237	0.4001685778
238	0.3995140235
239	0.3991727704
240	0.3963718849
241	0.3953044784
242	0.3928941071
243	0.3913608632
244	0.3891365063
245	0.387729802
246	0.3871865545
247	0.3852152491
248	0.3847628882
249	0.3837018985
250	0.3827403926
251	0.3809739337
252	0.3797254798
253	0.3788848542
254	0.377947528
255	0.3771318106
256	0.3763929574
257	0.3754621184
258	0.3750558177
259	0.3742775051
260	0.3739073572
261	0.3731406797
262	0.3711502473
263	0.3703420256
264	0.3693063444
265	0.3672443191
266	0.366768436
267	0.3656648519
268	0.3649670816
269	0.3628026191
270	0.3607875249
271	0.3600570055
272	0.3581844071
273	0.3575476656
274	0.3570804383
275	0.3555958287
276	0.3540853176
277	0.3538254069
278	0.3520025133
279	0.3506048829
280	0.3491594346
281	0.3484478009
282	0.3466422716
283	0.3452879417
284	0.3443184014
285	0.3438192335
286	0.343113097
287	0.3425893092
288	0.3408377252
289	0.3398697391
290	0.338151934
291	0.3364656114
292	0.3347627256
293	0.3338229199
294	0.3316754323
295	0.3310742194
296	0.3301343144
297	0.3295744013
298	0.3288790203
299	0.3279879744
300	0.3259301571
301	0.3242771607
302	0.322841664
303	0.3214391053
304	0.3207071694
305	0.3201629679
306	0.3195112495
307	0.3187894851
308	0.3175040346
309	0.3170234846
310	0.316420276
311	0.3157036772
312	0.3151392307
313	0.3144779781
314	0.3140198205
315	0.3127859926
316	0.3113163666
317	0.3109562826
318	0.309220999
319	0.3076261069
320	0.3072760875
321	0.3058362579
322	0.3044434456
323	0.3038336253
324	0.3025569597
325	0.3014691834
326	0.3009336586
327	0.299997789
328	0.2991362104
329	0.2988205276
330	0.2974061687
331	0.2968651231
332	0.2964116955
333	0.2957568717
334	0.2953157068
335	0.2941091918
336	0.2933283547
337	0.2920062879
338	0.2911520557
339	0.2897878934
340	0.2892030566
341	0.287856497
342	0.2872568008
343	0.2859272629
344	0.284800543
345	0.2841894393
346	0.2831853917
347	0.2822379002
348	0.2819383556
349	0.2815941275
350	0.2809854071
351	0.2799005579
352	0.2794048504
353	0.278872899
354	0.2781172615
355	0.2776456419
356	0.2771371558
357	0.2763228936
358	0.2756825489
359	0.2749686034
360	0.2744550384
361	0.2728969802
362	0.2726489872
363	0.2713665744
364	0.2704399616
365	0.2699144749
366	0.2697153391
367	0.2688112256
368	0.2681267008
369	0.2666940263
370	0.2659478808
371	0.2655112578
372	0.2652291538
373	0.2646305716
374	0.2635622607
375	0.2627453607
376	0.2616911087
377	0.2608438373
378	0.2601988689
379	0.2596471568
380	0.2590244181
381	0.2585347463
382	0.2578160976
383	0.2570159657
384	0.2564122921
385	0.2553876514
386	0.2546069256
387	0.2541318602
388	0.2530476742
389	0.2524600079
390	0.25158178
391	0.2513535279
392	0.2510879694
393	0.2508970184
394	0.2499106772
395	0.2496546213
396	0.2483292149
397	0.247299454
398	0.2465674267
399	0.2463745415
400	0.2461125932
401	0.2452885165
402	0.2442370577
403	0.2434983391
404	0.2431036572
405	0.2421512235
406	0.2413419077
407	0.2406949612
408	0.2402331505
409	0.2399823893
410	0.2389930162
411	0.2385967203
412	0.2381729852
413	0.2377255766
414	0.2371669517
415	0.2369211539
416	0.2357046151
417	0.2350230502
418	0.2344855594
419	0.2340836149
420	0.2337292136
421	0.2334978981
422	0.2325373508
423	0.2315504673
424	0.2313163312
425	0.2309495826
426	0.2305854354
427	0.2302243868
428	0.229506469
429	0.2291153234
430	0.2281865148
431	0.2275256649
432	0.2270869814
433	0.2264535389
434	0.2261363471
435	0.225388255
436	0.2249413122
437	0.2246051244
438	0.2242237894
439	0.2235982185
440	0.223432988
441	0.2225509542
442	0.2222769528
443	0.2219886296
444	0.2214439405
445	0.2209329724
446	0.2208283606
447	0.2205622167
448	0.2196608065
449	0.2190957358
450	0.2186242956
451	0.2180084244
452	0.2178998206
453	0.2170768189
454	0.2164801272
455	0.2156141559
456	0.2149883069
457	0.2140113626
458	0.2134224262
459	0.2129252196
460	0.2123476438
461	0.2117610698
462	0.211331297
463	0.2108013134
464	0.2102102178
465	0.2096074197
466	0.2091083811
467	0.2085727764
468	0.208339638
469	0.2075642735
470	0.2071642139
471	0.206472116
472	0.2059870786
473	0.205581602
474	0.204618164
475	0.2042737282
476	0.2035086669
477	0.2030301204
478	0.2025640078
479	0.202031692
480	0.2017774219
481	0.2013344915
482	0.2011681429
483	0.2001437856
484	0.199784217
485	0.1994883769
486	0.1990526598
487	0.1985425849
488	0.1983788288
489	0.1979586355
490	0.1973966715
491	0.1964140342
492	0.1961306432
493	0.1957353279
494	0.1954554899
495	0.1952217401
496	0.1946881413
497	0.1943623142
498	0.194086431
499	0.1934819532
500	0.192816758
501	0.1922890173
502	0.1918669097
503	0.1914969432
504	0.1912436455
505	0.1908987121
506	0.1903748709
507	0.1897011046
508	0.1894339028
509	0.1891793437
510	0.1888298686
511	0.1879639349
512	0.1877612334
513	0.1872625073
514	0.1869283582
515	0.1863969308
516	0.1859178003
517	0.1852243319
518	0.1844041164
519	0.1840522766
520	0.1829993214
521	0.1827646033
522	0.1823367763
523	0.1818280091
524	0.1815108958
525	0.1809717583
526	0.1806072927
527	0.1802132714
528	0.1798634632
529	0.1793310151
530	0.1790217704
531	0.1783439463
532	0.1777322775
533	0.1772048485
534	0.1766353654
535	0.1760111081
536	0.1755522918
537	0.175331241
538	0.1750317125
539	0.1748446984
540	0.174387462
541	0.1739231232
542	0.1735939857
543	0.1734179209
544	0.1731098546
545	0.1729743933
546	0.1725381937
547	0.1719258051
548	0.1716478255
549	0.1710128753
550	0.1707812704
551	0.1699175273
552	0.1695517513
553	0.1692095724
554	0.1689515501
555	0.1687552366
556	0.1682668616
557	0.1677535254
558	0.167623152
559	0.1671994123
560	0.1668442427
561	0.1666126095
562	0.1662646156
563	0.1661428978
564	0.1658315702
565	0.1656261029
566	0.1652188222
567	0.1647558456
568	0.1643004414
569	0.1635945829
570	0.1632330585
571	0.1629732279
572	0.1625295692
573	0.1622537322
574	0.1619413584
575	0.161454234
576	0.1610045503
577	0.1602753053
578	0.1599048854
579	0.159582262
580	0.1594157563
581	0.158984165
582	0.1586190452
583	0.1582943157
584	0.158150259
585	0.1579657423
586	0.1577491944
587	0.157290401
588	0.1570813275
589	0.1568511359
590	0.1564194611
591	0.1560962536
592	0.1557308839
593	0.1554534638
594	0.1553363878
595	0.1549109014
596	0.1546145243
597	0.1542892842
598	0.1540378046
599	0.1533937807
600	0.1531080304
601	0.1527213184
602	0.1526313358
603	0.152444514
604	0.1520981718
605	0.1516249322
606	0.1512114039
607	0.1509412683
608	0.1504863677
609	0.150130392
610	0.1500910809
611	0.1498298337
612	0.1493078964
613	0.1490111789
614	0.1487240189
615	0.1482096799
616	0.147636774
617	0.1472928603
618	0.1470499776
619	0.1467891959
620	0.1462644474
621	0.145898921
622	0.1455716803
623	0.1454671127
624	0.1451277195
625	0.144972244
626	0.144616712
627	0.1441597502
628	0.1438538626
629	0.1436645526
630	0.1433632634
631	0.1430631224
632	0.142880098
633	0.1423349773
634	0.1420386086
635	0.1419244926
636	0.1416664756
637	0.141493392
638	0.1407422621
639	0.1404142423
640	0.1401464762
641	0.1398100167
642	0.1396872047
643	0.139341187
644	0.1389493555
645	0.1387067734
646	0.1386121216
647	0.1385838462
648	0.1384291316
649	0.1381537165
650	0.1378128617
651	0.1374349883
652	0.1369032169
653	0.1366344651
654	0.1362882544
655	0.1360233447
656	0.1356974758
657	0.1354231038
658	0.1354002375
659	0.1350004017
660	0.1346135492
661	0.1343891494
662	0.1340213315
663	0.1338722828
664	0.1333354572
665	0.1330381106
666	0.1324831467
667	0.1322257231
668	0.1319895067
669	0.1317736481
670	0.1315089155
671	0.1311808108
672	0.1306698831
673	0.1306406215
674	0.1303481991
675	0.1301630939
676	0.1300188855
677	0.1297380088
678	0.129552365
679	0.1293099028
680	0.1290867961
681	0.1286118547
682	0.1282325904
683	0.1280181322
684	0.1278709615
685	0.1276206009
686	0.1274587931
687	0.1272025968
688	0.1269896286
689	0.126665779
690	0.1264390874
691	0.1261171315
692	0.1259412316
693	0.1255396767
694	0.1252629012
695	0.1249526536
696	0.1246755551
697	0.124537561
698	0.1240841523
699	0.1237672103
700	0.1237359332
701	0.1235423655
702	0.1232586559
703	0.1230565601
704	0.1228343808
705	0.1226801333
706	0.1224216411
707	0.1223939475
708	0.1221515552
709	0.1219980174
710	0.1218299417
711	0.1215271726
712	0.121209942
713	0.1211244739
714	0.1206901522
715	0.1205546772
716	0.1203350889
717	0.1202078017
718	0.1200471329
719	0.1197613049
720	0.1195552969
721	0.1193189693
722	0.1191141274
723	0.1189164216
724	0.1186173496
725	0.1183013869
726	0.1179342839
727	0.1178589203
728	0.1177621904
729	0.1176861169
730	0.1174840309
731	0.117087455
732	0.116829116
733	0.1167010898
734	0.1166729986
735	0.1164400619
736	0.1162868704
737	0.1160913055
738	0.1157980765
739	0.115576189
740	0.1155587668
741	0.1153708097
742	0.1151139195
743	0.1149407193
744	0.1145957829
745	0.1145730578
746	0.1143830557
747	0.114249826
748	0.1139942947
749	0.1137213547
750	0.1135390904
751	0.1133953306
752	0.1131963407
753	0.1128441405
754	0.1127707329
755	0.1124930336
756	0.1123212742
757	0.1121290917
758	0.1117466053
759	0.1114483052
760	0.1111917951
761	0.1109915823
762	0.1108180431
763	0.1106779253
764	0.1105781394
765	0.1101818558
766	0.109852726
767	0.1096733655
768	0.1094268611
769	0.1092953383
770	0.1091484959
771	0.1090215603
772	0.1085686206
773	0.1084963057
774	0.1082667046
775	0.1080869439
776	0.107797136
777	0.1075726309
778	0.107291555
779	0.1070501617
780	0.1065949674
781	0.1064229937
782	0.1061163696
783	0.1059626954
784	0.1057079956
785	0.1054396579
786	0.105311433
787	0.1051952174
788	0.1050149655
789	0.1046983786
790	0.1043704243
791	0.1042317329
792	0.1038961803
793	0.1038205368
794	0.1037541133
795	0.1036797771
796	0.1034058701
797	0.1032762461
798	0.103240416
799	0.1031398109
800	0.1029352902
801	0.1028676017
802	0.1027586809
803	0.1024949704
804	0.1023756903
805	0.1020200939
806	0.1018654938
807	0.1016708988
808	0.1015534636
809	0.1014239371
810	0.1013163236
811	0.1011478196
812	0.1009665696
813	0.1007480179
814	0.1005159044
815	0.100280381
816	0.1000874883
817	0.09976806561
818	0.09970133386
819	0.09953396207
820	0.09951014785
821	0.09926251502
822	0.0989632774
823	0.09869332445
824	0.09841486873
825	0.09834708443
826	0.09822071851
827	0.09797074773
828	0.09758065152
829	0.0974538345
830	0.09729533815
831	0.09723437141
832	0.09703042625
833	0.09697733746
834	0.09684002734
835	0.0965223434
836	0.09624577687
837	0.09597893499
838	0.09578862527
839	0.09540659393
840	0.09530530868
841	0.09519804982
842	0.09513554408
843	0.09476694328
844	0.09463279652
845	0.09451565198
846	0.0943490251
847	0.09428834406
848	0.09412182674
849	0.09388218578
850	0.09370941495
851	0.09358341613
852	0.09332564321
853	0.09310314696
854	0.09301403987
855	0.0927624722
856	0.09253418853
857	0.09240635755
858	0.09213308225
859	0.09189994217
860	0.09180258574
861	0.09151902906
862	0.09124715331
863	0.0910979256
864	0.09106298624
865	0.0908153198
866	0.09059556528
867	0.09056418245
868	0.09028713505
869	0.09014557431
870	0.0900187724
871	0.08974068059
872	0.08949337326
873	0.08932771016
874	0.08914622912
875	0.08905069814
876	0.08882993221
877	0.08870908851
878	0.08850586127
879	0.08815007049
880	0.08806940345
881	0.08799359504
882	0.08779563064
883	0.08772960729
884	0.08761188975
885	0.08752159785
886	0.08745145535
887	0.08727043248
888	0.08703778512
889	0.08686807522
890	0.08671568724
891	0.08656694226
892	0.08635569223
893	0.0863008067
894	0.08615185928
895	0.08580049638
896	0.08561266597
897	0.08538411549
898	0.08522816839
899	0.08514222167
900	0.08492022577
901	0.0848620492
902	0.08480686224
903	0.08469939495
904	0.08452724675
905	0.08438938817
906	0.08430094366
907	0.08409942891
908	0.0839915127
909	0.08382572512
910	0.08371125277
911	0.08359000126
912	0.08352222632
913	0.08337221791
914	0.08327893004
915	0.08309051706
916	0.08289707902
917	0.08269960548
918	0.08255448355
919	0.08250258374
920	0.08237236518
921	0.08218745493
922	0.08205909479
923	0.08181207666
924	0.08163657145
925	0.08154507815
926	0.08145965735
927	0.0813522066
928	0.08122110816
929	0.08101672152
930	0.08080076
931	0.08063091052
932	0.08050273377
933	0.080357791
934	0.08017533614
935	0.07982976763
936	0.07975373928
937	0.07968137598
938	0.0796464466
939	0.07949452138
940	0.07932112875
941	0.07914754106
942	0.07899791082
943	0.07887305846
944	0.07865533533
945	0.07854483059
946	0.07849392047
947	0.07834343781
948	0.07821792112
949	0.07798485705
950	0.07787235188
951	0.07754886905
952	0.07736036176
953	0.07728962093
954	0.07708782639
955	0.07704819487
956	0.07685737284
957	0.07680807099
958	0.07668327249
959	0.07646695517
960	0.07624918705
961	0.07613070134
962	0.07608237486
963	0.07588453908
964	0.07580119409
965	0.07572617151
966	0.07558448605
967	0.07533950887
968	0.07530581535
969	0.07519057411
970	0.07511815425
971	0.07503751356
972	0.07487371926
973	0.07479618892
974	0.07466803831
975	0.07459243782
976	0.07451992573
977	0.07439643859
978	0.07427280338
979	0.07415916083
980	0.07408953868
981	0.07397564735
982	0.07390392701
983	0.07381375256
984	0.07364113878
985	0.07348643518
986	0.07333707042
987	0.0732475559
988	0.07310158391
989	0.07304904508
990	0.07292787511
991	0.07285885375
992	0.07273487375
993	0.07256087616
994	0.07247652401
995	0.07236044299
996	0.07220906336
997	0.07218570498
998	0.07195259504
999	0.07183386333
