,MAE,MSE,RMSE,R2
CatBoost,1.660476698054933,4.534476623569442,2.1294310563081025,0.5569984241839046
Decision Tree,1.3777777777777775,2.257777777777777,1.5025903559446192,0.7794234712338681
ElasticNet,3.224485875247279,12.910854104092431,3.5931676977414275,-0.2613426395265792
Gradient Boosting,1.537893742883138,4.366548624571212,2.0896288245933086,0.5734043678805112
Huber,1.9344368581889562,5.74440456471791,2.396748748767361,0.4387929444673132
KNN,3.222222222222223,12.399288888888892,3.521262399891393,-0.21136461223012915
Lasso Regression,3.2309080843710434,12.933151038387829,3.5962690442162177,-0.263520967445922
Linear Regression,2.004356455888036,6.3830938773761225,2.5264785527243494,0.37639536356595593
M-estimators,5.194392615075334,36.84413837010371,6.069937262452036,-2.599535891904957
Passive Aggressive,3.6174333532644027,16.376082128467978,4.046737220090771,-0.5998825864261319
Random Forest,1.5976666666666677,4.845673444444447,2.2012890415491664,0.5265956470872029
Ridge Regression,2.249617208756476,7.019516429770942,2.649437002415974,0.31421923674894925
SVR,3.2064839860436742,12.460990676441424,3.530012843665222,-0.21739264840399852
XGBoost,1.3696522235870363,2.989805926126097,1.729105527758817,0.7079070317015874
