id,max,16Mar_NDRE,count,sum,std,median,unique,percentile_95,percentile_90,percentile_85
1,0.450052619,0.259180194,5981,1550.156738,0.047482712,0.258101344,5978,0.339728266,0.318482906,0.306759775
2,0.400211275,0.224997305,5980,1345.483887,0.056296555,0.227492213,5903,0.311086103,0.290211296,0.278514238
3,0.465555102,0.291946347,5981,1746.131104,0.044797786,0.288949877,5978,0.370974094,0.352509856,0.338494807
4,0.360241205,0.220649243,5981,1319.703125,0.038150224,0.218502209,5978,0.286925197,0.270919651,0.260855347
5,0.424290925,0.286262762,5980,1711.851318,0.037616117,0.283323973,5978,0.354178618,0.335765737,0.323252514
10,0.388170213,0.227799939,5981,1362.471436,0.038259126,0.227566913,5981,0.28985706,0.27587834,0.266834259
9,0.424728513,0.262150569,5980,1567.6604,0.044590823,0.261880875,5977,0.335927147,0.318843931,0.307297659
8,0.452242494,0.279846753,5981,1673.763428,0.045524359,0.278077155,5978,0.355396926,0.338451445,0.326154917
7,0.444462508,0.290751707,5981,1738.985962,0.042762089,0.288699657,5980,0.366510063,0.34567368,0.333905011
6,0.470244765,0.302177547,5980,1807.021729,0.033285727,0.300009251,5973,0.358192785,0.344369569,0.335308476
11,0.294287026,0.201596069,5979,1205.342896,0.029538145,0.202520549,5978,0.24972969,0.239061391,0.231307428
12,0.394521803,0.241356581,5981,1443.553711,0.043327577,0.241765499,5974,0.312567651,0.296095401,0.284337014
13,0.398336917,0.250914884,5981,1500.721924,0.040584057,0.252955675,5979,0.314947337,0.30150789,0.291317552
14,0.394267112,0.24587624,5982,1470.831665,0.038993397,0.245646685,5979,0.310128099,0.293821067,0.284777613
15,0.352180451,0.226145204,5981,1352.574463,0.045333374,0.231646389,5979,0.291904688,0.279733986,0.272383124
26,0.463823676,0.274596637,5982,1642.637085,0.05079372,0.270670205,5980,0.365503177,0.343360579,0.327950932
28,0.299064279,0.158468696,5981,947.8012695,0.039754984,0.160446897,5935,0.219039336,0.205991283,0.197136387
29,0.334183097,0.206748018,5980,1236.353149,0.042016384,0.207251668,5979,0.275368562,0.259956989,0.25003359
30,0.359531105,0.261123379,5981,1561.778931,0.033861302,0.263149172,5974,0.311955661,0.303090066,0.296856493
25,0.386047065,0.198457673,5981,1186.975342,0.04300774,0.197702989,5964,0.269719392,0.25134176,0.241169617
24,0.312748045,0.159957886,5980,956.5481567,0.048402449,0.157519847,5924,0.240917462,0.222587214,0.211599395
23,0.282064587,0.162848929,5982,974.1622925,0.035739582,0.163662016,5963,0.218522633,0.206712642,0.198092872
22,0.290400118,0.183744741,5981,1098.977295,0.029871208,0.183733255,5978,0.234295428,0.220811501,0.213135362
21,0.366161168,0.212019295,5981,1268.087402,0.03162058,0.208278283,5979,0.268258274,0.250306517,0.241036728
16,0.318765581,0.17584607,5983,1052.087036,0.039368042,0.176899731,5946,0.237052272,0.223627937,0.214650947
17,0.393861264,0.210666884,5980,1259.787964,0.045921799,0.211410075,5972,0.286594343,0.267856473,0.25607231
18,0.38344416,0.228701782,5981,1367.865356,0.044408033,0.227957115,5978,0.301760793,0.285551906,0.274137944
19,0.397975385,0.258320188,5982,1545.271362,0.035350844,0.255514115,5977,0.323624144,0.306060934,0.293704747
20,0.390882999,0.234559024,5982,1403.13208,0.035303272,0.232677206,5978,0.295285891,0.278914294,0.269920705
27,0.387566388,0.165477942,5981,989.7235718,0.055764448,0.166035235,5808,0.255972892,0.234421372,0.218993813
41,0.325422257,0.231439618,5981,1384.240356,0.025949,0.229999378,5979,0.276744932,0.265398949,0.257060438
42,0.390732646,0.263877258,5981,1578.249878,0.038698349,0.262408167,5978,0.326625913,0.31525445,0.306426942
43,0.421853334,0.270768324,5980,1619.19458,0.038000462,0.266089439,5978,0.345006567,0.322194359,0.308928919
44,0.382340282,0.25476362,5980,1523.48645,0.030993209,0.251578748,5976,0.310662149,0.297503766,0.288194157
45,0.461489975,0.314666524,5980,1881.705811,0.04611661,0.311110556,5980,0.396895875,0.375783378,0.36397136
40,0.368173182,0.279406842,5981,1671.132324,0.026679253,0.279219717,5974,0.32360065,0.313892752,0.307459295
39,0.409120142,0.264205389,5983,1580.740845,0.035083037,0.260696679,5978,0.326840138,0.309319788,0.299272528
38,0.376017839,0.272101889,5982,1627.713501,0.027099576,0.271302998,5975,0.3195244,0.306512213,0.299231622
37,0.426611245,0.291893772,5981,1745.81665,0.041772233,0.287391424,5978,0.366449982,0.350982726,0.338426739
36,0.395863116,0.26733821,5980,1598.682495,0.033474329,0.266269267,5976,0.326631261,0.310086676,0.299723725
31,0.435686857,0.304136367,5980,1818.735474,0.037998021,0.300633878,5975,0.371687378,0.357425815,0.344294341
32,0.48932758,0.356819362,5980,2133.779785,0.03571669,0.356144428,5975,0.417438902,0.403412971,0.394222921
33,0.426209927,0.254893732,5981,1524.519409,0.039826488,0.253759265,5980,0.320546329,0.306544095,0.29681012
34,0.461393625,0.317890993,5981,1901.30603,0.04191101,0.314038485,5977,0.396491587,0.377079546,0.362644464
35,0.478889376,0.320630723,5983,1918.333618,0.048174471,0.317649901,5983,0.403898454,0.386517221,0.372729671
