id,max,16Mar_Clre,count,sum,std,median,unique,percentile_95,percentile_90,percentile_85
1,1.636711359,0.711099145,5981,4253.083984,0.178643124,0.695785999,5977,1.029055834,0.934629321,0.885002732
2,1.334507704,0.593813648,5980,3551.005615,0.182929385,0.588970661,5897,0.90312041,0.817739987,0.772057396
3,1.742200613,0.83626977,5981,5001.729492,0.184597294,0.81274116,5976,1.179519415,1.088850021,1.023407936
4,1.126178265,0.572503235,5981,3424.141846,0.128282998,0.559188247,5976,0.804754853,0.743181944,0.705830336
5,1.473976612,0.810197566,5980,4844.981445,0.15319458,0.790661156,5976,1.096831679,1.010985827,0.955312043
10,1.26888299,0.596451222,5981,3567.374756,0.130550953,0.589221001,5980,0.816334486,0.761966825,0.727896214
9,1.476619482,0.720577544,5980,4309.053711,0.166168329,0.709589839,5976,1.011717701,0.936184621,0.887242979
8,1.651250839,0.788469395,5981,4715.835449,0.179351633,0.770379186,5978,1.102684498,1.023209572,0.968041301
7,1.600116968,0.830489421,5981,4967.157227,0.176541047,0.811751723,5979,1.157114029,1.056578875,1.002574921
6,1.775328159,0.872750967,5980,5219.050781,0.140806689,0.857180536,5970,1.116200447,1.050499177,1.00891453
11,0.834013343,0.508435285,5979,3039.93457,0.093043797,0.507901549,5974,0.665705919,0.628332829,0.601820421
12,1.303174257,0.644969201,5981,3857.560791,0.152622526,0.637706399,5973,0.909377217,0.841294169,0.794611454
13,1.324119568,0.677740824,5981,4053.567871,0.144744564,0.677217364,5977,0.919483542,0.863310814,0.822138548
14,1.301785469,0.659242416,5982,3943.588135,0.138945239,0.651277483,5978,0.899088848,0.832143426,0.796333039
15,1.087279558,0.593215348,5981,3548.020996,0.149754932,0.602968216,5978,0.824478626,0.776751757,0.748699307
26,1.730116606,0.771134856,5982,4612.928711,0.201725605,0.742243648,5980,1.152104104,1.045811629,0.975973141
28,0.853328705,0.381836795,5981,2283.765869,0.110782874,0.382219791,5934,0.560948491,0.518864036,0.491083145
29,1.003828764,0.528370447,5980,3159.655273,0.134446182,0.522868752,5978,0.760023779,0.702545559,0.666786122
30,1.122712135,0.712450756,5981,4261.167969,0.123273422,0.714253664,5977,0.906789422,0.869811296,0.84436965
25,1.25757885,0.502476266,5981,3005.310547,0.136440521,0.492842317,5962,0.738673329,0.671445966,0.635635138
24,0.910140991,0.388785004,5980,2324.934326,0.138519911,0.37394315,5922,0.634759593,0.572635841,0.5367814
23,0.785765886,0.393394825,5982,2353.287842,0.101907286,0.391377747,5956,0.559255213,0.521154511,0.494054383
22,0.81848979,0.453516703,5981,2712.483398,0.090393866,0.450179458,5971,0.611973405,0.566772938,0.541733265
21,1.155376196,0.542406096,5981,3244.130859,0.10678731,0.526140094,5974,0.733204722,0.667756915,0.635173678
16,0.935846925,0.432213129,5983,2585.931152,0.115175163,0.429837584,5943,0.621411645,0.576084495,0.546638334
17,1.299574375,0.542394407,5980,3243.518555,0.148596753,0.53617239,5968,0.803454071,0.731704795,0.688433367
18,1.243826151,0.601751902,5981,3599.078125,0.152019358,0.59052968,5972,0.864347935,0.799363494,0.75534451
19,1.322123289,0.7028789,5982,4204.621582,0.132466633,0.686417639,5979,0.956935745,0.882097495,0.831677049
20,1.283441544,0.618553496,5982,3700.187012,0.123518764,0.606465042,5979,0.838030297,0.773595369,0.739428508
27,1.265660048,0.407249013,5981,2435.756348,0.160720946,0.398182869,5805,0.688074112,0.612403154,0.560799241
41,0.964817762,0.605280369,5981,3620.181885,0.08934854,0.597400546,5974,0.765276194,0.722566247,0.692008972
42,1.28263092,0.724518185,5981,4333.343262,0.144562442,0.711526871,5973,0.970117211,0.920792937,0.883618355
43,1.459329844,0.75039087,5980,4487.337402,0.149743706,0.725127757,5977,1.053465652,0.95069834,0.8940584
44,1.238029003,0.688469377,5980,4117.046875,0.114592284,0.672291875,5973,0.901334995,0.846990347,0.809755009
45,1.713951111,0.931905097,5980,5572.79248,0.203273926,0.903223395,5979,1.316176999,1.204015994,1.14451251
40,1.165424347,0.779304712,5981,4661.021484,0.103150989,0.774770737,5974,0.956833124,0.914996147,0.887916923
39,1.384782791,0.724555675,5983,4335.016602,0.134762387,0.705249548,5976,0.971062481,0.895696163,0.854176641
38,1.205219984,0.75149529,5982,4495.444824,0.103782777,0.744624913,5975,0.939120758,0.883972955,0.854010016
37,1.488034725,0.834559438,5981,4991.5,0.17216683,0.806589842,5977,1.156814814,1.081582069,1.0230968
36,1.310508013,0.735520991,5980,4398.415527,0.126176956,0.725795567,5974,0.970140809,0.898914897,0.856015724
31,1.544131517,0.882933264,5980,5279.940918,0.161742064,0.859732509,5973,1.18312887,1.112481189,1.050149012
32,1.916405201,1.119312748,5980,6693.490234,0.176419307,1.106286526,5973,1.433116126,1.352402759,1.301544523
33,1.485595465,0.691916574,5981,4138.353027,0.145154027,0.680100322,5974,0.943541288,0.884105444,0.844182014
34,1.713286877,0.943550165,5981,5643.373535,0.187271008,0.915615439,5978,1.313955307,1.210682869,1.137966156
35,1.837956905,0.959040687,5983,5737.94043,0.214578408,0.931046724,5979,1.355133128,1.260075331,1.188417959
