,MAE,MSE,RMSE,R2
Linear Regression,3.0546845987311326,12.425682740050629,3.525008190068589,-0.2139431937572076
Ridge Regression,2.6460808317708153,10.271251470251856,3.204879322260334,-0.003463236148112614
Lasso Regression,2.687365519707139,8.982161861082297,2.9970255022408963,0.12247604541350143
ElasticNet,2.714515171771286,9.135804577143254,3.0225493506547174,0.10746572096417373
SVR,3.0696953060977075,11.845459741268604,3.4417233679173873,-0.157257555231886
Random Forest,1.6878888888888888,4.549240777777781,2.1328949289118255,0.5555560209866117
Gradient Boosting,1.442493397620747,2.9495841695768386,1.717435346549278,0.7118365483829165
XGBoost,1.6173784573872885,3.971208215006189,1.992789054317137,0.6120276620244829
KNN,3.0999999999999996,11.194533333333332,3.3458232669005894,-0.09366445543360258
Decision Tree,2.0999999999999996,5.59,2.364318083507378,0.45387769870944406
Huber,2.6679302161348133,12.126410044853115,3.482299534051187,-0.18470535958642165
Passive Aggressive,2.7970230717027786,9.918686662967783,3.149394650241183,0.03098104004294977
M-estimators,1.9924440568982773,5.643010501920153,2.3755021578437163,0.4486987689596764
