Cire_CD,NDRE_CD,Seed
0.458969275,0.185192467,3.5829802551857104
0.576811759,0.220780522,24.87547198317818
0.529403262,0.204466226,15.409294076668605
0.418523693,0.166932585,-6.449774945463111
0.2734882,0.115762628,-35.977335136421665
0.352600319,0.147239599,-18.264004642308308
0.370438907,0.152839265,-14.945056693018616
0.349201996,0.145674507,-19.120886299768312
0.364989147,0.152301411,-15.43037420247348
0.28597336,0.121649395,-32.76758743207072
0.421010212,0.168391942,-5.681189297331134
0.648094881,0.240994312,37.163322575867625
0.555403265,0.215473106,21.529136165651835
0.378823145,0.15662447,-12.8653032769405
0.362742618,0.151011258,-16.111999857941107
0.339922597,0.142585038,-20.926954910598994
0.285770784,0.122719442,-32.29432463008514
0.361342901,0.15060818,-16.35606060844255
0.534822938,0.204032463,15.455343495094857
0.832062569,0.291211369,67.99660053259781
0.745356211,0.268392749,53.84728686953783
0.343175007,0.144049819,-20.121788776366515
0.393018744,0.160354713,-10.551309833123957
0.385883004,0.156363776,-12.668145196595168
0.413859084,0.165691234,-7.217178446738586
0.315784957,0.133275743,-26.198655867619436
0.300349071,0.127034851,-29.69952873383398
0.634514121,0.23645537,34.51223568129303
0.461729699,0.181943905,2.2418204483163637
0.358973478,0.14962155,-16.90635975589217
0.293438569,0.125476655,-30.709840130054218
0.43284714,0.172680332,-3.2207538434714422
0.697839584,0.255843612,46.07332219542668
0.448297686,0.179571955,0.5740699171688215
0.318278265,0.134994931,-25.31265659666778
0.371499706,0.153083287,-14.787791251670088
0.405213991,0.163873209,-8.421910741824417
0.368738196,0.153333278,-14.798195868253336
0.330310082,0.139879343,-22.5748958797267
0.314030916,0.131732605,-26.97235672843349
0.441322071,0.177195284,-0.8080466461578356
0.538034554,0.207543772,17.181102607670308
0.302815881,0.128817903,-28.785925695197147
0.248983086,0.107257045,-40.9031653193766
0.310745436,0.130178995,-27.819033803197705
0.370282398,0.151708595,-15.461647922822149
0.292282975,0.12470634,-31.10854138526216
0.211199895,0.091627811,-49.63157193424034
0.407909213,0.163387362,-8.520765607155246
0.36953969,0.152285981,-15.234510999547002
0.340730427,0.142648142,-20.86250767073078
0.254292008,0.109959248,-39.44860951008952
0.367113192,0.152954536,-15.04132894314045
0.639237692,0.240163937,36.39429079756579
0.389275118,0.160944927,-10.452142062072332
0.327197832,0.137348722,-23.854210519415172
0.366251337,0.151225058,-15.859252223038208
0.352749144,0.146900212,-18.41034002828829
0.312983417,0.132667455,-26.597688161582315
0.30982615,0.132332802,-26.8892424403932
0.253934113,0.109593195,-39.62954831929143
0.263503086,0.11369463,-37.35446003915641
0.466928206,0.183358619,3.1111579736371704
0.312145964,0.130344978,-27.681800372656852
0.274779928,0.11643703,-35.615796296033054
0.343793015,0.143608346,-20.293224869837665
0.325250896,0.135187195,-24.915229025662356
0.266952498,0.114583295,-36.80018054355151
0.237807899,0.103338703,-43.16731891383525
0.36899169,0.152348985,-15.230538208011575
0.536526382,0.207065588,16.898356236353948
0.323027724,0.136588975,-24.382505528174697
0.24683144,0.106620583,-41.28593040804436
0.298856364,0.126088568,-30.192567426500585
0.336262332,0.139695957,-22.392259695337547
0.332506036,0.141346898,-21.815565717934614
0.430370053,0.174746463,-2.3999110390394964
0.461515532,0.185163968,3.6836219218572506
0.405637658,0.167033454,-6.9786421622117665
0.414751025,0.168454763,-5.931846732124898
0.424473327,0.172061742,-3.8727857993939794
0.267104845,0.113923739,-37.09066553618632
0.265039866,0.112989393,-37.60383016088326
0.353976488,0.144768058,-19.316641797605772
0.470712745,0.187266918,5.041383624308937
0.333107486,0.13768142,-23.440863442221907
0.506838592,0.195918601,10.55100035871917
0.483318498,0.189289812,6.514981195128391
0.422131413,0.170175349,-4.8274000791915155
0.263265765,0.112151845,-38.0604015482261
0.293256977,0.124305173,-31.24594409577383
0.40493205,0.164851649,-7.993474349907177
0.347124905,0.145770242,-19.170312614175003
0.250725253,0.107273691,-40.81801420781738
0.311090326,0.129149323,-28.267755845378495
0.303096419,0.127688043,-29.28267264627246
0.330076497,0.140124691,-22.474723510217796
0.480261804,0.191334556,7.300351352016836
0.677889342,0.25106295,43.02939928560145
0.606927367,0.230635873,30.65972949887069
0.626442247,0.236034802,33.9629136363973
0.59314674,0.223573814,26.86251514942447
0.3170862,0.132278731,-26.590032716869956
0.285988786,0.120709985,-33.19031080117754
0.297529694,0.125629269,-30.458712401403297
0.30466629,0.12834448,-28.916834150951782
0.276412183,0.116452204,-35.536207424896354
0.559964172,0.210401031,19.446330090481283
0.609396627,0.22745736,29.33716499298473
0.445068299,0.17765602,-0.4334142272076031
0.284343124,0.120510667,-33.35349461241003
0.312206536,0.130214312,-27.737994460978815
0.268150887,0.11431548,-36.86747790211834
0.402820899,0.163763462,-8.578036082389564
0.367405379,0.150761147,-16.01691052409486
0.411758,0.164704436,-7.755593439347144
0.429788158,0.173498606,-2.9882802618088276
0.399210505,0.164966128,-8.19688577211365
0.548196651,0.212827446,20.0154852402472
0.732522285,0.265103229,51.7926259098568
0.680000726,0.251057988,43.1212672494242
0.633030933,0.238405843,35.32524721092447
0.564789102,0.216370331,22.35186043248356
0.369909554,0.15092544,-15.831249236571152
0.231464975,0.09975252,-45.06638771247381
0.366060143,0.149200913,-16.78009644572576
0.233205319,0.099728009,-44.999868136472024
0.27385734,0.116099859,-35.80888579008848
0.485303115,0.190316667,7.066259743058844
0.445216073,0.175508918,-1.3945698209387585
0.410636173,0.16661814,-6.943048565986716
0.354338744,0.147065535,-18.264977129295414
0.351219933,0.144404997,-19.60314038745639
0.274170075,0.115493582,-36.06820837298828
0.642617502,0.239163661,36.094084580259945
0.696152648,0.256363158,46.23230520688499
0.659984477,0.245270146,39.620446203042384
0.523696863,0.204560447,15.197427025622577
0.382758084,0.158978451,-11.628936555007808
0.39783374,0.164200232,-8.603452892385866
0.593115207,0.224007802,27.05671680857146
0.595423946,0.22527585,27.731151998931843
