Cire_CD,NDRE_CD,Predicted_Huber,Predicted_M-estimators,Predicted_Linear Regression,Predicted_Ridge Regression,Seed_Method 1,Seed_Method 2,Seed_Method 3,Seed_Method 4
0.2940328,0.123728059,4.991435123,5.019692009,5.098555367,5.156341065,5.027114807,5.022749082,5.034306221,5.002737877
0.399405118,0.162422539,6.911368839,6.954432085,7.025619842,7.00504003,6.945080032,6.949291176,6.945175213,6.928594138
0.837538982,0.291413028,13.31716813,13.34973641,13.28652845,13.38647778,13.33080561,13.32243909,13.34242896,13.33019544
0.517708927,0.197790647,8.667667712,8.709113387,8.745741677,8.750172768,8.696159317,8.697788492,8.69867471,8.684245982
0.569729504,0.219563493,9.747520744,9.802307481,9.843724173,9.772106043,9.776035638,9.785936787,9.771613162,9.769435438
0.343837522,0.140512289,5.824494351,5.856350061,5.926750865,5.96855471,5.858682751,5.856095152,5.864455921,5.837236635
0.220290544,0.095818951,3.606792604,3.622813341,3.70438273,3.828620813,3.643540659,3.631917887,3.656765504,3.613200899
0.200538426,0.08718717,3.178743993,3.188875383,3.26745508,3.42567174,3.215347293,3.200032197,3.231675529,3.182796549
0.17859441,0.078471423,2.746403086,2.751965685,2.830031435,3.013768769,2.783171269,2.765075665,2.801823132,2.748628125
0.209138754,0.091940714,3.414325209,3.42926889,3.512347378,3.641844168,3.451362426,3.439159931,3.465059289,3.420302681
0.210788853,0.09133392,3.384429551,3.396865595,3.475927836,3.621167236,3.420983961,3.407081823,3.436129703,3.389403969
0.258037895,0.109966899,4.308732094,4.330704048,4.410444194,4.502600709,4.344881751,4.336764698,4.355196001,4.317520875
0.192790256,0.08403844,3.022564116,3.03092125,3.109090407,3.277315864,3.05919906,3.042794371,3.076439463,3.02590697
0.259271327,0.109953466,4.308147145,4.329238915,4.407390951,4.505156055,4.344099948,4.335378026,4.354931047,4.316583853
0.372485772,0.151160237,6.352799403,6.388969375,6.457694034,6.476403412,6.386500259,6.386437819,6.390179695,6.367267392
0.251067485,0.108687739,4.245039074,4.268924134,4.353285737,4.432708294,4.28179618,4.275048178,4.290932689,4.254593098
0.261326407,0.113629095,4.490012778,4.517991605,4.605377868,4.66074161,4.527015818,4.522878385,4.533951134,4.501204309
0.241673988,0.10630627,4.126689111,4.151666748,4.240143599,4.311607906,4.16401973,4.158122181,4.172415043,4.136680165
0.238222121,0.103714127,3.998304425,4.019804926,4.104277932,4.196843902,4.035205874,4.027024302,4.045537496,4.006904625
0.278758214,0.119189009,4.766030448,4.79455817,4.877971767,4.932144254,4.802394277,4.798403414,4.809237912,4.777441536
