Cire_CD,NDRE_CD
0.70323664,0.254738785
0.732296699,0.266216486
0.72660738,0.264407274
0.59329959,0.225483259
0.533301969,0.20324509
0.28582352,0.120982251
0.326810805,0.135800056
0.346050281,0.141913312
0.221360308,0.095530598
0.263232067,0.112695513
0.262562678,0.112962471
0.309918036,0.128086888
0.347887424,0.144390451
0.263066318,0.112547801
0.277903783,0.118683595
0.379989664,0.157175792
0.636773777,0.239183981
0.295196771,0.125616405
0.311708169,0.132250829
0.237130784,0.102717904
0.279607647,0.12013363
0.705125443,0.255615586
0.429205791,0.172691942
0.723986632,0.261255085
0.714013391,0.259386293
0.532894154,0.20193603
0.245132892,0.10531546
0.267546396,0.112716972
0.324402477,0.136610757
0.216594774,0.09434722
0.216912801,0.095461838
0.231175717,0.100059943
0.303142339,0.125514152
0.285968165,0.120708518
0.213593204,0.092953963
0.308340294,0.130625336
0.467953669,0.186389913
0.675638958,0.250977212
0.441911575,0.176201502
0.35600123,0.148515508
0.338054137,0.14085181
0.417898202,0.170125166
0.380316456,0.157768475
0.349748404,0.146266444
0.302950842,0.129170806
0.373945408,0.156717776
0.334297234,0.141343252
0.520563937,0.201665969
0.514727652,0.19875179
0.727048814,0.263022238
0.616580109,0.23063726
0.456835668,0.179853706
0.455645735,0.183251861
0.350892898,0.14474566
0.365436716,0.149147805
0.26435545,0.111136017
0.310113636,0.128115129
0.395047213,0.159628483
0.353200693,0.143985265
0.317881075,0.131994753
0.332072029,0.137122719
0.42273639,0.170586932
0.437742418,0.174941845
0.633638458,0.237229017
0.578760653,0.219414807
0.329779488,0.138903916
0.432874565,0.175170863
0.448793076,0.181472425
0.378147573,0.15681127
0.26570629,0.113259965
0.307803205,0.129603894
0.373095075,0.154778975
0.517090938,0.202645381
0.352059228,0.143629416
0.553983457,0.213310315
0.420806926,0.170148549
0.533086105,0.207444916
0.505235965,0.196836209
0.32753327,0.138366387
0.436756106,0.174415938
0.472416,0.185293328
0.299014332,0.124170813
0.440423557,0.175726201
0.423331525,0.17151841
0.343099835,0.141389091
0.296639537,0.124531428
0.407726626,0.164265506
0.553254928,0.211761153
0.388882978,0.159452076
0.444616097,0.179000893
0.450346631,0.17992262
0.404079178,0.165974289
0.473611928,0.18905272
0.588316004,0.224664526
0.540230597,0.209855154
0.445278209,0.178553254
0.379174002,0.155841359
0.37205353,0.15457433
0.512728276,0.201721841
0.351375679,0.144824932
0.523015151,0.204877319
0.299102479,0.126961973
0.548959287,0.21197213
0.438370711,0.175397802
0.354451466,0.147586764
0.562952128,0.213616853
0.60577746,0.227943003
0.385965642,0.157672312
0.321234695,0.135367576
0.340744955,0.141739385
0.373115662,0.151355158
