Cire_CD,NDRE_CD,Seed
0.480261804,0.191334556,
0.677889342,0.25106295,
0.606927367,0.230635873,
0.626442247,0.236034802,
0.59314674,0.223573814,
0.3170862,0.132278731,
0.285988786,0.120709985,
0.297529694,0.125629269,
0.30466629,0.12834448,
0.276412183,0.116452204,
0.559964172,0.210401031,
0.609396627,0.22745736,
0.445068299,0.17765602,
0.284343124,0.120510667,
0.312206536,0.130214312,
0.268150887,0.11431548,
0.402820899,0.163763462,
0.367405379,0.150761147,
0.411758,0.164704436,
0.429788158,0.173498606,
0.399210505,0.164966128,
0.548196651,0.212827446,
0.732522285,0.265103229,
0.680000726,0.251057988,
0.633030933,0.238405843,
0.564789102,0.216370331,
0.369909554,0.15092544,
0.231464975,0.09975252,
0.366060143,0.149200913,
0.233205319,0.099728009,
0.27385734,0.116099859,
0.485303115,0.190316667,
0.445216073,0.175508918,
0.410636173,0.16661814,
0.354338744,0.147065535,
0.351219933,0.144404997,
0.274170075,0.115493582,
0.642617502,0.239163661,
0.696152648,0.256363158,
0.659984477,0.245270146,
0.523696863,0.204560447,
0.382758084,0.158978451,
0.39783374,0.164200232,
0.593115207,0.224007802,
0.595423946,0.22527585,
0.720058401,0.260726451,
0.380360462,0.157876676,
0.400394931,0.164766636,
0.304935123,0.128767651,
0.505441975,0.195091507,
0.300370226,0.124402437,
0.348102874,0.144691999,
0.546913576,0.212197827,
0.346920824,0.141734236,
0.319568237,0.134295586,
0.378293147,0.157130261,
0.330211024,0.136619711,
0.305105248,0.127927949,
0.587570183,0.22350514,
0.653875675,0.243698648,
0.562173408,0.217036555,
0.427006646,0.174149744,
0.327540601,0.139255215,
0.357234221,0.149268429,
0.374481929,0.154305052,
0.409725497,0.165076351,
0.791340178,0.281103073,
0.484270019,0.193037954,
0.376324253,0.156542241,
0.49596852,0.194363589,
0.515016621,0.200967879,
0.36981839,0.151458568,
0.336465821,0.140767578,
0.353066082,0.14691763,
0.340493501,0.14071878,
0.452341958,0.181032017,
0.390352083,0.159737405,
0.436803565,0.175373036,
0.2923474,0.123184219,
0.492207355,0.195308177,
0.460996984,0.185275378,
0.414071366,0.167820442,
0.372940966,0.154171595,
0.300018455,0.128634634,
0.339291382,0.143701073,
0.38472113,0.159227178,
0.386342456,0.159030242,
0.784528878,0.280739209,
0.536102708,0.209046672,
0.399754047,0.163239919,
0.299765315,0.125538082,
0.422146254,0.169838207,
0.466130994,0.186170796,
0.416367673,0.16930895,
0.333608554,0.138623114,
0.466935717,0.184100969,
0.628694455,0.233715121,
0.517875964,0.203552071,
0.395820653,0.161617819,
0.34493199,0.139223777,
0.343853212,0.144255441,
0.34097941,0.143694249,
0.315253603,0.132052051,
0.427351664,0.170713251,
0.304009563,0.127858131,
0.320114464,0.136534095,
0.346610814,0.145450104,
0.378189105,0.15670696,
0.546131301,0.208609772,
0.640973572,0.240531629,
0.516488948,0.200354911,
0.405346613,0.164251714,
0.39235086,0.161186892,
0.435240603,0.176013418,
0.413227269,0.16780075,
0.310946197,0.129240557,
0.467936189,0.185756412,
0.55270089,0.211238285,
0.530948125,0.206452632,
0.493542128,0.193149559,
0.245457815,0.102566056,
0.252074476,0.108147762,
0.260223544,0.112347242,
0.35937124,0.148069873,
0.480069041,0.189426304,
0.345978335,0.143557639,
0.272933669,0.117970339,
0.31687001,0.133054195,
0.310781235,0.131327408,
0.404794706,0.16538669,
0.558132046,0.215897449,
0.838317219,0.292190468,
0.545423786,0.207359865,
0.423822183,0.172737136,
0.4672667,0.184255109,
0.397900466,0.162389953,
0.329195853,0.137081332,
0.392528168,0.160831012,
0.462754688,0.184137303,
0.394038806,0.161243314,
0.331028504,0.137269837,
0.264385451,0.111190866,
0.271678099,0.11392265,
0.234890874,0.101601151,
0.313370502,0.131956064,
0.348900036,0.144897652,
0.247249787,0.10742993,
0.275140924,0.118945984,
0.270683783,0.11478382,
0.286252822,0.1214472,
0.437573574,0.175278347,
0.383220179,0.158956633,
0.477441113,0.189578659,
0.439347463,0.177734571,
0.409904715,0.166815949,
0.32119582,0.131665495,
0.241315183,0.104435197,
0.285639185,0.121889627,
0.29219115,0.124008053,
0.355231666,0.148497769,
0.313591084,0.133158433,
0.317444362,0.133568155,
0.321053097,0.134783868,
0.462592306,0.181485985,
0.401670065,0.162706931,
0.329136092,0.139186225,
0.425813571,0.173282626,
0.346308522,0.145583698,
0.310036219,0.132748264,
0.368514639,0.152649168,
0.313790973,0.131733093,
0.320009704,0.135961167,
0.293251989,0.125269193,
0.411362102,0.168105851,
0.336156599,0.138395166,
0.193936315,0.081446057,
0.220853357,0.096263938,
0.306226527,0.129065907,
0.420072873,0.170796912,
0.357601758,0.148208408,
0.345041878,0.143679872,
0.222340353,0.096582801,
0.285712181,0.122155864,
0.329487678,0.138660239,
0.451603057,0.180435166,
0.327848002,0.135551194,
0.280000009,0.119795691,
0.384106356,0.157413673,
0.339545652,0.141692399,
0.328565786,0.138418793,
0.391447571,0.159881447,
0.358623593,0.148267402,
0.241258877,0.10477318,
0.273465691,0.116970295,
0.362872924,0.150636104,
0.307880776,0.128965507,
0.371054258,0.150233043,
0.353772723,0.146126494,
0.442258735,0.178658374,
0.578807159,0.22024675,
0.397959574,0.161268791,
0.373903187,0.152659745,
0.246872485,0.106542198,
0.271202281,0.116981963,
0.189712368,0.083092638,
0.212325769,0.092277013,
0.238274035,0.102164112,
0.259357462,0.109442885,
0.456565321,0.178435294,
0.596616223,0.225357928,
0.474867387,0.187547312,
0.274263448,0.118215689,
0.269511894,0.114635278,
0.287970296,0.124481403,
0.412672521,0.169113325,
0.433484857,0.174803486,
0.393988887,0.160020798,
0.24180253,0.105043559,
0.459404032,0.184114575,
0.417985568,0.170241204,
0.364380653,0.149889519,
0.362997191,0.148186673,
0.311624664,0.128529619,
0.261440094,0.112173184,
0.29174234,0.123375496,
0.247214041,0.104749355,
0.268721659,0.115059088,
0.303890152,0.127868488,
0.367337731,0.151190255,
0.472086258,0.187723984,
0.563838534,0.218464739,
0.517414223,0.203429659,
0.33891388,0.141581352,
0.334588582,0.138915578,
0.346832196,0.145499189,
0.438908695,0.17861996,
0.616366688,0.232950603,
0.406880441,0.164670947,
0.23191423,0.101989941,
0.356586841,0.146603452,
0.545334666,0.210028127,
0.429576746,0.173071721,
0.328768903,0.135423773,
0.367773455,0.153085443,
0.346362638,0.145707888,
0.40074153,0.164027923,
0.322927451,0.134479719,
0.283003249,0.120189884,
0.276967895,0.117749056,
0.503128643,0.198849062,
0.481419579,0.192185525,
0.585492007,0.225162624,
0.473137969,0.189352409,
0.37990382,0.156007661,
0.508063973,0.196476208,
0.320602691,0.135844502,
0.419934053,0.171732999,
0.633621951,0.238333125,
0.453567849,0.180776289,
0.266267603,0.115648268,
0.322174716,0.135834338,
0.516253549,0.203688563,
0.550507819,0.213753783,
0.348520508,0.14323972,
0.379260347,0.157859889,
0.363604883,0.152189236,
0.431162904,0.174539621,
0.370424722,0.151674786,
0.413664157,0.167582458,
0.480243945,0.190233089,
0.475777401,0.190031727,
0.471644082,0.188824387,
0.531280367,0.208222062,
0.602456554,0.228894965,
0.37719316,0.155324973,
0.467685761,0.185679081,
0.253203782,0.109860968,
0.265512806,0.115674534,
0.357016257,0.148394393,
0.286398377,0.121633582,
0.215907447,0.095061794,
0.407893533,0.167716011,
0.408039175,0.167745799,
0.469742793,0.186482971,
0.458074596,0.180356626,
0.56522007,0.214945116,
0.613524757,0.228797454,
0.515781453,0.201786864,
0.435294895,0.176196264,
0.49858505,0.196953422,
0.566735295,0.218030202,
0.409663804,0.165001098,
0.445758109,0.178324637,
0.524210029,0.205487468,
0.644488981,0.241495748,
0.36910922,0.153222409,
0.413430815,0.168112896,
0.225377558,0.099361901,
0.283464356,0.121528005,
0.317115009,0.133003712,
0.299510834,0.12561193,
0.241890159,0.104175002,
0.289638457,0.123170463,
0.470089079,0.18530269,
0.352220502,0.145031238,
0.364577855,0.14910292,
0.601936743,0.225516577,
0.840468249,0.293141173,
0.643670335,0.240748851,
0.3700725,0.152229278,
0.292888034,0.125106866,
0.325994338,0.136858316,
0.455284149,0.179928682,
0.384239712,0.156772564,
0.466991464,0.186579949,
0.547467628,0.21190934,
0.329446519,0.139043112,
0.321557274,0.133019517,
0.300554012,0.128575207,
0.364471105,0.152063991,
0.661611621,0.243214662,
0.511176972,0.196942288,
0.440320824,0.175116443,
0.227338778,0.096657082,
0.245670791,0.104617558,
0.29786015,0.126459674,
0.265687078,0.112129927,
0.498960332,0.195562591,
0.420056292,0.170058578,
0.358764477,0.148228483,
0.246784601,0.105317888,
0.255247055,0.109013442,
0.249364323,0.10782487,
0.418354794,0.169413958,
0.353007189,0.146248418,
0.363873308,0.15219745,
0.326240781,0.138425673,
0.287798681,0.121146733,
0.280715197,0.117838825,
0.389786109,0.159026368,
0.518431502,0.204076913,
0.707834198,0.25882712,
0.497170033,0.193221075,
0.383514473,0.155466553,
0.548936438,0.210055306,
0.555544031,0.209538389,
0.310252695,0.132124962,
0.27591498,0.11729906,
0.43106118,0.17495938,
0.32155651,0.135137968,
0.34698386,0.143668798,
0.35993784,0.147008719,
0.278929114,0.118342391,
0.24696685,0.10663302,
0.323683451,0.137747721,
0.502323014,0.195325155,
0.491407983,0.194512783,
0.329635144,0.139613691,
0.279793579,0.118214119,
0.245284189,0.104411828,
0.35541886,0.146578637,
0.427479218,0.174282126,
0.457679518,0.183153587,
0.390935003,0.159121803,
0.274017792,0.11815428,
0.589687752,0.224149288,
0.55004297,0.210379067,
0.289441248,0.12386386,
0.284785409,0.121520838,
0.581755271,0.221206225,
0.449929133,0.179639374,
0.399301921,0.163249063,
0.406990084,0.164585949,
0.323747838,0.136650006,
0.319231212,0.135397547,
0.315596194,0.13325716,
0.396524852,0.16069853,
0.382422786,0.158488808,
0.373722282,0.155667715,
0.343562473,0.144535463,
0.304587016,0.128734756,
0.263938672,0.114005279,
0.282944963,0.121294453,
0.291330244,0.123443358,
0.361969734,0.149292734,
0.557445948,0.215297243,
0.468811315,0.187134079,
0.610921098,0.22980658,
0.345453535,0.145786388,
0.329506758,0.138348472,
0.41130299,0.165410696,
0.448997695,0.177842176,
0.606876688,0.225014466,
0.584402552,0.214261953,
0.501205375,0.196836743,
0.457879611,0.18324022,
0.413833893,0.167142728,
0.404240259,0.163886646,
0.316324024,0.133177297,
0.36071247,0.15058302,
0.354733475,0.148742612,
0.383793376,0.155965777,
0.342980653,0.141998446,
0.282025658,0.121051433,
0.278654764,0.117688194,
0.33236508,0.13783766,
0.599841008,0.227914286,
0.31142395,0.131644988,
0.336644428,0.140499721,
0.344599631,0.144065364,
0.32927117,0.137163369,
0.376657236,0.154591056,
0.377579189,0.156040267,
0.627492985,0.233684564,
0.594665835,0.216964308,
0.349716143,0.14615493,
0.370385429,0.153781787,
0.483084002,0.190556393,
0.385704647,0.157751079,
0.332147459,0.139661097,
0.337554655,0.142232876,
0.344711135,0.14381501,
0.573282498,0.216441035,
0.64471661,0.232814019,
0.307032906,0.131599477,
0.266675976,0.11347164,
0.341215392,0.1412634,
0.556370118,0.214664844,
0.483231308,0.190457457,
0.212613256,0.092349265,
0.313329822,0.133831543,
0.357897486,0.147042621,
0.326714692,0.136701154,
0.317240765,0.134539338,
0.383809196,0.154591619,
0.38240001,0.151726598,
0.322174742,0.134777551,
0.291016793,0.124093578,
0.332423317,0.139811316,
0.356764272,0.148983721,
0.343400971,0.144343244,
0.357968339,0.149440744,
0.330792439,0.137739474,
0.379522197,0.154096135,
0.561506118,0.213482837,
0.312013898,0.133325346,
0.280416228,0.120293363,
0.299979358,0.127952629,
0.408667162,0.167496287,
0.659555352,0.244770663,
0.278000766,0.116867631,
0.303713,0.130530807,
0.36002181,0.150492742,
0.300615404,0.12718579,
0.381362168,0.157748828,
0.443898209,0.178319817,
0.445428685,0.178697094,
0.349274106,0.144397333,
0.231650654,0.099969837,
0.206513584,0.090311321,
0.327750991,0.13797701,
0.40851592,0.168468574,
0.473031587,0.189596346,
0.46985692,0.18672046,
0.325962477,0.136778683,
0.33525454,0.141418065,
0.286706782,0.123456664,
0.270934245,0.116480645,
0.308531929,0.129918989,
0.393706546,0.162988311,
0.452678829,0.181309554,
0.232786523,0.100695796,
0.267880613,0.115476133,
0.336548882,0.140157019,
0.319215328,0.13426273,
0.29186521,0.123912946,
0.272076211,0.116164864,
0.294810205,0.12337265,
0.305162062,0.130120522,
0.219396002,0.094798454,
0.210519416,0.0911508,
0.300342588,0.125695771,
0.328808101,0.139088692,
0.371940807,0.154316199,
0.356265898,0.148769631,
0.230162736,0.100547392,
0.227497293,0.099207027,
0.268569918,0.116222848,
0.223617315,0.095447051,
0.26985845,0.113851474,
0.391486824,0.161475692,
0.266310725,0.113897308,
0.223645463,0.09717686,
0.351645005,0.145886545,
0.351383317,0.14414185,
0.350121782,0.144832657,
0.272593568,0.116458577,
0.186451612,0.081144796,
0.215218887,0.093079426,
0.274025166,0.118613237,
0.196271812,0.084630266,
0.300263966,0.125165816,
0.335133925,0.139041745,
0.28215893,0.120287236,
0.274096697,0.1176368,
0.218019838,0.094060294,
0.240367447,0.103606278,
0.27251841,0.117365235,
0.293366364,0.126107891,
0.27052404,0.113721254,
0.266260823,0.112237576,
0.343367523,0.143713013,
0.265881429,0.114600435,
0.278741782,0.118272086,
0.474330498,0.188245316,
0.431463141,0.1724368,
0.372510418,0.151913095,
0.198582471,0.086332462,
0.193477495,0.084437964,
0.224264655,0.095747263,
0.353260621,0.147959279,
0.433377057,0.169459458,
0.614403164,0.227520819,
0.387041117,0.157092834,
0.277165239,0.11864132,
0.294445769,0.125413654,
0.221921231,0.095490327,
0.207032155,0.089444775,
0.465731491,0.184163623,
0.373001845,0.153575889,
0.335653684,0.138170701,
0.343238722,0.14285382,
0.399554226,0.163656507,
0.345738718,0.143744596,
0.359652482,0.147523811,
0.67630946,0.251177959,
0.46920062,0.185450651,
0.38329589,0.157278409,
0.235144216,0.101811295,
0.193194291,0.08420984,
0.209439579,0.09007309,
0.470764822,0.185908867,
0.606982956,0.228518202,
0.8686484,0.30142763,
0.558181441,0.211433461,
0.342524606,0.143855013,
0.433538331,0.174793636,
0.300073767,0.126050866,
0.287581902,0.120759594,
0.399956449,0.163313877,
0.265090319,0.114899772,
0.391866744,0.15852567,
0.286369792,0.12202215,
0.460001538,0.185131974,
0.328582323,0.137500023,
0.444425173,0.177657497,
0.684432681,0.253874197,
0.57597409,0.220497574,
0.506642094,0.197509876,
0.362852761,0.148130766,
0.196728932,0.085288731,
0.244953027,0.10416045,
0.322555969,0.13603659,
0.415600184,0.163816689,
0.620359382,0.231323295,
0.446638735,0.17938343,
0.328674008,0.139120708,
0.343703431,0.144747738,
0.420842388,0.170320714,
0.60792012,0.225678777,
0.368584354,0.152027431,
0.270206991,0.117517535,
0.248340568,0.107779646,
0.233824457,0.10109967,
0.402717729,0.165303678,
0.287828319,0.122841041,
0.360836801,0.149651563,
0.509255676,0.199857058,
0.523287662,0.20411005,
0.551531069,0.211936243,
0.51808621,0.202139468,
0.333048883,0.139776011,
0.242363196,0.104443524,
0.270603108,0.117059622,
0.251388638,0.107050242,
0.308053431,0.128946941,
0.387289987,0.15806681,
0.467111993,0.185691162,
0.53469752,0.209170139,
0.472502838,0.189638772,
0.411283418,0.167587006,
0.29587777,0.127706317,
0.288130161,0.1241062,
0.362725773,0.150004484,
0.264759655,0.112504131,
0.308802669,0.130564844,
0.322091835,0.136886671,
0.24652027,0.107255929,
0.3356504,0.140197354,
0.546919874,0.210773829,
0.750724381,0.268017208,
0.549902562,0.210227988,
0.413827004,0.168769931,
0.346969501,0.14224924,
0.255218953,0.111279881,
0.224568354,0.094888832,
0.338807161,0.139558202,
0.398785884,0.161689628,
0.481631099,0.191405363,
0.485905799,0.193733168,
0.420694392,0.171841317,
0.41421606,0.166570063,
0.481388366,0.188683216,
0.589828884,0.223794777,
0.683601273,0.245514412,
0.365476102,0.150451541,
0.314244038,0.133547931,
0.344684399,0.145568553,
0.264816947,0.114426173,
0.372809285,0.15499673,
0.451935055,0.180670665,
0.481896132,0.189833383,
0.2583755,0.110725112,
0.283147456,0.120655924,
0.282617569,0.118679606,
0.293240413,0.125659925,
0.281606732,0.115535089,
0.465084917,0.185138341,
0.409581326,0.165747399,
0.326694859,0.138802472,
0.407990308,0.167825953,
0.307875355,0.130293549,
0.482893921,0.187268042,
0.573083026,0.218606038,
0.817670621,0.288487802,
0.75573943,0.266632866,
0.337066172,0.141372848,
0.294756668,0.126413234,
0.321570359,0.135302696,
0.436003107,0.173380591,
0.38175872,0.159067215,
0.361781638,0.149942181,
0.350789366,0.147251721,
0.338327738,0.14106474,
0.337894364,0.140572469,
0.583347248,0.219628266,
0.678944139,0.24658394,
0.218822218,0.094145863,
0.383198855,0.15891533,
0.368603802,0.153685561,
0.304547648,0.130866546,
0.350979553,0.147450661,
0.284531271,0.120241375,
0.308162286,0.129994197,
0.320491143,0.135911288,
0.430233572,0.173419308,
0.459654679,0.180794708,
0.371867748,0.154821038,
0.336680584,0.142421597,
0.263860661,0.112481425,
0.723133578,0.259148381,
0.496554727,0.197375273,
0.396741999,0.16220071,
0.419711267,0.171103673,
0.55166023,0.212039812,
0.507422351,0.197307129,
0.565808658,0.215420731,
0.568135773,0.214903764,
0.18220469,0.079421104,
0.302766409,0.129331891,
0.353079882,0.147151575,
0.32413132,0.138227116,
0.355347462,0.149476757,
0.361840759,0.151142136,
0.362010761,0.149511736,
0.296547428,0.126878792,
0.325667451,0.138761648,
0.342329405,0.143045611,
0.421078843,0.171409109,
0.463854273,0.185549114,
0.376740286,0.156354981,
0.621398483,0.227404841,
0.522501658,0.202949024,
0.365151455,0.149291482,
0.41772111,0.168024325,
0.451948809,0.181155252,
0.507687559,0.199414116,
0.383385897,0.157394827,
0.29709948,0.12763336,
0.168787175,0.073462068,
0.283827632,0.12040508,
0.368450807,0.151274415,
0.389475775,0.160871592,
0.435554893,0.17746875,
0.562654572,0.217643243,
0.42597466,0.171090392,
0.298287294,0.126216159,
0.432294288,0.172992242,
0.781229721,0.276447978,
0.616202624,0.228549693,
0.524585706,0.205220999,
0.674955323,0.248724794,
0.748813541,0.26640575,
0.565349825,0.213204198,
0.404615675,0.163006869,
0.509036594,0.197639833,
0.428165492,0.174298457,
0.449714295,0.181749936,
0.403103646,0.162417852,
0.253802626,0.110049371,
0.174979309,0.076085207,
0.282108963,0.119467628,
0.411533939,0.16618999,
0.427220885,0.1727695,
0.600584343,0.228657658,
0.764074685,0.27399664,
0.63924536,0.235328112,
0.4236145,0.171578066,
0.489331314,0.193403817,
0.814767937,0.2855087,
0.829138254,0.289675325,
0.518208421,0.203223471,
0.755096544,0.271351866,
0.749222481,0.265435562,
0.567047253,0.216111848,
0.535504694,0.206317271,
0.583425025,0.22203872,
0.36374524,0.152213414,
0.492728695,0.194415816,
0.331785261,0.136779839,
0.265236096,0.113870061,
0.168198567,0.073894203,
0.274992814,0.118183623,
0.355423384,0.147534353,
0.283804255,0.122331914,
0.336834778,0.141663488,
0.449173883,0.179318572,
0.660963616,0.243417611,
0.854090683,0.295878278,
0.545693984,0.210186502,
0.564132423,0.213976409,
0.51894143,0.199878497,
0.351491539,0.147866535,
0.365377715,0.150110262,
0.352684327,0.145475953,
0.340526145,0.142824365,
0.58861186,0.222245562,
0.853244571,0.297067412,
0.399533334,0.163998923,
0.487732993,0.192077918,
0.348961665,0.144525732,
0.256512736,0.110176791,
0.16955004,0.074543609,
0.311334405,0.132949108,
0.351719895,0.146862891,
0.288678487,0.124276566,
0.346504006,0.145940343,
0.387659278,0.159232976,
0.382522176,0.154353464,
0.656185375,0.240568358,
0.538625111,0.205116105,
0.311643579,0.132372482,
0.315207107,0.133479763,
0.336622674,0.142756574,
0.27708659,0.118432284,
0.266057419,0.115247442,
0.293144592,0.124816854,
0.461049247,0.181881126,
0.536759919,0.206807652,
0.263045725,0.113403386,
0.290239276,0.123674672,
0.321581535,0.135011928,
0.23802081,0.104416513,
0.194050185,0.085549091,
0.306374202,0.130279094,
0.37263462,0.154111225,
0.442044748,0.178063202,
0.531139676,0.206266273,
0.503007356,0.198261437,
0.232669571,0.099975777,
0.256806238,0.110776271,
0.294119345,0.126537804,
0.247009337,0.105454486,
0.299635537,0.126548278,
0.325430704,0.137659598,
0.447242856,0.179205922,
0.298612692,0.127579505,
0.301639436,0.127738229,
0.33093019,0.13754285,
0.338871267,0.139505088,
0.352265958,0.144890857,
0.658044751,0.242783831,
0.532520294,0.204248874,
0.405065316,0.165061704,
0.236436262,0.100053629,
0.340767026,0.141446923,
0.546079596,0.210248266,
0.712856661,0.260625071,
0.808345961,0.286611855,
0.796379895,0.28336342,
0.321100598,0.130827902,
0.252745022,0.109239826,
0.341620243,0.143334376,
0.303564487,0.127134896,
0.355789729,0.14652791,
0.323734541,0.137076568,
0.630203194,0.236525605,
0.315776792,0.132658656,
0.33630618,0.140700493,
0.341701407,0.139883947,
0.361584813,0.149417318,
0.590184019,0.221405301,
0.837927958,0.292737848,
0.719545584,0.258647841,
0.317395109,0.134311224,
0.218272609,0.093667215,
0.398807331,0.162103298,
0.673409961,0.24826326,
0.699938391,0.256953718,
0.75671,0.272578809,
0.867146723,0.300286361,
0.482349654,0.184019763,
0.538411082,0.203427608,
0.415746065,0.169388853,
0.411859017,0.165729184,
0.400949729,0.162731427,
0.356341669,0.149516108,
0.754595468,0.271385654,
0.495017962,0.194677656,
0.341459672,0.143110271,
0.293984436,0.122201384,
0.330680974,0.138828321,
0.385365415,0.154689938,
0.779121903,0.277460648,
0.644684114,0.237093852,
0.351034461,0.146354841,
0.233830243,0.100238639,
0.396661294,0.163624736,
0.600854853,0.228138598,
0.503345764,0.198387629,
0.541628038,0.210801602,
0.854325376,0.2962439,
0.851198513,0.294571016,
0.589226819,0.221450192,
0.356790097,0.150149538,
0.688768151,0.253120549,
0.543847199,0.210568257,
0.354367045,0.149092528,
0.790456347,0.280488498,
0.65693437,0.244791695,
0.430359918,0.174920268,
0.330463755,0.13770923,
0.348457124,0.146317415,
0.238043778,0.103104203,
0.392277789,0.158344153,
0.45261355,0.178103322,
0.365051962,0.150857107,
0.236002478,0.101690703,
0.374913745,0.15477408,
0.525473549,0.204115922,
0.376556289,0.156896547,
0.415689311,0.170868142,
0.666931313,0.245013963,
0.911695319,0.310675623,
0.872931753,0.302126632,
0.422333042,0.170773666,
0.433159297,0.173529275,
0.442522415,0.178507371,
0.368051119,0.153943932,
0.723460128,0.262905549,
0.609885612,0.23196817,
0.503898373,0.199325284,
0.361531874,0.148730156,
0.343348759,0.142458559,
0.222283218,0.096337563,
0.254865684,0.110050602,
0.300309103,0.127164199,
0.256213634,0.111042289,
0.284112913,0.12165817,
0.466470367,0.183740486,
0.696642263,0.251799742,
0.382322722,0.157217478,
0.678635601,0.249299533,
0.600859286,0.227509577,
0.672725215,0.246020024,
0.632382762,0.234809215,
0.512763038,0.199821905,
0.373629339,0.153689057,
0.431185789,0.173484255,
0.387684074,0.160102255,
0.331372327,0.139032049,
0.407089747,0.167148113,
0.39953497,0.163988337,
0.380725903,0.154768402,
0.341781148,0.141383613,
0.24574741,0.106127254,
0.30603314,0.129462769,
0.334906431,0.139068928,
0.274863241,0.118188765,
0.278032714,0.118002479,
0.483748939,0.189972965,
0.583583527,0.220536716,
0.371068802,0.153331159,
0.559744528,0.214835693,
0.567925958,0.217944311,
0.553990021,0.210468509,
0.393892714,0.162815033,
0.426854168,0.174084058,
0.387319638,0.158577998,
0.434385546,0.175187475,
0.461050185,0.185202662,
0.338718457,0.139883179,
0.341421108,0.143896975,
0.359162288,0.149240633,
0.437426645,0.175357687,
0.416030886,0.168359315,
0.423858718,0.167324214,
0.463096733,0.182238059,
0.392934619,0.156875305,
0.295882146,0.124601696,
0.267607999,0.113926282,
0.391141632,0.159987286,
0.459392632,0.182297589,
0.341608261,0.143090947,
0.342425248,0.144238458,
0.537867868,0.207383372,
0.494449656,0.189239651,
0.325518518,0.136969212,
0.400992832,0.165674033,
0.381233428,0.15770792,
0.502005146,0.198226874,
0.480446935,0.19177059,
0.728375196,0.264029953,
0.384738024,0.158813513,
0.427139974,0.174712124,
0.481037688,0.190427077,
0.610707499,0.227608617,
0.964809071,0.323568095,
0.915731661,0.310927344,
0.865814491,0.298087749,
0.625941862,0.233857464,
0.324376717,0.134359187,
0.392507586,0.162577655,
0.412816843,0.169050306,
0.439822078,0.177858718,
0.568543801,0.218413577,
0.791325761,0.280479201,
0.473466938,0.182331496,
0.3804974,0.155625691,
0.543497811,0.212002104,
0.493369016,0.196409624,
0.567852526,0.219390053,
0.528857725,0.20768477,
0.551717965,0.210615194,
0.372894647,0.1541305,
0.434721164,0.177288372,
0.504922101,0.19950026,
0.666760376,0.246426586,
0.979659713,0.327448956,
0.935401955,0.315720002,
0.929788895,0.314451024,
0.819726182,0.289079252,
0.665764685,0.247276584,
0.643096646,0.239496766,
0.555236848,0.213646082,
0.569236401,0.219938606,
0.731660781,0.26506212,
0.859193712,0.298864626,
0.491653685,0.191480746,
0.391749393,0.161626973,
0.465219721,0.187404061,
0.504290667,0.198953493,
0.615393999,0.233029358,
0.526560052,0.206639596,
0.325645975,0.135989238,
0.329727746,0.138169014,
0.413479807,0.169120797,
