Cire_CD,NDRE_CD,Predicted_Huber,Predicted_M-estimators,Predicted_Linear Regression,Predicted_Ridge Regression,Seed_Method 1,Seed_Method 2,Seed_Method 3,Seed_Method 4
0.458969275,0.185192467,8.041004956112989,8.094464045993174,8.164194607429208,8.086765575996202,8.073937710196988,8.084353567834297,8.068867761547695,8.062388592065062
0.576811759,0.220780522,9.808149011406927,9.860805231641649,9.897260769736645,9.839737525343898,9.836015904704011,9.844401040155024,9.832896391276474,9.829211499500815
0.529403262,0.204466226,8.998478567896212,9.046946504176743,9.090372880888433,9.052786525973977,9.02763917588737,9.033821208192842,9.026303937209951,9.017865742408425
0.418523693,0.166932585,7.1355863558738895,7.175664719716314,7.237394210049345,7.237726819537235,7.168004696810497,7.16997535405383,7.170041875951408,7.151617701410859
0.2734882,0.115762628,4.596281869894076,4.6207006770995305,4.699707698818809,4.77866500944781,4.632188408903559,4.625513618200932,4.641305080326732,4.606049392776258
0.352600319,0.147239599,6.157674655219916,6.198689329418903,6.27972635456964,6.26590551613803,6.193007313506396,6.196440131059506,6.193675963373185,6.1740805248995105
0.370438907,0.152839265,6.435683903241996,6.477056996571454,6.553739543648611,6.539958901874479,6.470328895144743,6.473775613988629,6.471019485633803,6.452233140573779
0.349201996,0.145674507,6.080073756747745,6.119894447289595,6.2001600701816315,6.193304726781368,6.11535169225705,6.118028261124169,6.116657192444117,6.096002032964485
0.364989147,0.152301411,6.408740844088884,6.452653871219615,6.534434686812654,6.504229896192674,6.44403304171086,6.449249172129394,6.443208214005399,6.426306054941176
0.28597336,0.121649395,4.8881423879381405,4.917256696945362,4.999537102709763,5.050990256089586,4.924300938932614,4.920611339044992,4.930901969720957,4.89978811154103
0.421010212,0.168391942,7.207900851398782,7.24956258773131,7.3128658896779095,7.303705401494006,7.240476331135976,7.243475466770992,7.241643369134211,7.224565545931793
0.648094881,0.240994312,10.812154989217856,10.861358469133165,10.87346617488681,10.846363527203781,10.836468005557936,10.841638444322005,10.836217914785399,10.83183638118398
0.555403265,0.215473106,9.54436016252918,9.599777821772705,9.645998263519482,9.568656546892218,9.573578908837572,9.584083963462474,9.56861562013702,9.56652722622659
0.378823145,0.15662447,6.623373781903424,6.667520635278127,6.745861748479609,6.715961501235333,6.6581254065066435,6.663322773899807,6.6573427244509515,6.641032523253305
