Cire_CD,NDRE_CD,Seed
0.458969275,0.185192467,8.073937710196988
0.576811759,0.220780522,9.836015904704011
0.529403262,0.204466226,9.02763917588737
0.418523693,0.166932585,7.168004696810497
0.2734882,0.115762628,4.632188408903559
0.352600319,0.147239599,6.193007313506396
0.370438907,0.152839265,6.470328895144743
0.349201996,0.145674507,6.11535169225705
0.364989147,0.152301411,6.44403304171086
0.28597336,0.121649395,4.924300938932614
0.421010212,0.168391942,7.240476331135976
0.648094881,0.240994312,10.836468005557936
0.555403265,0.215473106,9.573578908837572
0.378823145,0.15662447,6.6581254065066435
0.362742618,0.151011258,6.379968485265104
0.339922597,0.142585038,5.96229540392599
0.285770784,0.122719442,4.977624431806708
0.361342901,0.15060818,6.360016743113078
0.534822938,0.204032463,9.005536127821845
0.832062569,0.291211369,13.321259935269625
0.745356211,0.268392749,12.19245513779661
0.343175007,0.144049819,6.034967300255641
0.393018744,0.160354713,6.842653288320001
0.385883004,0.156363776,6.644494114344473
0.413859084,0.165691234,7.106592047358246
0.315784957,0.133275743,5.500751762459794
0.300349071,0.127034851,5.191267742520285
0.634514121,0.23645537,10.611598182887597
0.461729699,0.181943905,7.911856693584744
0.358973478,0.14962155,6.311083578141815
0.293438569,0.125476655,5.114276365294806
0.43284714,0.172680332,7.453024003320732
0.697839584,0.255843612,11.571651801206768
0.448297686,0.179571955,7.794923216209498
0.318278265,0.134994931,5.58616640459714
0.371499706,0.153083287,6.482388121404372
0.405213991,0.163873209,7.01681553681676
0.368738196,0.153333278,6.495093732293396
0.330310082,0.139879343,5.828387452376112
0.314030916,0.131732605,5.424039643891903
0.441322071,0.177195284,7.677164991238428
0.538034554,0.207543772,9.180160695376694
0.302815881,0.128817903,5.279866225497171
0.248983086,0.107257045,4.21071568985332
0.310745436,0.130178995,5.346945700646479
0.370282398,0.151708595,6.414018223324456
0.292282975,0.12470634,5.076008212767777
0.211199895,0.091627811,3.435586772489449
0.407909213,0.163387362,6.992366679430146
0.36953969,0.152285981,6.442848853081386
0.340730427,0.142648142,5.965365197973887
0.254292008,0.109959248,4.3448426696062805
0.367113192,0.152954536,6.47637487386537
0.639237692,0.240163937,10.795911204204222
0.389275118,0.160944927,6.87239698204194
0.327197832,0.137348722,5.702607336788801
0.366251337,0.151225058,6.390298652855815
0.352749144,0.146900212,6.176086968753941
0.312983417,0.132667455,5.470705376439409
0.30982615,0.132332802,5.45432275555297
0.253934113,0.109593195,4.326640214350263
0.263503086,0.11369463,4.530081716940356
0.466928206,0.183358619,7.981856765531115
0.312145964,0.130344978,5.3550863476479345
0.274779928,0.11643703,4.665666170136541
0.343793015,0.143608346,6.01291864024401
0.325250896,0.135187195,5.595107435828852
0.266952498,0.114583295,4.574036080619896
0.237807899,0.103338703,4.016541740294455
0.36899169,0.152348985,6.446037473679881
0.536526382,0.207065588,9.156477409099164
0.323027724,0.136588975,5.665140906576301
0.24683144,0.106620583,4.179206454833334
0.298856364,0.126088568,5.144264428462025
0.336262332,0.139695957,5.818708443535005
0.332506036,0.141346898,5.901294007741538
0.430370053,0.174746463,7.556175680019383
0.461515532,0.185163968,8.072285504065729
0.405637658,0.167033454,7.174206235861234
0.414751025,0.168454763,7.244177354593459
0.424473327,0.172061742,7.422973251487302
0.267104845,0.113923739,4.5411660150156745
0.265039866,0.112989393,4.494809606566948
0.353976488,0.144768058,6.069760439822203
0.470712745,0.187266918,8.17620529707895
0.333107486,0.13768142,5.718641233033361
0.506838592,0.195918601,8.603894918558908
0.483318498,0.189289812,8.275825803255128
0.422131413,0.170175349,7.329215373410667
0.263265765,0.112151845,4.453248683430943
0.293256977,0.124305173,5.055934911148855
0.40493205,0.164851649,7.065582822583584
0.347124905,0.145770242,6.12031045557142
0.250725253,0.107273691,4.211385833118055
0.311090326,0.129149323,5.295620515705501
0.303096419,0.127688043,5.22355599517862
0.330076497,0.140124691,5.840630931216565
0.480261804,0.191334556,8.37796500151417
0.677889342,0.25106295,11.33532219201339
0.606927367,0.230635873,10.324215753353572
0.626442247,0.236034802,10.59138443695548
0.59314674,0.223573814,9.973673685779188
0.3170862,0.132278731,5.4509662241115935
0.285988786,0.120709985,4.877502291533672
0.297529694,0.125629269,5.121505335185633
0.30466629,0.12834448,5.256113421079665
0.276412183,0.116452204,4.66627302154544
0.559964172,0.210401031,9.32049415231828
0.609396627,0.22745736,10.165650854914373
0.445068299,0.17765602,7.699774726665823
0.284343124,0.120510667,4.867723427213594
0.312206536,0.130214312,5.348571616037296
0.268150887,0.11431548,4.560585294081738
0.402820899,0.163763462,7.011566954200656
0.367405379,0.150761147,6.367083283085505
0.411758,0.164704436,7.057626009899401
0.429788158,0.173498606,7.494066116003199
0.399210505,0.164966128,7.071808123460938
0.548196651,0.212827446,9.442441938938826
0.732522285,0.265103229,12.029757779035307
0.680000726,0.251057988,11.334882205392088
0.633030933,0.238405843,10.708897532864107
0.564789102,0.216370331,9.61741760694643
0.369909554,0.15092544,6.375038961859081
0.231464975,0.09975252,3.8384732187402295
0.366060143,0.149200913,6.289482187462797
0.233205319,0.099728009,3.837093269314481
0.27385734,0.116099859,4.648954053139139
0.485303115,0.190316667,8.326797937978446
0.445216073,0.175508918,7.592802136011867
0.410636173,0.16661814,7.153060693600928
0.354338744,0.147065535,6.184177472305218
0.351219933,0.144404997,6.051926067238719
0.274170075,0.115493582,4.61872346506917
0.642617502,0.239163661,10.745773262758238
0.696152648,0.256363158,11.597687321276242
0.659984477,0.245270146,11.048385384126428
0.523696863,0.204560447,9.032853930011251
0.382758084,0.158978451,6.775030976764634
0.39783374,0.164200232,7.033780302220124
0.593115207,0.224007802,9.995295922119137
0.595423946,0.22527585,10.058253624798935
0.720058401,0.260726451,11.81286425951336
0.380360462,0.157876676,6.720364373704103
0.400394931,0.164766636,7.061762160723145
0.304935123,0.128767651,5.2771693744362755
0.505441975,0.195091507,8.5628202972386
0.300370226,0.124402437,5.060130623238163
