Cire_CD,NDRE_CD
0.497656941,0.196310881
0.53062383,0.20559728
0.329089703,0.137156733
0.332087363,0.139481004
0.34603397,0.143885696
0.40797128,0.165622496
0.327421611,0.138213894
0.346651728,0.146652183
0.467180169,0.188087561
0.478713334,0.190454859
0.695019171,0.256992282
0.742136617,0.269458332
0.579725279,0.22081756
0.337439212,0.141771045
0.341464815,0.143852176
0.467287134,0.185613184
0.93303069,0.314889542
0.463772257,0.185063696
0.337685572,0.14262929
0.5391321,0.207775581
0.428495108,0.174364017
0.408378376,0.166426067
0.673071572,0.248601916
0.862361168,0.29915547
0.93199371,0.31483198
0.877596355,0.300665882
0.705709423,0.259234759
0.777164081,0.278183923
0.711762089,0.259250397
0.734248607,0.265605541
0.356164161,0.149719251
0.35887379,0.14961422
0.377334103,0.154709257
0.285589715,0.121412613
0.211698529,0.093301068
0.372882561,0.151860112
0.647265692,0.241311461
0.466209594,0.186288737
0.355891905,0.149887551
0.409168742,0.167960334
0.319095597,0.134780373
0.51675655,0.203186484
0.596047741,0.226849782
0.341912233,0.143447146
0.302781359,0.129935942
0.317815276,0.135673968
0.32983774,0.139680591
0.838979372,0.290524506
0.41684724,0.169868766
0.321666827,0.13695539
0.554037276,0.212805722
0.435248892,0.176767408
0.405985972,0.167345461
0.47278202,0.189328445
0.665428784,0.247044781
0.816285223,0.286937197
0.723140033,0.26311794
0.735617189,0.267688601
0.778365625,0.279006402
0.664561318,0.247354589
0.730068616,0.266149674
0.195648886,0.085811243
0.251040753,0.109441826
0.241606551,0.105245344
0.26915732,0.116501539
0.18997466,0.084237271
0.479399822,0.188000825
0.752032506,0.271299438
0.634508267,0.239319431
0.440951122,0.178078681
0.374983491,0.156445019
0.33593509,0.141713198
0.419954539,0.171902171
0.583089315,0.224152354
0.606104098,0.229386175
0.377758996,0.15651462
0.310635523,0.132573701
0.293240506,0.12672779
0.832797823,0.288979594
0.500388362,0.195536783
0.330751984,0.140528162
0.388400777,0.161216212
0.386858291,0.160815106
0.388279324,0.161139166
0.385962476,0.159960113
0.549118246,0.213950922
0.762131377,0.273381611
0.726605002,0.264500819
0.626253085,0.237070851
0.66334961,0.24735614
0.672618854,0.249189153
0.71823441,0.262731653
0.210832061,0.093279479
0.21780472,0.096794399
0.221363731,0.096114077
0.411833529,0.167618838
0.260727021,0.111495035
0.386603015,0.156451802
0.769926916,0.274198991
0.662678339,0.245461573
0.500902511,0.198466837
0.449433678,0.181361609
0.361559269,0.151668932
0.442025463,0.179743247
0.70142148,0.258365527
0.71197227,0.25917387
0.523249233,0.203650472
0.317184827,0.13402888
0.383827101,0.160135998
0.449611606,0.181205779
0.392616694,0.161947351
0.329260861,0.138726786
0.333259302,0.14153042
0.370130126,0.153873034
0.427045589,0.174032826
0.472878946,0.18710397
0.596379426,0.226559993
0.578309683,0.220133543
0.500977674,0.197791436
0.532057772,0.209196777
0.585158974,0.223433684
0.7052891,0.25713158
0.76662715,0.274613019
0.282114832,0.121746926
0.245057511,0.107257484
0.267552221,0.113132718
0.490467596,0.194617014
0.478593618,0.189472416
0.41830556,0.166964514
0.49054512,0.192939463
0.400031935,0.163819731
0.375033666,0.156103889
0.384542013,0.160174102
0.368863874,0.154292624
0.554925213,0.214619913
0.764695662,0.274952952
0.688847668,0.252823063
0.464367727,0.185588536
0.346173099,0.144908382
0.32989165,0.140162251
0.41390386,0.169142334
0.382149252,0.158504615
0.316472826,0.135500073
0.363544694,0.152223498
0.538923805,0.20757877
0.480848853,0.191583535
0.544978039,0.210100589
0.666618751,0.247205327
0.68271657,0.249899562
0.48941572,0.193712221
0.52919452,0.208225161
0.563571472,0.217266032
0.637114397,0.237744433
0.766069687,0.273999255
0.47196728,0.189255247
0.376755184,0.155199732
0.384313477,0.157475837
0.36360043,0.152132175
0.326320377,0.138924375
0.59340646,0.225035877
0.406529387,0.164235362
0.447368687,0.179696537
0.46064538,0.182797515
0.492926734,0.194152584
0.55605759,0.215002473
0.551919265,0.21448906
0.647394615,0.241854797
0.543909328,0.211328168
0.664087115,0.245471699
0.786367619,0.277953207
0.489750526,0.19109418
0.521753945,0.204330709
0.667493047,0.244700397
0.640004019,0.236625576
0.409066358,0.168746766
0.521901433,0.204026782
0.58117421,0.223260318
0.589866708,0.225270426
0.750218756,0.269762561
0.824207012,0.288486966
0.647621159,0.241046525
0.690672897,0.255413367
0.617625325,0.233499069
0.61334341,0.231048557
0.774703655,0.277102575
0.553370396,0.211520925
0.416996356,0.169471825
0.367435376,0.151782792
0.449467654,0.181317883
0.573809609,0.218730042
0.475166702,0.19074371
0.369746383,0.154977884
0.325613582,0.138575715
0.595796822,0.226593608
0.651603897,0.243099079
0.484109979,0.191910108
0.470576208,0.188636004
0.466924529,0.187602357
0.408878173,0.168146429
0.670475292,0.248800659
0.807387771,0.28587987
0.58366623,0.223070432
0.568444381,0.2184827
0.73861237,0.265715264
0.83141172,0.289762543
0.424851471,0.174212582
0.413853891,0.169845456
0.479940463,0.192193542
0.796802714,0.281424673
0.841493404,0.294798591
0.727943378,0.264315578
0.724928447,0.264370277
0.698081803,0.257008106
0.695790005,0.256594876
0.640390612,0.239366119
0.750640905,0.271831388
0.309387127,0.13169912
0.31752709,0.134083942
0.359056697,0.149884682
0.384195158,0.16016023
0.661974285,0.245580556
0.405109578,0.166458905
0.558810454,0.212075282
0.571499538,0.217207656
0.491614272,0.195671159
0.509951171,0.201244122
0.504870293,0.199073033
0.467310191,0.187671959
0.407057523,0.168296461
0.338501478,0.143388838
0.391735459,0.161949355
0.422134349,0.171954338
0.372649505,0.154967599
0.536911771,0.208535398
0.669939798,0.249419588
0.762019469,0.27395253
0.512077796,0.20163389
0.422191611,0.172166288
0.437933568,0.17724293
0.671806222,0.248693629
0.71158242,0.259558146
0.553091696,0.214888341
0.640482554,0.239433381
0.668793764,0.248617804
0.616152723,0.232863255
0.615798596,0.231639803
0.760238242,0.273833313
0.318148557,0.136028841
0.263184911,0.114523801
0.318103184,0.134373264
0.391233455,0.162940308
0.582541928,0.222242809
0.383731758,0.158451726
0.707812755,0.252563021
0.687516532,0.250298967
0.46852316,0.188708292
0.507702169,0.201175499
0.550574315,0.213932134
0.529398408,0.206953438
0.511879308,0.200791682
0.486219176,0.190971976
0.392439278,0.162045259
0.321764623,0.137861267
0.343871263,0.145788035
0.386782579,0.16040134
0.547743051,0.213278772
0.660275529,0.246595734
0.714892053,0.260316835
0.636690145,0.235982941
0.489921794,0.194061454
0.629866369,0.23637691
0.750618466,0.269366461
0.538946697,0.209373098
0.600981072,0.22814783
0.631832063,0.237775314
0.551947474,0.213150467
0.545640371,0.210249012
0.707932998,0.259547249
0.290921599,0.125185606
0.307825085,0.13040684
0.381657044,0.157910407
0.398563374,0.165213808
0.550196917,0.212983341
0.556176888,0.213065641
0.863003457,0.296597899
0.680721245,0.248358197
0.611088784,0.232338054
0.503618296,0.199411597
0.475952153,0.191115501
0.529671209,0.208146842
0.641885261,0.239482841
0.707330022,0.257596376
0.590602162,0.223677306
0.397299452,0.164870334
0.400387002,0.165659005
0.307206025,0.130566353
0.43164595,0.175213347
0.477790881,0.191118087
0.570845768,0.219472833
0.555152354,0.213843278
0.469527528,0.187173005
0.618107673,0.231931281
0.770755122,0.274737378
0.6052363,0.229948601
0.611146423,0.230483867
0.682459944,0.252347722
0.574652831,0.220536524
0.550984219,0.211833631
0.698753584,0.257208786
0.282162303,0.120849887
0.295884499,0.125131986
0.328277833,0.138076385
0.479215474,0.19142755
0.662712366,0.245616136
0.771296276,0.276413674
0.836794983,0.29375793
0.562936322,0.218042426
0.619393689,0.23488662
0.584613091,0.224299479
0.678976739,0.251503512
0.638986173,0.241105017
0.572269696,0.220815698
0.408565242,0.167509661
0.472879987,0.189998764
0.403040305,0.166689794
0.426205835,0.174177998
0.283823049,0.121041262
0.409888262,0.16768906
0.428919807,0.175550115
0.571935569,0.220286092
0.624027969,0.234466844
0.573703701,0.219775104
0.668176332,0.244875815
0.784784128,0.277679723
0.65690466,0.244883947
0.546842533,0.212166991
0.610564907,0.232543663
0.628730647,0.236778674
0.60747656,0.229524521
0.711116125,0.26133496
0.454567426,0.181348475
0.364632086,0.149914011
0.289490145,0.123985847
0.362489343,0.151543097
0.592776321,0.224616375
0.753983574,0.271253076
0.909295127,0.31123822
0.56785638,0.219348632
0.539501117,0.210892739
0.583362183,0.223431337
0.582614963,0.223028547
0.50777953,0.200717073
0.43045197,0.175904487
0.395271342,0.163350618
0.466090028,0.187797934
0.358432103,0.151017019
0.359508831,0.150974419
0.281271841,0.121418743
0.370811423,0.154562562
0.379852528,0.158443036
0.462980507,0.185944547
0.577793549,0.221884187
0.55283648,0.214597914
0.51591247,0.200929273
0.714546849,0.259088946
0.543387382,0.212289117
0.486672027,0.194254396
0.634269909,0.239501659
0.720406606,0.262707324
0.678527686,0.251297538
0.723345271,0.264814256
0.786750154,0.280947065
0.528815598,0.202859624
0.260700041,0.114150636
0.25579888,0.112510027
0.305850862,0.131303342
0.595389211,0.220256659
0.989078173,0.328483886
0.663604916,0.246900782
0.54480205,0.212690705
0.773271474,0.275656699
0.558447208,0.215975195
0.444455856,0.180557182
0.441130747,0.179064183
0.443011277,0.179520562
0.60959195,0.231016285
0.473483656,0.189698681
0.379182168,0.157393072
0.310213143,0.132625809
0.361854861,0.15218722
0.364820162,0.15301136
0.453426147,0.182252431
0.593396944,0.225843646
0.474414329,0.189653532
0.446181533,0.179992553
0.628601751,0.236313158
0.551865961,0.214535877
0.586060316,0.224364898
0.601461413,0.22948541
0.70095078,0.255139433
0.684970728,0.252060783
0.674075476,0.251081281
0.672795457,0.249235245
0.37872332,0.154278579
0.280400479,0.12142091
0.256891661,0.112756931
0.28982362,0.124242925
0.522746727,0.20051355
0.917334131,0.311567093
0.533130036,0.207238808
0.457122291,0.184491356
0.750929464,0.270412256
0.673653685,0.250472586
0.558324739,0.215594782
0.609807842,0.231010696
0.542841502,0.210297443
0.612378147,0.231688568
0.688335901,0.254860596
0.577700332,0.22091188
0.282916174,0.121609155
0.321328289,0.137471812
0.341690287,0.143760792
0.365591509,0.152420468
0.412397837,0.167509992
0.339173038,0.143455685
0.370874154,0.154377651
0.537631831,0.208945189
0.520794019,0.204167247
0.541367883,0.210973268
0.534913325,0.209040292
0.624156968,0.234209713
0.612015736,0.23041218
0.597087737,0.228796096
0.424443419,0.172697891
0.300557133,0.125357431
0.348625756,0.144633241
0.433588352,0.173024379
0.384389355,0.158104522
0.452952988,0.180772018
0.585713278,0.220127797
0.40231041,0.166432201
0.398627134,0.165019387
0.671450933,0.24875938
0.624102015,0.236328214
0.429282093,0.175341446
0.552565427,0.21388694
0.666729889,0.247506732
0.617950501,0.234825752
0.584268585,0.224876774
0.493312113,0.196039799
0.266043369,0.113457825
0.287978349,0.124148422
0.305641556,0.13058714
0.352844686,0.148242258
0.43125336,0.174903052
0.556465432,0.21300278
0.446976221,0.18024051
0.615629682,0.23289316
0.590375902,0.225676297
0.538488107,0.210159482
0.517041028,0.203928606
0.625600464,0.235427465
0.611821625,0.230440829
0.679900441,0.25216539
0.38400699,0.159333493
0.351153102,0.14544777
0.690835306,0.252282416
0.794090098,0.282824489
0.580091101,0.221667907
0.410517765,0.168289739
0.363059931,0.152164279
0.471453941,0.188750064
0.490437125,0.195265376
0.644147807,0.239432714
0.687637635,0.251664666
0.487690929,0.195046796
0.441107658,0.179654037
0.594066844,0.228075897
0.679589791,0.252442953
0.623711601,0.236485857
0.704935659,0.25760983
0.36411998,0.149838134
0.412390791,0.169330369
0.342794767,0.145430181
0.391830486,0.162903443
0.516180969,0.203256771
0.839716437,0.293193828
0.583455935,0.224023067
0.629542459,0.237565004
0.625856736,0.236618463
0.533814425,0.209016335
0.668972519,0.249329012
0.73023498,0.265735394
0.537227905,0.209409415
0.658434164,0.246901781
0.492243191,0.195307096
0.332274227,0.139697849
0.637550003,0.237611075
0.715739265,0.262114151
0.574771927,0.220803283
0.42610344,0.173868455
0.433079954,0.176262902
0.547323568,0.210668239
0.642118542,0.240240717
0.684082247,0.25156413
0.672950209,0.248758209
0.507032295,0.200971351
0.522032709,0.205453012
0.633044496,0.239264304
0.705568204,0.259743006
0.736177999,0.267740497
0.845237883,0.294932169
0.47872361,0.187590079
0.3066696,0.132133276
0.33850809,0.143868714
0.600671297,0.227738859
0.51674014,0.202316108
0.661493572,0.243164421
0.548053787,0.213461598
0.597886791,0.228465096
0.594119633,0.227399805
0.514744099,0.202744524
0.710547358,0.26041383
0.755465896,0.272114172
0.570011636,0.218717543
0.707522399,0.260453677
0.407634728,0.167084235
0.187008248,0.083067679
0.348274385,0.146449023
0.40279813,0.165628275
0.392525577,0.161893163
0.421989349,0.171985512
0.658415803,0.244967001
0.779640948,0.279064519
0.594015151,0.226352721
0.506649621,0.200040449
0.55057632,0.213866475
0.519495764,0.203883519
0.574374007,0.220732152
0.640488763,0.240517078
0.739759958,0.26835556
0.816899914,0.288227834
0.868035119,0.300289933
0.619945804,0.234169976
0.394638297,0.163088585
0.322907231,0.136179701
0.426850193,0.166327961
0.514194611,0.198988016
0.390993185,0.16217297
0.588063343,0.224471219
0.565321148,0.217693004
0.532269807,0.208459613
0.506884185,0.200155509
0.79244433,0.281031462
0.758747084,0.272089479
0.60656963,0.228980752
0.726786742,0.265352958
0.326844115,0.138762222
0.229520323,0.100539523
0.271835231,0.118058204
0.281592939,0.122242581
0.378821461,0.15707796
0.465412587,0.186188889
0.591474541,0.224404884
0.684781932,0.252909659
0.528759969,0.207920636
0.505229641,0.200231032
0.494316865,0.197211692
0.649886539,0.243777808
0.449798867,0.177615369
0.458049304,0.183577109
0.65564173,0.245272656
0.842059063,0.294407987
0.896374623,0.307289265
0.679902138,0.248983304
0.52232913,0.2053543
0.336838369,0.142673913
0.658250768,0.244968171
0.596227401,0.223692913
0.350324892,0.146454595
0.526397489,0.202663113
0.538122012,0.209043882
0.641938555,0.239974052
0.596605829,0.227449652
0.890605196,0.305404047
0.910557409,0.309318242
0.758370146,0.271471398
0.655945397,0.245323203
0.299344841,0.128610032
0.359833848,0.148950335
0.528102775,0.206140482
0.347398873,0.145823198
0.433760829,0.175030022
0.671089703,0.248068934
0.323885916,0.136572153
0.446006776,0.18032398
0.597559879,0.228854258
0.63661553,0.240092909
0.63974632,0.241447296
0.515779347,0.203336727
0.394072178,0.162515837
0.332585243,0.140932939
0.505122062,0.199920796
0.559365497,0.215202457
0.690419184,0.253170372
0.715859299,0.259649521
0.619647028,0.231459883
0.332576137,0.141517915
0.681832351,0.250854478
0.675861291,0.249089745
0.443787295,0.177680707
0.444757049,0.177288582
0.59436793,0.22523865
0.823374582,0.288639292
0.655540395,0.245201371
0.792904171,0.281501475
0.818806923,0.286966457
0.756648567,0.271175434
0.75448738,0.272521959
0.525012978,0.204960287
0.414057353,0.166504078
0.544133554,0.210520406
0.316649223,0.135173725
0.529039617,0.206695656
0.711968528,0.261053488
0.638542384,0.237797697
0.541685684,0.210548549
0.599215234,0.228687602
0.584009577,0.223906572
0.634122186,0.239612175
0.51467896,0.203474412
0.476149028,0.191116185
0.467537946,0.188118851
0.407952165,0.168201728
