Cire_CD,NDRE_CD,Predicted_Huber,Predicted_M-estimators,Predicted_Linear Regression,Predicted_Ridge Regression,Seed_Method 1,Seed_Method 2,Seed_Method 3,Seed_Method 4
0.343099835,0.141389091,5.867798579,5.902143201,5.976284826,6.00257767,5.902428499,5.901516446,5.906775015,5.881536428
0.296639537,0.124531428,5.03132341,5.059599002,5.13777816,5.195778299,5.066897052,5.062510817,5.074110845,5.042633647
0.407726626,0.164265506,7.003024869,7.044517702,7.111202951,7.101405504,7.036128591,7.039182977,7.037223488,7.019622002
0.553254928,0.211761153,9.360692577,9.409205381,9.446191711,9.411349796,9.388862054,9.394771885,9.387803502,9.380097699
0.388882978,0.159452076,6.763824835,6.807427798,6.882252296,6.856995901,6.798065576,6.802771364,6.797720085,6.78126602
0.444616097,0.179000893,7.733953931,7.783316053,7.85113382,7.797264631,7.766811626,7.774666651,7.763892814,7.75369878
0.450346631,0.17992262,7.779894805,7.827390684,7.890991728,7.8494091,7.812204691,7.818737748,7.810421222,7.798893157
0.404079178,0.165974289,7.087277744,7.135143722,7.211887286,7.162149301,7.121585647,7.128952745,7.119005148,7.106424135
0.473611928,0.18905272,8.232807374,8.284897672,8.348688825,8.281594195,8.264901291,8.274215268,8.260796343,8.253643493
0.588316004,0.224664526,10.00092418,10.05442764,10.08895113,10.02763744,10.02844924,10.03725578,10.02499304,10.02232556
0.540230597,0.209855154,9.265618023,9.318799123,9.365976058,9.300566064,9.29510296,9.304303015,9.291221016,9.286890463
0.445278209,0.178553254,7.711863899,7.759758634,7.825308974,7.780613393,7.744451776,7.751316071,7.742376955,7.731021793
0.379174002,0.155841359,6.584677061,6.626813173,6.702198987,6.684798707,6.619082252,6.622929086,6.619449029,6.601531506
0.37205353,0.15457433,6.521574195,6.565754209,6.645988416,6.615024944,6.556614696,6.561920044,6.55572735,6.539246201
0.512728276,0.201721841,8.861717338,8.91547503,8.970971291,8.898504652,8.892448772,8.902383321,8.887889993,8.883220415
0.351375679,0.144824932,6.038207937,6.074611812,6.149425404,6.164010914,6.072831144,6.073192787,6.076109889,6.052769487
0.523015151,0.204877319,9.018393905,9.072191916,9.124940501,9.053527607,9.048701338,9.058532528,9.044249949,9.039913109
0.299102479,0.126961973,5.151654713,5.183723775,5.266626321,5.301439956,5.187751117,5.185873206,5.192835933,5.164482338
0.548959287,0.21197213,9.370847996,9.422797101,9.46584179,9.409169427,9.39976425,9.408028941,9.396694469,9.391627638
0.438370711,0.175397802,7.55540566,7.600931726,7.664996936,7.634098752,7.587891917,7.593258038,7.587078401,7.573616086
0.354451466,0.147586764,6.17495838,6.215481829,6.295315475,6.284772095,6.210132496,6.213213006,6.21110433,6.191167759
0.562952128,0.213616853,9.453066519,9.499089812,9.529891398,9.511699493,9.480419292,9.484539647,9.480901266,9.471475836
0.60577746,0.227943003,10.16414296,10.21302127,10.2362056,10.20575499,10.19017392,10.1956629,10.18957278,10.18369428
0.385965642,0.157672312,6.675640828,6.717233474,6.789994446,6.776821258,6.709672027,6.713068978,6.71043434,6.692277887
0.321234695,0.135367576,5.568673298,5.604480885,5.686665274,5.701125159,5.604459958,5.604804349,5.607696326,5.582996333
0.340744955,0.141739385,5.884966876,5.921725315,5.999941938,6.010984031,5.920093629,5.920827342,5.92303576,5.899670251
0.373115662,0.151355158,6.362477311,6.398653601,6.467215485,6.48596555,6.396152839,6.396086647,6.39983666,6.376947827
0.455814448,0.181577974,7.862091431,7.909559297,7.971629543,7.93091329,7.894167788,7.900612806,7.892469556,7.881078577
0.340982053,0.142369765,5.916149899,5.954168966,6.034113771,6.03737697,5.951474713,5.953049347,5.953701987,5.931357526
0.415592553,0.168832805,7.229350431,7.275740844,7.347246438,7.308107732,7.262932886,7.269166277,7.261338536,7.247906596
0.378144849,0.154298879,6.508346326,6.547707163,6.619426678,6.619087386,6.542336719,6.54433869,6.544270831,6.524090661
0.352842879,0.148166984,6.203542809,6.246485263,6.330197789,6.304466082,6.239183371,6.243903664,6.238757323,6.220719791
0.327045836,0.138427888,5.720357128,5.759073864,5.843810995,5.840986561,5.756380479,5.758598759,5.758033872,5.735843823
0.415254309,0.168194048,7.197746728,7.242927281,7.312804473,7.281117369,7.231143732,7.23657147,7.23023405,7.215818949
0.557787094,0.210778634,9.3124051,9.355575768,9.383728817,9.382552971,9.339503459,9.341779577,9.341544408,9.329673367
0.924060929,0.314429333,14.46071722,14.48566383,14.38802378,14.54614902,14.46947504,14.45490984,14.48653489,14.47069586
0.642608114,0.239511929,10.73850933,10.78814461,10.80236254,10.77188986,10.76312329,10.76865232,10.76255778,10.75836344
0.454261349,0.181712173,7.868626866,7.917467973,7.981914705,7.932495134,7.900994808,7.908378821,7.898494907,7.888163308
0.388837801,0.159388721,6.76068948,6.804180455,6.878858006,6.854289593,6.794913637,6.799545027,6.794631344,6.77808587
0.42710495,0.173953878,7.483290364,7.533316863,7.606854417,7.54665083,7.516990765,7.525512449,7.513471732,7.503300963
0.593000132,0.226414684,10.08775785,10.14198742,10.17626631,10.11104828,10.11520661,10.1244399,10.11139629,10.10944968
0.369984302,0.154289892,6.507377867,6.552341062,6.634253325,6.598176248,6.542634209,6.548490077,6.541274661,6.525363145
0.349554525,0.146359523,6.113965555,6.15509076,6.237115504,6.222224036,6.149443959,6.152989366,6.150011073,6.130415637
0.333134868,0.139472855,5.772414367,5.809296244,5.889763531,5.899076674,5.807880077,5.808792857,5.810655485,5.787167118
0.374354348,0.15271754,6.429916942,6.468317307,6.539704453,6.544834476,6.463907556,6.465314572,6.466340576,6.445277088
0.420687695,0.168571998,7.216782623,7.25907331,7.323359035,7.31026165,7.249475373,7.252899646,7.250280169,7.233698898
0.394387948,0.160738211,6.827768599,6.870483909,6.942544917,6.923484641,6.861632428,6.865674221,6.861862166,6.844854723
0.557592335,0.213982429,9.470797409,9.521339441,9.56002897,9.513166642,9.499120098,9.506333432,9.496960967,9.491014222
0.564844939,0.216769267,9.609052479,9.660892723,9.699450904,9.645465832,9.63728573,9.645276249,9.634479235,9.629788576
0.406948918,0.167434592,7.159663625,7.208851071,7.286691477,7.229131316,7.194069413,7.202284802,7.190772769,7.179338604
0.311113954,0.132775929,5.439884824,5.476811284,5.563346622,5.569593215,5.476279781,5.477501444,5.478750763,5.454655408
0.303038155,0.126506169,5.129371227,5.157698955,5.23420749,5.292695471,5.164685596,5.160253184,5.171950781,5.140702318
0.415360818,0.166132308,7.095815227,7.136265052,7.199385276,7.197016091,7.128427266,7.130686676,7.130212839,7.111995157
0.381897726,0.156017809,6.593576188,6.63423423,6.706775266,6.698876006,6.62762349,6.630446318,6.628866466,6.609839405
0.298339073,0.126901344,5.148608011,5.181066107,5.264730092,5.297037129,5.18480056,5.183192761,5.189654168,5.161591249
0.355556692,0.148651463,6.227671137,6.269838168,6.351707906,6.331123427,6.263070152,6.267236952,6.263120056,6.24453795
0.355445754,0.146978453,6.144945597,6.18340984,6.260043812,6.262382145,6.179738346,6.181427725,6.181895392,6.160331294
0.311899088,0.1331122,5.456561452,5.493706566,5.580338779,5.585330412,5.492959615,5.494317708,5.495316034,5.471419498
0.35972956,0.148709166,6.230792144,6.270214395,6.347042719,6.343989504,6.265563613,6.267840047,6.267229404,6.246561045
0.335517194,0.140039612,5.800589465,5.837110177,5.916414211,5.928266468,5.835895854,5.836536664,5.838907115,5.81519775
0.534683047,0.205337259,9.041884036,9.088681783,9.128293169,9.101721806,9.07054805,9.075545074,9.070230801,9.060603135
0.756074376,0.269541793,12.23055941,12.26985145,12.23841958,12.28639583,12.24871668,12.24588366,12.25547891,12.24627622
0.385489858,0.15599382,6.59262081,6.630749665,6.698714253,6.706937181,6.626100448,6.627184598,6.628829183,6.607872352
0.357658046,0.148305933,6.210722103,6.25066076,6.328788362,6.322273789,6.245665495,6.248313885,6.24701097,6.226697566
0.367527707,0.152588885,6.423117424,6.465930756,6.5454554,6.522384327,6.458121912,6.462569685,6.457955471,6.440242757
0.420036056,0.171059557,7.339732825,7.388091737,7.46118523,7.410415751,7.373454032,7.380948925,7.370795029,7.35907639
0.593964597,0.225613582,10.04821102,10.09996643,10.13046363,10.08069397,10.0752112,10.08277593,10.072822,10.06891318
0.541985168,0.209001226,9.22351006,9.273553282,9.315789167,9.270039047,9.252403836,9.259481009,9.250330985,9.243527349
0.381709327,0.14952453,6.272517744,6.298637679,6.350554347,6.432687295,6.30417434,6.297267042,6.313693631,6.282965718
0.248213716,0.106318271,4.127702493,4.148201333,4.228525301,4.328562129,4.164020389,4.155041648,4.175049014,4.135902029
0.312916408,0.130275017,5.316348322,5.346383477,5.422626678,5.471789754,5.351530848,5.348116298,5.357948913,5.328362384
0.275967422,0.115562285,4.586535567,4.608793615,4.684051625,4.77670788,4.621981818,4.613829095,4.632360346,4.595438786
0.255410476,0.108240158,4.223188316,4.243069976,4.320553796,4.425325682,4.259103099,4.249619993,4.27057437,4.23114098
0.361075828,0.147048626,6.148776747,6.183520356,6.253327729,6.279426886,6.182719942,6.181847206,6.187067038,6.16267419
0.337135128,0.140111567,5.80425104,5.839819528,5.917328158,5.935283962,5.83933259,5.839315434,5.842906595,5.818478435
0.268635872,0.114572388,4.537121345,4.562194753,4.643455861,4.717743395,4.573339024,4.567163941,4.582021448,4.547150709
0.211060672,0.092883788,3.461076929,3.476826745,3.56052763,3.68527437,3.498166688,3.486479505,3.511428853,3.467376856
0.204339803,0.087726731,3.205665583,3.21439664,3.289948259,3.457320956,3.241878705,3.225577988,3.259052527,3.209158005
0.300807474,0.124883185,5.048982974,5.075181433,5.149270033,5.220665081,5.084039428,5.078209847,5.092488856,5.059462358
0.242514605,0.103191566,3.972743197,3.990105722,4.067523327,4.186265852,4.008782233,3.997776107,4.021524612,3.979688207
0.194579687,0.085188207,3.079526823,3.089248282,3.168869808,3.328870722,3.116311949,3.100797931,3.132798113,3.083415407
0.223931962,0.09752568,3.691412055,3.708779231,3.791270554,3.907629562,3.728229809,3.717462266,3.740734068,3.698358926
0.215119905,0.091554405,3.395609126,3.405559116,3.479904761,3.641092802,3.431572054,3.415950749,3.448188358,3.399589122
0.181343132,0.080807021,2.862058291,2.871002977,2.95312913,3.116264479,2.899269399,2.883403099,2.916030168,2.865636165
0.264732347,0.112908164,4.45458663,4.478590208,4.55939424,4.639814183,4.490791219,4.483949404,4.500033393,4.464188061
0.443660879,0.177112349,7.640517547,7.686271716,7.749218808,7.717577992,7.672819968,7.678271758,7.671943595,7.658819215
0.621976715,0.233339414,10.43199741,10.4819045,10.50213475,10.46736403,10.45751994,10.46349236,10.45653822,10.45196025
0.534134412,0.208381341,9.192356948,9.246409099,9.296487124,9.224908941,9.22224081,9.232101236,9.217785599,9.213977808
0.248106792,0.106611578,4.142197565,4.163432639,4.244832816,4.340295508,4.178641406,4.170156891,4.189249429,4.150691594
0.195695745,0.08505358,3.072942157,3.081590533,3.15938162,3.326171155,3.109503516,3.093256981,3.126614888,3.076401507
0.222204873,0.096590273,3.645051926,3.661496049,3.743145569,3.865003568,3.681789691,3.670426097,3.694797697,3.651629575
0.323101717,0.136511444,5.625349325,5.662454451,5.74597507,5.752633948,5.661271899,5.662461268,5.663793044,5.640191375
0.537003069,0.20863199,9.204933995,9.257575827,9.304865908,9.242387426,9.234465079,9.243345019,9.230849322,9.225990728
0.73054715,0.261673484,11.83988813,11.87899454,11.85425942,11.90015087,11.85908346,11.85644963,11.86562792,11.8555307
0.459551714,0.17422319,7.498689835,7.526968706,7.560729755,7.639353017,7.527443807,7.520995424,7.536720076,7.510001384
0.257371651,0.110155158,4.317997369,4.340853634,4.422033096,4.508627337,4.354320818,4.346804207,4.364123055,4.327139875
0.406410582,0.159537178,6.769158243,6.800876837,6.854020261,6.904602424,6.800704441,6.797232154,6.807348587,6.78184568
0.286802108,0.118754617,4.745069485,4.767073658,4.83901622,4.934618016,4.780020263,4.771560293,4.790680652,4.753871154
0.205936389,0.088331461,3.235667711,3.244664759,3.32015931,3.486086638,3.271857878,3.255714997,3.288900463,3.23926653
0.27660403,0.115394473,4.578279346,4.599719692,4.673641195,4.771443367,4.613564037,4.604855837,4.624416271,4.586855484
0.23523431,0.098571637,3.74385307,3.755795623,3.827490262,3.978884199,3.779302668,3.764760402,3.79503919,3.748630091
0.245231524,0.104282564,4.026859764,4.044814815,4.122334248,4.237750657,4.062882817,4.052238929,4.075322211,4.034041785
0.203070558,0.088106944,3.224382886,3.234847337,3.313210244,3.469684626,3.260935131,3.245810916,3.277105792,3.228568667
0.183224559,0.079490772,2.797099999,2.801775048,2.877316,3.067137961,2.83352791,2.814779466,2.852743859,2.798970019
0.296545244,0.123682734,4.989355488,5.015778901,5.091349647,5.160811131,5.024627492,5.019002514,5.032894811,4.999924853
0.307795233,0.130236552,5.314117592,5.347594373,5.430128608,5.457323655,5.350082334,5.349036668,5.354475678,5.327508304
0.281712447,0.120635181,4.837723078,4.867482131,4.95184134,4.998760711,4.874166384,4.870962399,4.880346273,4.849626699
0.332982285,0.138148949,5.706946856,5.740943242,5.817348461,5.844516399,5.741942887,5.740925912,5.7463595,5.72054541
0.335627428,0.138232346,5.711240129,5.743602387,5.816962312,5.854588014,5.745855813,5.743711356,5.751236496,5.724185032
0.334790333,0.141134287,5.854666655,5.89416098,5.977892216,5.971232362,5.89049408,5.893134781,5.89180281,5.870464385
0.38624903,0.159690032,6.775420895,6.82137619,6.900264339,6.860102701,6.810160008,6.816473937,6.808441609,6.793803013
0.52169031,0.203884122,8.969202307,9.02166957,9.072886854,9.009549382,8.999345648,9.008302758,8.995635264,8.990189212
0.526180388,0.205169627,9.033049741,9.085327193,9.135050181,9.07345745,9.062973791,9.071746937,9.059428391,9.053960721
0.368268844,0.153273733,6.457025874,6.500875588,6.581672056,6.552275044,6.492170324,6.49730251,6.491423108,6.47456576
0.254282893,0.107847375,4.203695578,4.223466876,4.301101211,4.40641385,4.239639358,4.230096659,4.251159187,4.211604097
0.353338827,0.143985802,5.996845027,6.03000074,6.099659566,6.134614525,6.030850144,6.029012434,6.036003426,6.010107312
0.477671541,0.188260987,8.193922554,8.241427282,8.297589977,8.259415005,8.22508996,8.231282693,8.223647699,8.212924445
0.601673056,0.228313348,10.18219027,10.23473312,10.26424826,10.21057762,10.20899766,10.21699187,10.20625774,10.20320741
0.4670016,0.187646542,8.162857346,8.216325726,8.283879251,8.20741049,8.195455365,8.20577566,8.190481908,8.184244698
0.674045092,0.248003144,11.16035842,11.20751459,11.20963457,11.19850225,11.18324727,11.18671831,11.18449185,11.17922089
0.46449893,0.178705911,7.720646161,7.755642564,7.797608118,7.835246621,7.750301324,7.748287293,7.755814994,7.734644722
0.273476507,0.117615237,4.687879423,4.716491216,4.801464587,4.854447032,4.724478238,4.720610584,4.731207073,4.69932414
0.317947425,0.131024556,5.353730801,5.381992722,5.454342217,5.515127074,5.388410146,5.383744757,5.395901728,5.365035569
0.249016175,0.105760642,4.100183253,4.118869546,4.196396939,4.30776325,4.136168509,4.125966193,4.148239455,4.10765777
0.211447369,0.090924461,3.364227017,3.375284398,3.452206373,3.606069327,3.400526398,3.385692971,3.416465562,3.368649969
0.256522155,0.106854968,4.154771947,4.170758595,4.242399895,4.371440232,4.189997565,4.177892863,4.203700931,4.161166606
0.229623073,0.09575112,3.604038232,3.613475583,3.683137453,3.849338796,3.639309416,3.623161149,3.656401418,3.607813172
0.225224774,0.09582143,3.607232077,3.619858704,3.69525561,3.841143697,3.64321358,3.629256103,3.65843372,3.612282728
0.206839081,0.089232832,3.280292055,3.290703285,3.367962905,3.525244491,3.316677753,3.301470156,3.332926473,3.284456547
0.181242411,0.079041268,2.774747927,2.779773284,2.856352927,3.043753739,2.811316615,2.792827802,2.830307964,2.77675807
0.303125078,0.126996493,5.153619835,5.182995284,5.26097016,5.312979063,5.189103425,5.185371307,5.195773088,5.165370015
0.382406961,0.158518773,6.71726373,6.763220429,6.843158228,6.802501045,6.752163921,6.758527474,6.750396038,6.73564641
0.431684497,0.175571134,7.563546265,7.614070713,7.687067692,7.624359861,7.597137102,7.605934107,7.593392541,7.583756044
0.564392418,0.215066759,9.524846535,9.573152709,9.606808214,9.574657547,9.552515656,9.558146032,9.551715898,9.544169004
0.438847702,0.176035849,7.586983169,7.633621895,7.699139436,7.661409342,7.619633031,7.625737977,7.618191958,7.60563866
0.379917798,0.157835143,6.683303233,6.7294307,6.810290105,6.768259685,6.718335806,6.724845221,6.716439137,6.70175422
0.289655416,0.12378204,4.993822958,5.025217824,5.109737563,5.147530411,5.030203624,5.027994082,5.035552652,5.006380905
0.281819033,0.11970277,4.791628848,4.819208205,4.900438438,4.960873415,4.827708071,4.823043541,4.835130536,4.802660591
0.316925662,0.134514509,5.526218468,5.563067975,5.647909142,5.655368846,5.562357425,5.56345393,5.564945871,5.540958271
0.291763096,0.125393928,5.073654693,5.107238511,5.194296604,5.218797094,5.11030827,5.109537412,5.114437509,5.08708822
0.307469599,0.128391032,5.222848874,5.252381103,5.329394286,5.380982536,5.25817645,5.254494237,5.264811886,5.234661765
0.473144047,0.184541192,8.009714435,8.051935844,8.101819284,8.095798053,8.040199704,8.042912898,8.041708652,8.026602999
0.611136469,0.230766971,10.30411223,10.35567732,10.38122143,10.33480666,10.33036212,10.33758185,10.3282989,10.32473826
0.585397382,0.223286735,9.93261479,9.985016851,10.01876981,9.963908876,9.960080319,9.968186515,9.957214329,9.953575615
